0,0,0,0,0,0,0,0.000109495278562833,0,0.0002898535184573,0,0,0,0.00149342286280478,0,0,5.0565174891253e-05,0,0.000494292208808795,0.000492786659674663,7.81036826358256e-05,0,0,0,0,0,0,8.74430880563709e-05,4.83755182410457e-05,0
0,0,0,0,0.000127808799154031,0.000431398634897015,2.56865699845957e-05,0,0,0.00236882984593884,0.000579437659858221,0.00104455482536521,0.00243240159845919,0.00129892134964399,7.29311914056879e-05,0.000386514981281896,0.000537926449084407,0.00137391849633555,0.000501206980217486,0.00139527640986012,0.000281211776723682,0,0.00091268584536977,0,1.1924200018811e-07,0,2.81008218853333e-05,3.14318452481804e-05,0,0
0,0,0,0,0.00018009358449392,0.000446103912720792,0,0,0,0,0,0,0.00206999120793682,0.000140465217792071,0.000140778786206691,0.00177277632999757,0.000270523012613306,1.72998611726009e-05,2.47579289369881e-06,0,0.000214271789890524,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.13223140495868e-05,0,0.000123905603754835,0,4.83384221271544e-05,0,0,2.17222484699391e-05,4.46506422126675e-05,0.000130462009462844,8.71096832866135e-05,2.54570193341673e-05,0,1.80438821125212e-05,0,1.82926829268293e-07,0,0,1.42710024800688e-05,4.32949912890478e-07,0
0,-0.2261357382,-1.21708301,0,0,0,0,0,0.000101299975569659,0.0693139972959937,0.0248670851060683,0,0.0144781586636201,0.0033784497756321,0.00870683555549171,0.00121057200127936,0.0296049525145868,0.0104023487229328,0.0711740349340044,0.039938825300133,0.00245411219092413,0.035431341808848,0.070622463112281,7.1277542904173e-05,0.00112508397248187,0.000762453653086511,0.0068338433884084,0.00345054465364764,1.19676322425919e-06,0
0,-0.13916044758,-0.549650455,0,0,0,0,0,0.000894114852064,0.0290278957093113,0.000178091472256604,0.0106239092799515,0.021711577188656,0.000837743513085463,0.0205080252188592,0.000734616583297182,0.0053904685546921,0.000919260889961717,0.00329742015098803,0,0.000689677055178821,6.74623843980983e-07,0.0018501128194744,0,2.07527405058537e-07,3.48117428718182e-07,3.3706426066963e-05,1.84731230341266e-05,4.24098295608964e-08,0
0,-0.0156002309052,0,0,0,0,0,0,0,0.000225234748729477,0.000784650917347709,0,0.00693400182207152,0,0,0.000129168046904423,0.0021037899022345,9.64341247335039e-05,0.0117283501193293,0.0189920186993595,0,0.00851693030151788,0.00178519231230105,0.00206955458321246,0.00118379662161341,0.00151203426124545,0.0141790123947481,0.00027202944726736,5.31789609310039e-08,0
-0.08986223052,0,0,0,0,0,0,0,0.00047324750330876,0.000890576220630028,0.000313189832020782,0,0,0,0.0023709970280231,0,4.49315704107315e-05,0,0.000284672304969621,0.00066460462001072,0.00192648627952117,0.00267710061835883,0.0199741270574088,0.000830440787807195,0.00127285178924438,0.00207851496170864,0.016004969101003,0.00223128949011354,0.000125178203961284,0
0,0,0,0,-1.99617242e-05,-0.0014278890012,0,-0.0004637627286729,0,0.0063142801446281,6.178124393531e-05,0,5.65248865598027e-05,0.00267756295097608,0.0022737394607576,0.000700592256870903,0.00230275265011431,1.13714477003307e-05,0.000321813271278975,0.00300825298916878,9.38959571619813e-05,0.00717006386628666,0.00101097560798349,2.59726314093484e-06,4.1928368597561e-05,0.000416742572727273,0.000220719180555556,7.85834156165909e-06,1.32314351077353e-06,0
-0.084620272944,-0.59143183692,0,-0.27375,-0.033054076,-0.11218429406,-0.0003442144,-0.002112000282695,-0.14418834682,0,0.000170273784214286,0,0.00105913708213317,0.00216254059699865,1.60612416531276e-05,9.68922260857548e-07,0.00466463580057347,0.00340916737690128,0.0114729797287819,0.00773178711369033,0.00175937834972678,0.00475190572865353,0.0340116410981224,0,0.00015712686102622,0.0008296775870625,0.0221102697016667,0.00355230811248636,2.62167784603955e-06,0
0,-0.29571600552,0,0,-0.024239644,-0.0014068795268,-0.002451136,-0.001518195889687,-0.002883767512,-0.001788726786,0,0,0.00160094963008631,0,0.000320924927200718,0,0.00188862871461763,0.000632642531051421,0.0126580075950633,0.0110946315173287,0,0.00303169834080427,0.00827404534847843,0.000946454631728046,0.000333640413109756,0.00702405762784091,0.026551319212963,0.000435205979742891,0,0
0,-0.0173950529004,0,-0.05475,0,-0.002738574376,0,0,0,0,0,0,0,0.00265462490930534,1.11378428655874e-05,0,0.000152939977795083,0,8.69805466053537e-05,8.97190003379159e-05,0.000531172453005728,0,0.000116152376163474,0,0,3.29175845015727e-06,6.79483930632e-05,0.000122073587289397,3.62308807699581e-06,0
0,-1.35681408096,-4.41028923,0,-0.0154252296,-0.187465825,-0.0236751,0,-0.002883767512,-0.01216088958,-0.01045975392,0,0,0.00793531488210108,1.24067276990236e-05,0,0.00269484071968524,0.00972629429601441,0.0408153395803845,9.19437095860722e-05,0.00691707503156232,0,0.0175253818483388,8.06112758692352e-07,0,1.45880332155e-06,0.00101341972836,0.000984100589230407,2.06966819945137e-07,0
-1.1926713402,-0.8871474942,-0.366433593,-0.876,-0.0044072094,-0.008856654872,0,0,-0.16725848116,-0.03040222395,0,-0.9071872722,-0.04741098057,0,0,0,6.76369852399548e-06,0,0.028069490842122,0.00103847739119579,0.00767434842542156,0,0.00269681615818531,0,0,0,0,0.00441933477360173,0.000206456287885819,0
0,-0.086975273208,-0.641258624,0,-0.0198324368,-0.3785750678,0,-0.02685749771436,-0.24800399452,-0.0003942663564,-0.00448275168,-0.006646061994,-0.00012943196415,0,0,0,0.000237752150502599,0,0.000277424370148056,0.000305095702182446,0.0378936236579103,0,0.0184325899572581,0,0,0,0,0.012113047993767,0.00244136766253806,0
0,-0.121765372044,-2.13316732,0,-0.00072841912,-0.003582315802,-0.000249078,0,-0.020186372584,-6.28310781e-06,0,0,0,0,0,0,0.00152785877022206,0,5.9926152650491e-05,0.00056017897311621,0,8.08541879717739e-05,0.00209508251756622,8.4255333131728e-05,0.000499950152396341,0.00929898371689773,0.020780789341,4.82290453085044e-05,0,0
-0.08986223052,-0.817567401,-1.57042931,-0.876,-0.08594058,-0.1268156516,-0.019571578,-0.000648640871342,-0.320098355,-0.1459306506,-0.033620641336,-0.11630610156,-0.035829072585,-0.00010034152,-0.002,-0.04914,0,0.0021925608557246,0.00109822472267504,0.0025665021455115,0.000775900454276121,0.00444527460390983,0.0177208214937084,0.00125196373937677,0.0053895512195122,0.0200883272727273,0.13749344,0.00189398573671158,0.00127559513295026,0
0,-3.8095175028,-0.183216731,-3.285,-0.055090112,-0.03945421974,-0.0016366754,0,-0.002883767512,-0.194574282,-0.0205459452,0,-0.23591644056,0,0,0,-0.02666667,0,0.0037591552007127,0,0,0,0,0,0,0,0,0.0436749194888324,0.0147074800121457,0
-6.3989426298,-5.5490233152,-0.1046953179,-38.325,-1.50506158,-0.5650923124,-0.7948024,-0.02993620203607,-0.325865867,-2.614591077,-1.6414343896,-0.4818394779,-3.9529803078,-3.0334004,-0.017,-0.01404,-0.05333334,-0.100066654,0,0.107032555211569,0,0,0,0,0,0,0,0.342799907054204,0.290455602683597,0
-0.68245337682,-1.65252973824,0,-2.7375,-0.090347796,0,-0.13768384,-0.0074766049241,-0.325865867,-0.1884937824,-0.15390780768,-0.05316848262,-0.0009526049892,-0.012005544,-0.002,-0.01404,-0.013333335,0,-0.043,0,0,0,0,0,0,0,0,0.0297030439019749,0.0371520188887388,0
-0.21467053176,-0.66101210424,-1.92377561,-1.58775,-0.0110180202,-0.0250938535,0,-0.04301241948491,-0.020186372584,-0.0851262027,0,-0.6247298541,-0.14223294171,-0.17608128,-0.493,0,-0.008000001,0,0,0,0,0,0.00856036109739164,0,0,0,0.0316279407825,0.0385731877576977,0.0206303413935619,0
0,0,0,0,-0.092551382,-1.4281355316e-05,-0.07129646,-0.0347759340658,-0.8968515696,-0.1337697732,-0.0485631432,0,0,0,0,-0.00234,-0.02666667,0,0,0,0,0,0.0152282016607987,0.00322758563456091,0.0055577450195122,0.0258940392954545,0.0337581549333333,0.000651030692940739,0.000219233853565949,0
0,-0.6262217094,0,-0.32850005475,-0.092551382,-0.01964946314,-0.007497468,-0.13017472136341,-0.06344289102,-0.4803552054,-0.06649414992,-0.03987637863,-0.10519039629,-0.018061504,-0.07,-0.03042,-0.05333334,0,0,0,-0.016658338334166,-0.0884,0,0,0,0.00246558049431818,0.00803596605555555,0.00743878647623235,0.0100200119147816,0.00451193690458716
0,0,0,0,-0.006610813,0,-0.6151324,-0.3830272081618,-0.011535072926,0,-0.5383038016,0,-0.00034242581772,0,0,-0.08658,-0.2666667,0,0,0,0,-1.326,0,0,0,0,0,0,0,0
