0,0,0.000488990220195596,0.000298208953367072,0.000194854366737436,5.74914191159724e-05,5.07070234644686e-05,0.000155281208608956,0,0,0.000327904205301024,0.000966546970709645,0.000352821896949454,0,2.60509396557952e-05,0.000586934156378601,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000220410048422038,2.36176470588235e-05,0,0,0,0,0,0,0,0.00135985704467354
-1.992,0,0,0,0,0.0278812925643088,0,0.0274113333427477,0.0307772794801043,0,0.00917238156623142,0,0,0,0.0088436451369768,0.0227713744855967,0.000428807928758346,6.3408449197861e-05,0,0,0,0,0,0,0,0
-2.4,0,0,0,0,0.00465447835480822,0,0.0277141711547475,0.0395225527129166,0.027865669282468,0.0291608264151581,0,0.14765543503012,0,0.0233944741130374,0.0274872858106996,0.00121143536269515,0,0,0,0,0,0,0,0,0
-1.32,0,0,0,0,0,0.0513281966235366,0.0353940123745282,0,0,0,0,0,0,0.038236601346466,0.0671954515555555,0.00287370696549676,0,0,0,0,0,0,0,0,0
-0.672,0,-0.48,-0.0403,0,0,0,0.0115664033106335,0.0287005799547138,0.0551878827980281,0,0,0,0,0.000989630332371633,0.113606576296296,0.00469185584437373,0,0,0,0,0.00683247066810633,0,0,0,0
-0.696,0,0,0,-0.52,0,0,0,0,0,0,0,0,0,0.000774741136767114,0.00897691407407407,0.0232279442545343,0.0145351943315508,0,0,0,0.0510573192208014,0,0,0,0
-2.04,0,-0.5304,-0.2697,-0.3432,-0.15,0,0,0,0,0,0,0,0,0,0,0.0271966660075383,0,0,0,0.0440233686453236,0.262063526616279,0,0,0,0
0,0,-0.024,-0.0155,0,-0.015,0,0,0,0,0,0,0,0,0,0,0.00170163648586531,0,0,0,0.00263818770514782,0,0,0,0,0
0,0,0,-0.0341,0,-0.09,0,0,0,0,0,0,0,0,0,0,0.00331924882206105,0.00109928728189458,0,0,0.00727936383951814,0.0379852627321544,0,0,0,0
-12,0,-0.4944,-0.7905,0,0,0,0,0,0,0,0,0,0,0,0,0.0144457193619311,0,0,0,0.168221795128515,0,0,0,0.122974022143101,0
-3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497426866462195,0,0,0,0.0354575627357848,0.0146539858964961,0,0,0.000208101207002079,0
-3.6,0,0,-1.116,0,0,0,0,0,0,0,0,0,0,0,0,0.0139625251580584,0,0,0,0.0632765971693806,0.212712318131426,0,0.14124026934094,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498333333333333,0,0,0,0.445108695652174,0.151237494893832,0,0,0,0,0
-0.48,0,-0.24,-0.3193,-0.52,-0.018,-0.0068,0,0,0,0,0,0,0,0,0,0.0440025791764443,0.057837556302521,0,0,0,0,0,0.107157431177909,0,0.0650424065292096
-8.4,0,-0.48,-0.2914,-0.7098,-1.605,-0.0612,0,0,0,0,0,0,-1.08,0,0,0,0,0,0,0.679665836330287,0.193054236467967,0.805872384567214,0,0,0
0,-33.12,-0.144,-0.2046,-0.4836,-1.056,-2.5228,-2.36,-3.36,-3.1558,-5.6556,-3.654,-0.949,0,-1.8,0,0,0,0,0,0,0,1.85059323775879,13.1503684372773,2.91175346244501,0
0,-1.2,-0.0072,0,0,0,-0.5338,0,0,-0.3534,0,0,0,0,-0.8,0,0,0,0,0,0,0,0,0.185273095940325,0.430743108251295,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93194888809705e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-10.5,0,0,0,0,0,0,4.57151182628615,0,4.27586691110038,0,0,0
0,0,0,0,0,0,0,-0.616,-0.84,-1.116,-10.61996,-4.2,-0.6935,-8.42,0,-5.6454,0,0,0,-23.31,0,0,33.5710248050824,0,4.10831522704858,0
0,0,0,0,0,-0.066,-0.238,-0.976,0,-1.55,0,-0.462,-0.6205,0,0,-0.4268,0,0,0,0,0,0,0,0.714903073438632,0.296800833374858,0.216965896907216
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.589,-0.8,0,0,-11.69,-59.9999976,0,0,0,44.0556548489273,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.438,0,-0.2,0,-3,-0.255,0,0,0,-3.8,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-13.22782,-0.042,0,0,0,0,-4,-3.57,-1.98,0,-23.3333324,-9.5,-350,0,0,0
0,-15.36,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,-1.9,0,0,0,0
