"","1","2","3","4","5","6","7","8","9","11","13","22","19","24","18","34","17","29","28","23","21","14","37","16","10","25","27","12","26","20","15","36","33","32","35","30","31","38","39","41","40","42","43","44","45","46","47","48","49"
"1",0,0,6e-05,1.01538477159766e-10,5.88235294117647e-10,0,0,0,0,0,0,0,0,0,0,0,1.34598840676187e-09,0,2.09488612111759e-10,5.94742771273329e-12,0,0,0,3.31345559642008e-11,0,2.91918101403591e-11,0,4.30754739737986e-11,1.20787321961375e-10,0,1.07170584416151e-10,0,0,0,0,1.64175531005233e-10,0,0,0,3.203685519822e-10,2.62609447958467e-10,4.97356412512935e-10,4.89566441591215e-11,2.37245485020715e-10,2.70606334082462e-10,4.17771294586206e-10,0,5.58666500308198e-12,0
"2",0,0,0,0,0,0,0,0,0,0,0,0.00078690388758206,0.00128002050277706,0.000535789659642145,0,0,0,0.00146659724468356,0.000262881917379437,5.19941517952063e-05,0,0,0,0,3.69080735294118e-06,5.10406676945427e-05,0.000683613627062367,0,0,0,0,0.000197545201844035,0.000620018783281189,0.00111158292389635,0.00188996417254759,0.000317457515539152,0.000158828072733042,0.000422570069026666,0,0,0,0,0,0,0,0,7.66370231820709e-05,5.35606860797068e-05,0
"3",-0.01684615,0,0,0,0,0,0,0,7.34202088324758e-10,0,0,0,0,0,5.11217067839292e-10,2.60490079856181e-09,9.38873866800361e-09,3.50545953057767e-09,4.18893428778673e-10,1.2189788365741e-10,1.80119046475206e-07,2.12100640672069e-10,5.39557797899981e-10,2.31125086416335e-10,4.00949205882353e-09,7.58835266236606e-11,1.53184943470258e-09,3.01468012153027e-11,2.26430933431842e-11,1.74177644472964e-11,1.74428849324389e-10,5.77227847577516e-11,7.41974913129967e-10,1.29985522133324e-11,1.28131797497354e-09,4.47661897906451e-11,1.19097244746862e-09,0,3.43900845018746e-10,0,0,0,0,0,0,0,0,0,0
"4",-0.01684615,0,0,0,0,0,0.000223967380719542,0,4.42966520766859e-05,0.000460221540988164,6.4845715980828e-05,0,0,0.000400096744191363,0,0,6.28760886791419e-05,0,0.00021039871254025,0,0,2.13064701714116e-05,0.000271005124979388,0.00111212152594049,4.4309311365e-05,3.51823569310261e-05,0,4.32626106726666e-06,0.000197132112626427,1.74969334120387e-05,2.5031668681889e-06,5.7985152131311e-06,0.000199024649444696,0.00144025721956013,0,0.000198241275646585,0.00076616491887478,6.78220258173303e-06,0.00034546397752961,0,6.5937581516234e-07,0.000569449353915148,0,0,0,0,1.91570714836836e-05,0,0
"5",-0.01684615,0,0,0,0,0,0,0,3.26873884571223e-05,0,1.19627387662168e-05,0,0,0.000124908983768114,0,0.00135166191003478,0.00202409213958421,0,0,0,0,3.93061797276083e-06,0.000279305567479503,0.000186603667455945,8.1741825e-06,3.56433428505121e-05,0,0,0,0.000108993192385753,0.000161162708699136,0,0.000218093422945182,0.000147784300111669,0.000270032587245157,6.91333720970004e-06,0,0.000104848954848878,6.37312003393834e-05,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53230836674194e-06,3.94271659265732e-07,0,0,0
"7",0,0,0,-0.00174085176,0,0,0,0,0,0,0,0,0,0,0,2.92147922827404e-05,0,9.82871133690786e-05,5.98997964119838e-05,1.7005683773286e-06,0.00202009248561161,0,1.71453856631203e-05,0,3.95755605882353e-05,1.66938285253611e-06,5.84126099662313e-05,0,4.3171415868988e-06,0,0,1.54723681246831e-05,1.71095930773476e-05,6.97571195350875e-05,2.84065834421595e-05,0.00029626140739474,2.36307145682027e-05,1.16609401564436e-05,0,0,0,4.46151646778167e-06,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48565439516906e-05,5.86011130498908e-07,0
"9",0,0,-1.4982003,-0.1044511056,-0.31436856,0,0,0,0,0,0,0,0,0,0.00172631567841948,0,0,0,0.00282910017914266,1.6063755101452e-05,0,0.000572989614347634,0.00145761471326702,4.16256087085608e-05,0.00119159931357877,0.0048963282846556,0.00275885954908845,0.00500283896513879,0.00734043458684779,0.00164689240713311,0.00134634090669399,0.000623752277952081,0.00321139230140533,0.00948120632385971,0,0.00503899290278176,0.0188688124631653,0.00109435272702563,0.00929047700830759,0.00865302145704219,0.00733531349899731,0.0103101279603077,0.000290905695161311,0.000961185294141179,0.00119379755634797,0.00169257435873025,0.00200043886211159,0,0
