"","1","4","3","2","12","9","11","10","20","5","17","31","13","14","15","34","22","25","19","24","27","7","21","26","23","6","28","16","39","8","35","18","38","29","32","30","37","33","36","40","42","41","43","44","46","45","47","48","49","50"
"1",0,0.000454544698183028,9.28571722884466e-05,2.208e-05,0,0,0,0,0,0.0170454684855495,8.99837446154623e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000305958166068033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",-0.0053,0,0.000282857703183887,6.17761027952706e-05,0,0.000171346599346599,0,0,2.19674907692308e-06,0.0540001340183,5.34504332429633e-07,0,0,0,0,1.17461148259788e-05,2.03983842857143e-06,9.28126316249761e-05,0,0.000312157030921224,0.000196875337372197,4.36355076925898e-05,0.000164307337360154,7.55726255777432e-05,9.57144582957053e-05,6.51284507300506e-05,1.24441817970543e-05,0,1.94117970334508e-05,2.25280937167199e-05,4.95000858000114e-06,0.0032713101550508,9.14973838998947e-06,2.79044463807546e-05,2.99343798144017e-06,6.3042549733173e-06,7.71429752281922e-05,2.20976475751136e-06,4.16842663002624e-05,6.01152194384571e-06,9.2279578967021e-06,1.10615663401172e-05,0,0,5.85199549180328e-06,0,0,0,0,0
"3",-1.0335,-3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000936802059894685,0.00122276604924721,0,0
"2",-1.4628,-4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446096360388782,0.0144111758623561,0,0
"12",0,0,0,0,0,0.0486297396297396,1.53616704885106e-05,0,0.000255050826923077,0.348312143511617,0,0.0289658234705358,0,0,0.0016113246845039,0.000279383046835867,0.000184203375,0.0131705389178566,0.00497827853633726,0.00402695610035142,0.000174155937972266,0.000875647543041781,0.00148374330314976,0.000987104920399824,1.23475649607582e-05,0.00168036844276624,0.00021404685820527,0.000898553048780488,0,0.000592868512602059,0,0,0,0.000278592455244542,0.000386166004488497,0.000521098571471788,0.000975903352784184,0.000242383543162405,0.000892655784660941,0,0,0,0,0,0,0,0,0,0,0
"9",0,-0.031,0,0,-0.0539,0,2.08487699083148e-07,0,3.461535e-06,0,0,0,0,0,0,2.82776103184589e-05,1.7857125e-06,0.000147727098140528,0,0.000106270916414501,4.92423805957251e-05,0.000101864893400829,9.58917994210047e-06,7.77352763863976e-05,9.31002411298656e-06,2.28058628458598e-05,0.000351024641954507,0,8.49672408475321e-06,0,8.66665915555455e-06,0,3.20394046624109e-06,0.000258725138464819,2.6205118101038e-06,2.34245034041193e-05,1.80086387526484e-05,1.61262274883234e-06,1.21637273395615e-05,1.05251962398488e-07,4.89595513733902e-06,1.29113345491519e-07,0,0,1.22950696721311e-06,0,0,0,0,0
"11",0,0,0,0,-0.000392,-2.3904024e-05,0,0,0.000487023265384615,0.0748245494816482,0,0.0142227415063278,0,0,0,0.00130206750926318,0.000452235889285714,0.000935305873694387,0.00342219431038052,0.000134566797258572,0.000623537433356527,0,0.000849968828421591,0.000209432356596879,0.00035366782452449,0.000144390959701316,0.00190057399558435,0.0015442201097561,0.00107590767620312,0,0.00458724028007204,0,0.000202851364087027,0.000629405723184217,2.65460310957337e-05,1.03530725375426e-05,0.000171027379011091,1.63360201129928e-05,9.24147764620937e-05,0,0.000206652025026189,6.53965166475686e-05,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129466020753987,0,7.29400026472723e-05,0,5.24710836547273e-05,4.86266827984867e-05,0,4.73464123485747e-05,1.63326213105685e-05,4.13712766848833e-05,1.12603558676009e-05,0.000169731932138396,0,8.39048603859386e-06,0,2.13957408527654e-05,0,1.58194013847765e-06,4.19524123700478e-05,6.21059049064764e-05,0.000129181806214981,4.44586732842477e-05,3.82190334298298e-05,2.40232784781118e-05,0,1.61157966355289e-05,6.37494940365714e-07,0,0,1.25460506557377e-05,0,0,0,0,0
"20",0,-0.062,0,0,-0.0441,-0.0026892027,-0.038,0,0,0,0,0,0,0,0,0.0361426781674394,0.00195,0.00134431793739674,0,0.00483533153219131,0.000672159167290814,0.001853942913838,0.00087261624734739,0.00112881657847012,0.000847213041494819,0.00332053695089414,0.0049567149870726,0,0.00773202664915207,0.00143572752731432,0.00473200063093342,0,0.0102045605895385,0.00954904885491708,0.000238466813186259,0.000855628877004473,0.00737454494375446,0.00014674881689256,0.00553450147400195,0,0.00103957551373717,0.000117493261890544,0,0,0,0,0,0,0,0
