"","25","2","3","4","9","6","7","8","5","29","42","23","30","36","37","13","31","10","19","14","39","21","20","1","26","17","16","44","15","11","27","43","28","52","22","35","40","33","46","53","18","24","12","49","58","48","60","64","38","50","54","56","34","41","72","89","51","45","32","65","76","62","59","47","75","66","61","55","63","70","82","57","73","81","79","87","78","80","74","83","67","68","88","84","85","86","69","77","71","90","91","92","93","94","95","96"
"25",0,0.000185554230048128,0.00010603069582505,0,0.039789142426526,0.00122140674084527,0.000646538241128499,0.000609941455074741,1.04918426229508e-05,0.000315582642998028,0.000208226095774648,0,0.00318092087475149,0.0001497603456,0,6.72002592e-05,0.00122480643511757,1.2000024e-05,3.01129175688761e-06,0.000519133727320871,0,0.000779764140507691,4.38615077109011e-05,0.000291581193050662,0.00563982128852034,8.10139191705815e-05,0.0024000048,1.16400384e-12,0,0.000471666622812012,4.8000168e-05,0.000382107296761311,0.0482214032193737,0.000243917819778268,0.00232733496569614,0.0005333344,7.2000168e-05,0.00079053336316569,0.000117333706666667,0,0,0,0,0,0.00027010586262513,0.000101047343092799,2.62647777168448e-05,0.00275368894985842,5.71429714285714e-05,3.42857965714286e-05,0.00050813712601821,1.65600624e-05,0.00213983281169068,0,6.72002496e-06,1.30909636363636e-05,0,0,0.00320337293004211,0,0.00017276845991901,3.65713946123613e-06,0.000130068956335744,0,0.00591677745602282,0.0023160145136387,0,0,0,0,0.000921603264,0.000195805422585297,0,1.09698479765246e-05,1.17345462711348e-05,1.12456078089915e-05,4.49316164383562e-05,2.17926981358555e-05,4.64556568575196e-05,2.65935640965621e-06,0,0,3.15429531428571e-06,9.24108397537996e-06,1.04808554457106e-07,5.01819709090909e-05,0,2.95341573567027e-06,0,7.05582719861513e-05,2.5962919623413e-06,2.66516559135009e-06,0,1.96197041213411e-06,3.8339694980287e-06,0
"2",-0.00072000144,0,0,0,0,0,0,0,0,0,0,0,0,0.00010527878109112,0.000376795659297821,0,0,0,1.4034936840948e-05,0,0.000135914256903331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187997823377,0,0,0.000572393820811697,0,0,0,0,0.000117937440600559,3.95763228490651e-05,0,0,2.23806932591667e-05,0.00026856831911,0,0,0,0.00123166653537692,0,0,0,0,0,0,0,0,0,0,0.000812541917175952,0,0,0.00038146344911572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",-0.00072000144,0,0,0,0,0,0,0,0,0,0,0,0,8.96408726112e-05,0.0001497193384514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50808052783119e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020004541512437,0,0.00012801376030519,0,0.00136598981925055,0,0,0,0,0,0,0,0,0,0,6.63832076491088e-05,0,0,0,0,0,0,0,0,0,8.97653891454545e-05,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69751492429576e-05,0
"9",-0.0039600144,0,0,0,0,6.27030202069442e-06,8.14528793475277e-05,7.6842303500164e-05,9.1008563107268e-05,0,0,0,0,0,0.000403197113134808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67269473618851e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218044552790997,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14513815037853e-05,0,0,0,0,4.6689972587048e-05,0,6.42988062852989e-05,0,0.000100686428062714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",-0.0039600144,0,0,0,-0.0032552897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134366796644879,0,3.5478762470965e-05,2.43904095426026e-05,0,3.47238951843487e-05,0.000134366796644879,0.000209624254654901,0,0,6.84129802857143e-06,0,0.000571829099731254,8.70867854545455e-05,0,0.000420978043720938,0,0,0,0,0,0,0,0
"7",-0.0039600144,0,0,0,-0.07988656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000890901818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28608639521433e-05,2.70866169773538e-05,0,0,2.41613605736813e-05,6.21236320474601e-05,0
"8",-0.0039600144,0,0,0,-0.07988656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247049644999091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76390047709135e-05,3.56696295365805e-05,0,6.3533907417917e-05,0,0,0,0,1.00050212688e-05,0,0.000152916353382296,0.000121783252298182,0,0.000307800807271001,0,0,0,0,0,0,0,0
"5",-0.00028800108,0,0,0,-0.40002703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269262929753769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073667090664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000589336725312,0,0.000482629472509769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121443569108401,0,0,0,0.000653277553297377,0,0,0,0.0022361581148222,0,0,0,0,0,0,0.000547662212485714,0.00172656924308085,0.00048255786510642,6.69700824218182e-05,0,0,0,0,0,0,0,0,0,0
"29",-7.200018e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53120546096668e-08,0,0,1.88149483148477e-05,1.24911585478548e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58073632016e-06,0,0,0,0,0,0,0,9.9794096084946e-07,0,0,0,2.47875342e-07,0,1.17280058802359e-05,1.061897965128e-07,0,0,0,1.033504971408e-05,0,0,0,0,0,0,3.67965365632108e-07,0,4.96757741187535e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33696666775325e-07,0,0,0,0,0,0,0,0,0,0,2.52268334281861e-06,1.45507862888479e-06,1.70460002431067e-06,3.21736495632276e-07,0,0,0
"42",-0.110880396,0,0,0,0,0,0,0,0,0,0,0.0118333451666667,0,0.0005112005112,0.00284604556394136,0.000213000213,0.00434805675739399,0.00026625026625,0.0133625938086083,0.00076788351326905,0.0138590908315374,0.0108131058061853,0.0138444782939832,0,2.50266819411521e-05,0.000718997526043381,0.0003195003195,0.01065001065,0.00915137270453297,0.000116278640137403,0.005325005325,0.000402975486331661,0,0.0142418758203279,0.001290941677374,0.00236666903333333,0.01065001065,0.00855605689892656,0.0497000473333333,0.00555001231162241,0.000374181063400438,0.00123772884886219,1.15179080579853e-07,0.000301235066781485,0.00668111457817743,0.00896793914438367,0.010359983280581,0.0178386489888521,0.00760715046428571,0.00912858055714286,0.00709074187321046,0.01065001065,0.000513269418101259,0,0.000426000426,0.00968182786363636,0.0288518639775492,0.00828811050336018,0.0142149474761553,0.00599330571165536,0.0392152954074931,4.05713300411541e-05,0.00250947636234682,0.0101051030719483,0.0276181561135843,0.00685152512223366,0.00182010208455314,0.00327731428310801,0.0166837195258069,0.000142000142,0.0002982007242,0.000188887915087429,0,0.00778858174347067,0.00371942198144761,0.0088956240865518,0.00243150928082192,0.0148776879257904,0.0149381584004264,0.00590043818327629,0.000142000142,2.40959223954411e-06,0.00906772645714286,0.0082014406331058,0.0116271850574743,0.00193636557272727,7.1000071e-05,0.00936124768166516,0,0.0785865255019543,0.135141682586048,0.153798904694747,0,0.00648910696659382,0.0117507260850346,0
"23",0,0,0,0,0,0,0,0,0,0,-0.0008000008,0,0,0,0,0.000137088,0,1.386e-05,0,0.00106473972560269,0.0013117323557033,0,0,0,0,3.74283408287907e-05,5.544e-05,1.764e-05,0,0.000220110332487794,0,0.000220042783186112,0,0.000220391804978768,0,0.002016,0,0.000404905949747476,0.000695632,0,0,0,0,0,0.000192361705771536,0.000152783216076594,6.86383826789251e-05,0.00494528570674827,0,8.208e-05,0.000757361623450401,0.0001654128,0.000607247718393208,0,0,0,0,0,0,0,0,8.63997037724442e-06,0.000180631221035753,0.000649604335796509,0.0010020313783118,6.48481729284611e-06,0,0,0,0,0.000379008,0.000292034258735392,7.1682890565826e-05,0,9.15291209495448e-06,5.11331341454322e-05,3.61315068493151e-05,3.16831572517655e-05,7.1682890565826e-05,0,0,0,4.17888e-06,0,0,2.07098181818182e-05,0,0,0,0,0,0,0,0,0,0
"30",-0.00072000144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02689705942333e-06,0,0,4.61754e-05,0,0,0,0,0,0,0,0,0,0,0,2.15571428571429e-06,0,9.59676263339639e-05,1.806273e-05,0,0,0,0.000205278872727273,0,0,0,0,0,0,0,0,0.000175703245883217,0,0,0,0,0,0,1.60581171174846e-07,2.85104356607849e-05,0,0,0,0,0,1.58363088057901e-05,0,0,0,0,0,0,0,0,0,0,4.12331144221191e-05,2.31541740764496e-05,2.7861589543703e-05,8.6516e-07,0,0,0
"36",-0.00140400324,-0.044364324979702,-0.022270469873928,0,0,0,0,0,0,0,-0.00012000012,0,0,0,0.00360764775771919,1.9999936e-06,5.10333105724017e-07,1.249996e-06,0.00313674593562687,0.00043260855536741,3.61477115894995e-06,0.0207123463918631,0.0026658410875396,0,4.69982639959816e-05,1.72153624975991e-07,2.549992e-07,2.499992e-05,0,0.000556824987064697,1.249995875e-05,0.00139563721523051,8.03685512818323e-05,0.00020058893106471,0.00160003394021673,0.00666664555555556,0.04999984,4.01691125048052e-05,0.00222221555555556,5.21125180668173e-06,0,0,0,0,0.000376399190237176,4.21028238454316e-05,0.00100924188682595,0.000829115715650829,0.0238094523809524,0.000342856,0.000795623589552728,0.002508492,0.0180727885188734,0.00393415879968776,0,0,0,0.000252922489901551,5.33892471838082e-05,0,0.00121511571710916,2.85712353748121e-05,0.00430909413295617,0.00170789734364148,0.00103729610580456,0.00630466353576943,0,0.00626033088506011,0,0,9.999968e-06,0.00609848233589381,0,0,2.09544027260367e-05,6.1117044011345e-05,5.93605479452055e-05,8.38175969345009e-05,0.00701319045080932,0,0,0,1.71428e-05,8.87272058240055e-06,0,0.000218181136363636,0,0,0,0.00122435310412328,0.00108178247599815,0.000814967814534727,0,7.61629099609232e-08,1.48833168872134e-07,0
