"","11","10","8","12","6","9","7","3","4","5","1","2","13","14"
"11",0,0.0824919917508,0.0461708955223881,0,0.000896652084247826,0.0562445360804546,0.00359987217091716,0.00109098909907021,0.00345403984984118,0.00412459958754,0,0,0,0
"10",-0.07929999207,0,0.0135951492537313,0,0.0132010869565217,0.0414034090909091,0,0.000632754889387624,0,0,0,0,0,0
"8",-1.1895,-0.9,0,0,0.0229547826086957,0,0.0167916272189349,0.00825201987816608,0.00480240831648859,0,0,0,0,0
"12",0,0,0,0,0,0,0.00014792899408284,2.40461686437961e-05,0.000433150447588796,1e-04,0,0,0,0
"6",-0.007929999207,-0.3,-0.209392,0,0,0,0,0.00385827027893556,0,0,0.000136348850252384,0,0,0
"9",-0.4757999207,-0.9,0,0,0,0,0,0.00744501442770119,0,0,0,0,0,0
"7",-0.4678699207,0,-2.250964,-2.05335,0,0,0,0,0.0834507652324574,0.28899,0,0,0,0
"3",-2.6169,-3.9,-20.41572,-6.16005,-31.80771,-15.455,0,0,0,0,0.0918381940549636,0,1.32787131882202,0
"4",-2.2997,0,-3.297924,-30.80025,0,0,-6.4595,0,0,1.35327114,0.0210829304542905,1.112689604,0,0.101872262872629
"5",-0.7929999207,0,0,-2.05335,0,0,-6.4595,0,-2.83734,0,0.0411693774537297,1.291928,0,0.198929539295393
"1",0,0,0,0,-0.32129,0,0,-1.08335,-0.15763,-0.4,0,0,28.917626973965,0
"2",0,0,0,0,0,0,0,0,-11.66462,-17.6,0,0,0,1.49051490514905
"13",0,0,0,0,0,0,0,-20.58365,0,0,-152,0,0,0
"14",0,0,0,0,0,0,0,0,-0.78815,-2,0,-3.66665,0,0
