"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","18","17","21","22","28","25","20","26","19","24","29","30","27","23","31","43","41","44","46","36","37","45","40","39","32","42","35","38","33","34","47","48","52","50","51","49","53","54","55","56","57","58"
"10",-0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28571428571429e-06,0,0,0,0,0,0,2.52e-06,2.83783783783784e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50991189427313e-06,6.42594859241126e-07,0,0,1.21656051693394e-06,1.51442307692308e-06,1.16666666666667e-06,2.39945155393053e-07,1.80930499712809e-07,3.93405769951293e-08,7.16723549488055e-07
"11",-3.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24489795918367e-05,0,0,0,8.35341365461847e-06,0,0,1.664e-05,2.24864864864865e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16299559471366e-05,7.63769889840881e-05,0,0,7.22984535777886e-05,2e-04,2.31111111111111e-05,1.02669104204753e-05,2.38943136128662e-06,0,1.419795221843e-05
"12",-0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16326530612245e-06,0,0,0,1.60642570281125e-06,0,0,3.2e-06,4.32432432432432e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40528634361234e-05,4.89596083231334e-06,0,0,1.23587100132972e-05,0,0,9.14076782449726e-07,0,0,0
"13",0,-0.1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8135593220339e-05,0,0,2.22553777894891e-05,0,6.62650602409638e-05,0,0,0.00012,0,6.59824046920821e-05,0,0,0,0,0,0,0,0,2.07583725435926e-07,0,0,0,0,0,0,0,0,2.46971365638766e-05,0,0,0,6.08280258466972e-06,0,0,0,0,0,0
"14",-0.11,-0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69491525423729e-05,0,0.00034047619047619,4.24335869852925e-05,0.00053625,0.000183775100401606,0,4.93103448275862e-05,1.144e-05,0,0.000167741935483871,0.000141234567901235,0,0,0,0,0.000635555555555556,0.000774368231046931,0,3.95792969831165e-06,2.80209013716525e-05,0,1.19166666666667e-06,1.12430222501769e-06,4.36863543788187e-05,1.144e-05,5.66336633663366e-06,0,3.62224669603524e-05,8.7515299877601e-06,0,0,1.10455970743844e-06,0,0,0,0,0,0
"15",-0.22,-0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89322033898305e-05,0,0.000416428571428571,5.18995410050885e-05,0.000655875,0.000266915662650602,0,6.03103448275862e-05,1.3992e-05,0,5.12903225806452e-05,8.63703703703704e-05,0,0,0,0,0.000777333333333334,0.000947111913357401,0,4.84085247716579e-06,3.42717178314827e-05,0,2.915e-06,2.75021621196635e-06,5.34317718940937e-05,1.3992e-05,6.92673267326733e-06,0,4.43028634361234e-05,1.0703794369645e-05,0,0,1.35096148832855e-06,0,0,0,0,0,0
"16",-0.11,-0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343220338983051,8.26530612244898e-05,0,0.000180268560094861,0.000253125,0.000178915662650602,0,0.000279310344827586,3.24e-05,0.000437837837837838,0.000237536656891496,1e-04,0,0,0,0,0,0,0,3.362856352062e-05,0,0,0,0,0,0,0,0,0.000156112334801762,0,0,0,5.31810740259695e-05,0,0,0,0,0,0
"18",-0.11,-0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189930147058824,0,0.000109451271186441,0.00210861224489796,0,0.00191622511997132,0,0.00560179518072289,0,0,0.000929898,0.00698121621621622,0.0037874633431085,7.97237654320988e-05,0,0,0,0,0,0,0,0.00125113133130363,0.000210895656433703,0.00021752,0,0,0,0.001291525,0,0,0.00166418970264317,0,0,0,0.000586089373942509,0,0,0.000147569127056673,0,0,0
"17",-0.33,-0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01488,0,0,0,0.000201224489795918,0,0,0,7.91967871485944e-05,0.000961138549519106,0,0.00031552,0.000266486486486486,0,0,0,0,0,0,0,0,0,0.000163742042623858,0,8.30315789473684e-05,0,0,0,0,0,0,0.000718867841409692,2.41370869033048e-05,0,0,3.8080275228472e-05,0,0,0,0,0,0
"21",0,0,0,0,0,0,-0.15555,-0.10995,0,0,0,0,0,0,0,0,0,0,0,0.000775220338983051,0.000155571428571429,0.0009075,0.00452407319704734,0.000952875,0.00053269156626506,0,0.00131431034482759,0.000243936,0.000824108108108108,0.00335322580645161,0.000752888888888889,0,7.54752475247525e-05,0,0,0,0,0,0.000179339883753114,2.48954931417374e-05,0,6.3525e-06,0,0,3.35412e-05,0,0,3.35814977973568e-05,0,0,0,1.17763058039206e-05,0,0,0,0,0,0
"22",0,-0.081,-0.6885,-0.4164,0,-0.6,-0.01037,0,0,0,0,0,-0.8607,-1.16,-1.02,-1.25,-0.01488,0,-0.0462,0,0.00891020408163265,0.00519761904761905,0,0.006821875,0,0.00709318949831037,0.00376379310344828,0.0034928,0.0236,0.00960263929618768,0.00134753086419753,0,0.00432277227722772,0,0,0,0,0,0.0171594796567949,0.000356466361854997,0.000919157894736842,0.00127341666666667,0,0,0.0026196,0,0,0.0040390308370044,0.000801591187270502,0.017397388877466,0.000673954097644001,0.00134895319795139,0,0,0,0,0.000408954664668415,0.00372525597269625
"28",0,-0.081,-0.153,-0.1388,-0.03965,-0.25,-0.1037,0,-0.0706,-0.0824,-0.0317,-0.0206,0,0,0,-0.25,-0.23808,-0.3,-0.0077,-0.039,0,0.00641666666666667,0.00799709908568973,0.00336875,0.0270582329317269,0,0,0.02156,0.0437027027027027,0.0118548387096774,0,0,0,0,0,0,0.0486462093862816,0,0.00372958760033213,0.00264043109079033,0.00113473684210526,0.000449166666666667,0,0.00274439918533605,0.00539,0,0,0.0047488986784141,0.00131946144430845,0,0,0.00175901133409571,0.00246177884615385,0,0,0,0,0
"25",0,-0.0405,-0.0153,-0.01388,0,-0.025,0,-0.0733,0,0,0,0,0,-0.29,-0.34,0,0,0,-0.00385,-0.00195,-0.00202,0,0.00126499567355456,0.0106575,0.000244578313253012,0.00791525864309852,0.00084,0.00068208,0,0.00142873900293255,0.000300740740740741,0,6.02970297029703e-05,0,0,0.00135333333333333,0,0,0.000235981179075561,0.000159111691704768,0.000192315789473684,4.5675e-05,0,0,4.872e-05,4.82376237623762e-05,0,0.000160969162995595,5.96328029375765e-05,0.00970683447217294,3.76031191447729e-05,4.23363059893012e-05,0.000117115384615385,0,0,0,0,0.000103924914675768
"20",0,-0.162,-0.2295,-0.0694,0,-0.25,-0.15555,0,0,0,0,0,-0.2869,-0.29,-0.34,-0.375,-0.1488,0,-0.154,0,-0.0202,-0.0763,0,0.0240110505,0.000771439373493976,0,0.0176633015172414,0.00512235744,0,0.0131438790615836,0.0284575413333333,0,0.000633955128712871,0,0,0,0,0,0.00106331804040963,0.0020910995427825,0.00026959776,0.00021343156,0,0,0.001536707232,0,0,0.00260913030396476,0.00109720018604651,0,0,0.00093969443243976,0.00184700388461538,0,0.000117055700182815,0,0,0
"26",0,-0.081,-0.0765,-0.0694,0,-0.0625,0,-0.1466,0,0,0,0,0,-0.87,-1.02,-0.125,0,0,-0.0077,-0.004875,-0.00202,-0.1526,-0.02355,0,0.000835341365461847,0.00844814140889004,0,0.003328,0.0112432432432432,0.0106744868035191,0,0,0.000257425742574257,0,0,0,0,0,0.00295045668419596,3.39647289353364e-05,0.000821052631578947,0.000346666666666667,0,0.000529531568228106,0.000416,5.14851485148515e-05,0,0.000481057268722467,0.000318237454100367,0.0207206647189242,0.0160538768105763,9.8406228480879e-05,0.000125,0,0,0,0,0
"19",0,-1.215,-7.038,-4.0252,-0.3965,-4.5,-7.4664,-5.51216,0,0,-0.0317,-0.0206,-6.3118,-9.28,-12.92,-2.75,-3.21408,-0.6,-0.13398,0,-0.505,-0.109,-0.02355,-0.108,0,0,0,0.14193,0.127864864864865,0.0346847507331378,0,0,0.0761175742574258,0,0,0,0,0,0.0327359535012455,0.00772534291312868,0.00249,0.009659125,0,0,0.0402135,0.0187366336633663,0,0.0307410792951542,0.0379290697674419,0,0,0.0301481075532187,0.0909807692307692,0,0,0,0,0
"24",0,-0.081,-0.0153,0,0,-0.025,0,0,0,0,0,0,0,0,0,0,0,-0.09,0,-0.00195,0,-0.0436,0,-0.0135,0,0,0,0,0,0,0,0,0.000457069306930693,0,0,0,0,0,0.00479144755051204,0,0.000182226315789474,8.65575e-05,0,0,0.000184656,0,0,0.000177944933920705,0,0,0,1.78289840329329e-05,0,0,0,0,0,0
"29",0,-0.081,-0.306,-0.2776,0,-0.625,0,0,0,0,0,0,0,-0.29,-0.34,-0.5,0,0,-0.0385,-0.00975,0,-0.0436,-0.0628,0,0,0,0,0,0.00752432432432432,0,0,0,0,0,0,0,0,0,0.000385275394409078,0,0,0.000174,0,0,0.0016704,0,0,0.00720528634361233,0.000170379436964504,0,0,0.00239233729082401,0.000669230769230769,0,0,0,0,0
"30",0,-0.081,-2.142,-3.1924,-0.3172,0,-0.2074,0,-0.1059,-0.1236,-0.0317,-0.0206,-5.738,-0.29,-0.34,-0.25,-0.26784,-1.2,-0.0308,-0.039,-0.202,-0.1526,-0.0785,-0.216,-0.15,0,0,0,0,0.00403225806451613,0.0169753086419753,0,0.0136138613861386,0,0,0,0,0,0.0380570163299197,0.000898105813193991,0.01925,0.0034375,0,0,0.0055,0,0,0.00605726872246696,0.0134638922888617,0,0,0.0185863412309352,0.0251201923076923,0,0.0113117001828154,0,0,0
"27",0,-0.081,-0.306,-0.2776,-0.0793,-0.25,-0.8296,0,-0.1765,-0.206,-0.00634,-0.0412,0,0,0,-0.5,-0.2976,-0.15,-0.0154,-0.039,-0.0606,0,0,-0.108,-0.02,0,-0.018,0,0,0,0,0,0,0,0,0,0,0,0.0158988375311376,0,0.00657236842105263,0.000208125,0,0,0.001998,0,0,0.00412582599118943,0.00122276621787026,0,0,0.000482279347784527,0,0,0.00285363345521024,0,0,0
"23",0,-0.081,-0.153,-0.2082,0,-0.25,0,0,0,0,0,0,-0.8607,-1.16,-0.34,-0.5,-0.2976,0,-0.1155,-0.02925,-0.0303,-0.0872,-0.05495,-0.189,-0.01,0,0,-0.00355,0,0,0,0.000102378752886836,0.000219455445544555,0.00270717557251908,0.000249325084364454,0,0,6.55769230769231e-05,0.0214717686133407,0.00144774657086871,0.00256647368421053,0.00350945833333333,0,0,0.0017732,0.000438910891089109,0.000447366972477064,0.00244107929515419,0.0010580599755202,0.0176643666728829,0,0.000856033773264789,0.00213125,0,0.000303907678244973,0,0,0
"31",0,-0.081,-0.459,-0.4164,0,-0.75,0,0,0,0,0,0,0,-2.32,-1.36,-0.5,-0.01488,0,-0.0616,-0.00975,0,-0.0436,-0.2826,0,0,0,0,-0.0355,0,0,0,0,0.00328811881188119,0,0,0,0,0,0.0349288679767506,0.00216917047681254,0.000699157894736842,0.003321,0,0,0.0013284,0.000657623762376238,0.000609357798165138,0.00438898678414097,0.00117881272949816,0.0264666644352105,0,0.0017956433229945,0.00159663461538462,0.001845,0.000151782449725777,0.00019075244112579,0.00062214312476583,0.00566723549488055
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044,0,0,0.00994613861386139,0.00306735877862595,0.00282497187851519,0.00558088888888889,0.0362657039711191,0.00074301775147929,0.00695101024079712,0.00328073154800784,0.000528715789473684,0.00719934666666667,0.00197452629923736,0.00767230142566191,0,0.000497306930693069,0.00368645871559633,0,0.00491828641370869,0,0.155068100854159,0,0.00724442307692308,0,0.00183648994515539,0.000577001723147616,0.000376380666916448,0.00857133105802048
"41",0,0,-0.0765,-0.0694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0077,-0.039,0,-0.0109,-0.00785,-0.0135,-0.065,-0.0825,0,-0.0355,0,-0.0022,-0.0155,-0.00928,0,0.00379821679389313,0.01084403712036,0,0,9.20056213017752e-05,0.00860722391364517,0.00406242978445461,0.00523754105263158,0.0119208616666667,0.000488999135152135,0.0126671690427699,0.002487832,0.006158,0.0136944880733945,0,0.00418698776009792,0.247834292062551,0.3840321966674,0,0.0121102399038462,0,0.000710646709323583,0,0,0
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044,0,-0.000464,-0.003326,0,0,0,0,0,0.000226612233600886,0,0,0.000213216145833333,0,0.00521098523421589,0,0,0,0,5.01070991432069e-05,0,0,0,0.000196814903846154,0,9.35500457038391e-06,0,0,0
"46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044,0,-0.00464,-0.103106,0,0,0,0,0.0030378550295858,0.00113677830058123,0,0.000432334736842105,0.001711325,0.000645833791964777,0,0.001642872,0.00081330297029703,0,0,0.00251357405140759,0,0,0,0.00987302884615385,0,0.000375427787934186,0.000471818495117748,0.000307769201948295,0.00280353583617747
"36",0,0,0,0,0,0,0,-0.03665,0,0,0,0,0,-0.58,-0.68,0,0,0,0,0,0,-0.0109,0,0,0,0,0,0,0,0,0,-0.000232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,-0.03665,0,0,0,0,0,-0.435,-0.51,0,0,0,0,0,-0.0101,0,0,0,0,0,0,0,0,0,0,-0.000928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000304462668298654,0,0,0,0.00119589423076923,0.000690961111111111,5.68432358318099e-05,7.14376794945434e-05,4.65991007868115e-05,0.00297136860068259
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044,0,-0.00464,-0.003326,0,-0.0462,0,0,0,0.0210489897592029,0.00993468321358589,0.0224147368421053,0.02535,0.00717509238147653,0.0154887983706721,0,0,0,0,0.0119148102815177,0,0,0,0.0862875,0.05408,0.00139031078610603,0.00349454336588168,0.00227950543274635,0.0207645051194539
"40",0,0,-0.4437,-0.88832,0,0,-0.1037,-0.00733,0,0,0,0,-0.02869,-0.29,-0.34,-0.75,-1.0416,-1.8,-0.06545,-0.5538,-0.101,-0.1526,-0.0471,-0.5535,-0.1,-3.09375,-0.018,-0.355,-0.8579,-0.77,-0.589,-0.0232,-0.1663,-0.032,-0.00924,0,0,-0.045,0,0.0123894513389941,0,0.0173875625,0.00298266373142543,0.0386318737270876,0,0,0.0208824770642202,0,0.0696508567931457,0,0,0,0,0,0.0156045932358318,0,0.00284275009366804,0.0129476109215017
"39",0,0,-0.0765,0,0,0,0,-0.10995,0,0,0,0,0,-0.87,-1.02,0,-0.0744,0,-0.00385,-0.004875,-0.0303,-0.0436,-0.03925,-0.0027,-0.01,0,0,-0.00355,0,-0.022,-0.0155,-0.00464,-0.03326,0,0,0,0,-0.009,-0.021,0,0,0.000637916666666667,0,0,0.01531,0,0,0,0.0234241126070991,0,0,0,0.0220817307692308,0.00212638888888889,0.0010495886654479,0.000219844916714532,0.00057362307980517,0.00522525597269625
"32",0,0,-0.612,-2.4984,-0.4758,0,-0.81923,-0.2199,0,0,0,0,0,0,0,0,-0.47616,-2.4,0,-0.078,-0.0808,-0.327,-0.0314,-0.405,-0.02,-0.309375,0,-0.47215,-0.9325,-0.242,-0.031,-0.00464,-0.26608,0,-0.00924,0,0,-0.126,0,0,0,0.0303525,0,0,0,0,0,0,0.00743023255813953,0,0,0,0.0583701923076923,0.06745,0.00277445155393053,0.0174339460080414,0.0113722367928063,0.103592150170648
"42",0,0,-0.153,-0.1388,0,0,0,-0.0733,0,0,0,0,0,-0.29,-0.68,0,0,0,-0.0077,-0.1365,-0.0404,-0.0981,-0.0314,-0.216,-0.098,-0.185625,-0.027,-0.1065,-0.0373,-0.418,-0.186,-0.079808,-0.76498,-0.1,-0.0462,0,0,-0.18,-0.231,-0.02,-0.15336,0,0.0165107319757843,0.0171079429735234,0.0672,0.00998019801980198,0.0262018348623853,0,0.15422276621787,0,0,0,0.181326923076923,0,0,0.0096496266513498,0,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29,-0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232,-0.03326,0,-0.01848,0,0,-0.054,-0.042,0,0,-0.08,0,0,0,0,0,0,0,0,0,0,0,0.0224702333333333,0,0.00232317174037909,0.00151541476208318,0.0138042389078498
"38",0,0,0,0,0,0,0,-0.03665,0,0,0,0,0,-0.435,-0.51,0,0,0,0,0,-0.0101,0,0,-0.0135,0,0,0,0,0,0,0,-0.00348,-0.03326,-0.1,0,0,0,-0.0045,-0.021,0,0,-0.0032,0,0,0,0,0,0,0,0,0,0,0.00560637019230769,0.0194354166666667,0.000532963893967093,0.00200940551407237,0.00131074372424129,0.0119398464163823
"33",0,0,-0.2295,0,-0.1586,0,0,-0.1466,0,0,0,0,0,-0.58,-0.68,0,-0.744,0,-0.00847,-0.0585,-0.101,-0.0218,-0.0471,-0.054,-0.085,-0.0825,-0.054,-0.0355,-0.0746,-0.044,-0.0155,0,-0.03326,0,-0.00924,0,0,0,0,-0.1,0,-0.064,0,0,0,0,0,0,0.018359853121175,0,0,0,0.829326923076923,1.45833333333333,0.00685557586837294,0.00861573808156232,0.0028100412139378,0.895904436860068
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.58,-0.68,0,0,0,0,0,0,-0.0436,0,-0.0135,-0.08,0,0,0,0,-0.022,-0.0155,-0.00232,-0.1663,0,-0.00924,0,0,0,0,0,0,-0.0192,0,0,0,0,0,0,0,0,0,0,0.0568125,0.098475,0.00162024680073126,0.0101812176909822,0.00664125140502061,0.120993174061433
"47",0,0,0,0,0,0,0,-0.02932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242,-0.0155,-0.01856,-0.39912,0,0,0,0,0,-0.126,0,0,-0.0544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000987636415852958,0,0.00586851535836177
"48",0,-1.539,-0.918,-0.4858,-7.137,-8.7,-0.3111,-0.40315,-1.4473,-1.6068,-1.268,-2.06,-8.57831,-6.67,-7.82,-8.75,-3.48192,-19.86,-0.0308,-0.3276,-0.3232,-0.2616,-0.29045,-0.2268,-0.236,-0.28875,-0.846,-0.142,-0.5595,-0.22,-0.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133365973072215,0.0108544405181441,0.0420488081077018,0.00526017594940962,0.0654807692307692,0.227,0.224095063985375,0.0860539919586445,0.178606219557887,0.139453924914676
"52",0,0,0,0,-0.793,0,0,0,-0.0706,-0.206,-0.951,-0.206,0,-1.45,-1.7,0,0,-0.6,0,-0.0585,-0.0808,-0.0872,-0.1099,-0.135,-0.262,0,-0.018,-0.284,-0.1492,-0.0858,-0.04495,-0.03712,-0.18293,-0.016,-0.0462,0,-0.45,-0.0576,-0.63,-0.5,-0.02556,-0.48,0,0,-0.24,0,0,-2.64,0,0,0,0.116314414851771,1.8099103125,4.18290383333333,0.0688229149908592,0.908177856978748,0.987347101910828,3.85455302047782
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00195,0,-0.0218,0,-0.0135,0,0,0,0,0,-0.0022,-0.00155,0,-0.01663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00033,0,0,0,0,0,0.000697103333333333,0,7.20727168294084e-05,0.000822733420756838,0.00235540034129693
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.95e-05,0,-2.18e-05,0,-0.0027,0,0,0,0,0,0,0,-0.000464,-0.006652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00033,0,0,0,0,0,0.000287919377777778,0,0,0.000873790543274635,0.000707515194539249
"49",0,-1.377,-1.2087,-0.694,-6.344,-8.725,-0.2074,-0.38849,-1.412,-1.236,-2.853,-1.648,-6.0249,-0.58,-0.68,-8.5,-3.4968,-3,-0.0308,-0.312,-0.34138,-0.1962,-0.2983,-0.1323,-0.66,-0.0825,-0.801,-1.2425,-0.1865,-0.22,-0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,-1.22876,0,0,0,0.224071182692308,0.12946335,0.191709896709324,0.160620813325675,0.323052046084676,0.238601395904437
"53",0,0,0,0,-0.11102,0,0,0,-0.0353,-0.1236,-0.634,0,0,0,0,0,0,0,0,0,-0.03838,-0.0436,-0.0471,-0.0135,-0.16,0,-0.018,-0.1349,0,-0.044,-0.0155,-0.01392,-0.134703,-0.016,-0.0462,0,-0.45,-0.1062,0,-0.12,-0.05112,-0.14368,0,-0.0875,-2.76,-0.1,0,-0.33,-1.53595,0,0,-1.0328516,0,6.25532266666667,0,0.64673066053992,0.738264008992132,3.84286034129693
"54",0,0,0,0,0,0,0,0,-0.0353,-0.0824,-0.0634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155,0,0,0,0,0,-0.225,-0.0576,0,-0.01,-0.05112,0,-0.0159,-0.2625,-4.2,-0.15,0,-0.99,-3.0719,-14.245296,-13.970118,-0.5164258,-18.0442,0,0,0,0,0
"55",0,0,0,0,0,0,0,0,-0.0706,-0.206,-0.34236,-0.103,0,0,0,0,-0.744,0,0,0,0,0,-0.0314,0,0,0,0,-0.639,-0.9325,-0.066,-0.0155,-0.03712,-0.08315,-0.008,-0.01848,0,-0.225,-0.018,-0.378,-0.06,-0.02556,0,0,-0.0875,-0.24,-0.03,0,-11.88,-0.61438,0,0,-9.2956644,0,0,0,13.5276461803561,2.71512026976396,6.18315358361775
"56",0,0,0,0,0,0,0,0,-0.0353,-0.1236,-0.0634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155,-0.00928,0,0,-0.01848,0,-0.225,-0.036,0,-0.01,-0.1278,-0.064,-0.0159,-0.2625,-0.24,-0.15,-0.011,-3.63,-6.45099,-14.245296,0,-6.1971096,-18.0442,0,-58.5,0,0,0
"57",0,0,0,0,0,0,0,0,-0.0353,-0.0412,0,0,0,0,0,0,0,0,0,-0.0975,0,0,0,0,0,0,0,0,0,0,-0.0775,-0.00928,0,0,-0.01848,0,-0.225,-0.036,-0.084,-0.04,-0.1278,0,-0.0159,-0.2625,-0.12,-0.15,0,-11.55,-10.75165,-249.29268,-628.65531,-19.1077546,-31.57735,0,-18,0,0,0
"58",0,0,0,0,0,0,0,0,-0.0353,-0.0824,-0.0634,0,0,0,0,0,0,0,0,-0.0975,0,-0.0545,0,0,0,0,0,0,0,0,-0.0775,-0.0232,0,0,-0.01848,0,-1.575,-0.036,-0.042,-0.04,-0.1278,0,-0.0159,-0.2625,-4.2,-0.3,-0.011,-0.99,-4.60785,-78.349128,-55.880472,-1.5492774,-18.0442,0,-4.5,0,0,0
