"","4","2","3","17","5","6","11","7","8","16","9","14","12","15","10","27","1","23","19","13","18","26","22","24","25","29","21","20","28","30"
"4",0,0,0,2.90981175994106e-06,1.30565888819488e-05,0,0,0,0,0,0,0,0,0,0,3.35598794949404e-05,0,6.57704269546755e-07,0,0,0,7.17682477668447e-06,8.16695500908292e-07,0,0,0,2.35264277213115e-06,2.83145136164458e-07,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0.00119680890617231,0,0,0,0,0,0,0,0.000268250272073103,0,0,1.7834008924273e-05,0,0,3.22924819227895e-05,0.000110524981529508,1.3046090643657e-05,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016411118389953,0,6.43857447133758e-07,0,0,0,4.01742431038073e-06,5.3300106258637e-07,0,0,0,8.09928047868853e-07,7.86100117241006e-08,0,0
"17",-0.01028815504,0,0,0,0.00124328729144047,0.0126065159062571,0.0011923211845206,0.00470531976550932,0.000697777852291877,5.51326402176978e-05,0.000167208471539853,0.00142907872621538,0.000384053327624276,0.00192002221195119,0.000205805645514427,0,0.0023222529301,3.1726532492569e-05,0.000868054791889687,1.60155374489655e-05,2.23026134058489e-06,0.00071426604056528,2.66189159636234e-06,0.00554671266874607,0.00411820273302632,3.27756840318389e-07,1.57989376735164e-05,1.57036371278875e-05,0,0
"5",-0.1337460348,0,0,-0.09005132,0,0,0,0,0,0,0,0,0,0,0,0.00249881426192063,0,1.69295375200775e-05,0,0,0,0.000468083720010402,2.10220273233646e-05,0,0,0,0.000289618803608607,3.43609211827157e-05,0,0
"6",0,0,0,-0.1901083,0,0,0.00307858378507463,0,0.000880360774220248,0.000185490210071942,0.000431733744139317,0.00107238710923077,0.000991629069732112,0.00495751423813937,0.000531391986809563,0.000335088123983556,0,2.96609869842149e-05,0.000226696528923254,1.77814753103448e-05,3.72048944198639e-05,0.000882082649426365,1.06632068144325e-05,0,0,4.81358864674139e-06,0.00130625482377049,0,0,0
"11",0,0,0,-0.004302452,0,-0.01057208256,0,0,0.00502506200562348,0.00232929459627698,0.00246431792254898,0.000452827896414231,0.00566017672288515,0.0282972812623057,0.00303316295001288,0,0,8.5858815212545e-05,4.68183645016312e-06,0.000101495907816983,0.00284091912360852,4.57740684219439e-05,2.93525982397899e-05,0,0,8.85824719434932e-06,8.44412760216189e-05,8.31980974222342e-05,0,0
"7",0,0,0,-0.100057,0,0,0,0,0.00232413206055892,0.00195875943941209,0.0167165814289258,0.000209436586214062,0.00261787778446616,0.0130877228051673,0.00140286254162345,4.86865548143471e-06,0,2.22009584509214e-05,8.30065225966468e-05,0.00140828049350834,0.000392223308319179,0.00019210607107976,4.00512521824836e-08,0,0,1.60113051794522e-07,0.000390547732489336,0.000395231000177869,0,0
"8",0,0,0,-0.008805018,0,-0.01057208256,-0.17572425831,-0.013791628,0,0.00210716912455755,0.0823955348236236,0.00180244005116,0.0225298160797037,0.0112634741565176,0.0120732278777205,0.000198475226992343,0,0.000130861185025884,0.000736106997245551,0.00622152744759793,0.000731364336814512,0.0015588179804996,1.74581530646492e-05,0,0,7.65980905925716e-05,0.000240079105175,0.000228169374692724,5.85793016627e-07,0
"16",0,0,0,-0.003301882,0,-0.01057208256,-0.3865933718,-0.055166512,-0.0776569885,0,0.00516669591560616,0.0121200040475077,0.0757477111149315,0.122443221818098,0,0,0,2.42407539643681e-05,0.0157681754237841,0.00362207017511724,0.271742975566796,0.00589886742151449,9.93320836911937e-06,0,0,0.000490535546782897,0.000139909866655738,0.00014206117808818,6.2367522468e-05,0
