"","22","20","25","23","16","24","19","18","21","17","12","9","15","10","11","14","8","7","13","5","4","3","2","1","6"
"22",0,0.00202083662187071,0,0,0.0147337669699231,0.00421031161451884,5.47065986339458e-05,3.07724658233301e-05,0.000875404418603803,0,0.00417352883688157,0.00333700527506378,0.000690642977100965,0.000204927364634091,0.000284866739339337,5.62046674229317e-05,6.33840014085334e-05,0.00199007563588119,0.000666941912535332,0,0,0,0,0,0.000883419651270663
"20",-0.166665,0,0,0,0,0,0.043990801541328,0.00951724198355896,0.0108297277613842,0,0.278808483021969,0,0.012816034389416,0,0.00845788530125607,0,0,0.020274843102697,0.00589343882660569,0,0.0132042231521076,0,0,0,0.0274492928533861
"25",0,0,0,0.000515868227344033,0.00110810205752963,0.00109994390929305,1.03942537404497e-05,5.84676850643273e-06,0,0,0.000167845418056587,2.64179584275883e-05,2.35106380121453e-05,8.565963841705e-06,0,1.4831787236607e-05,7.52685016726334e-07,0,6.03423635151015e-07,0,3.70012277566632e-05,6.94685824070449e-06,0,0,0
"23",0,0,-0.0222549,0,0.000158728344943678,3.02387387029153e-05,1.80736961707964e-05,1.14925148541257e-05,9.43081934206063e-06,1.15373663971834e-06,2.69771061075653e-05,0.000714204511705287,0,5.47510342001002e-05,8.1837276522043e-06,1.34555222803108e-06,2.88311145020248e-06,0,1.13591933178772e-05,0,3.4697511842203e-06,3.78134897749559e-07,0,0,0
"16",-0.0133332,0,-0.1409477,-0.3609,0,0,0.000170798380502325,5.22141857648283e-05,0.000594148407797422,0.000125383762063438,0.00167125082050418,0.000135892142798613,0,5.56347511271005e-05,0.000205716712688471,7.12074375844566e-05,1.21888722929749e-05,0,0.000103465641905125,0,0.000152509411032583,0,0,0,0
"24",-0.0066666,0,-0.2448039,-0.1203,0,0,0,0.000334890742804585,6.63262093408083e-05,0.000874114052032168,0.000201226519900661,0.000735513467597123,0.000252123441919036,0.000425711174406849,0.000163248360598245,0.000129043129067878,1.09144892892775e-05,0,3.01878066715364e-05,0,0,0,0,0,0
"19",-0.0066666,-0.325,-0.1780392,-5.5338,-0.23,0,0,0.0384757138660167,0.0912119785931886,0.038497119141193,0.130457128672543,0,0,0.0239144898047147,0.0474902952342364,0,0,0.0243946055024258,0.00397093798061581,0,0.0632145931384672,0,0,0,0.0311675824757048
"18",-0.0066666,-0.125,-0.1780392,-6.2556,-0.125,-2.8835,-0.43665,0,0.0454230781608483,0.266090778621207,0.129933906570804,0.159831587860197,0.090968705495734,0.0772140662960517,0.0236499133729741,0.0807605667257128,0.129868430945771,0,0.0425924348747102,0,0.0636785644377193,0,0,0,0
"21",-0.066666,-0.05,0,-1.8045,-0.5,-0.20075,-0.363875,-0.1017172,0,0,0.146840346523462,0.00762391691005176,0.0157788323299186,0.0073037485768933,0.009371853646864,0,0.000724053935090087,0,0.007400995648998,0,0.0641714296592804,0.0360860913173047,0,0,0
"17",0,0,0,-0.2406,-0.115,-2.8835,-0.1673825,-0.6494252,0,0,0.145490351380986,0,0,0.102054624527529,0.0187261462088035,0,0,0,0.0308415404240904,0,0.120855642156682,0.065549603736581,0,0,0
"12",-0.33333,-1.35,-1.8842482,-5.4135,-1.475,-0.63875,-0.5458125,-0.3051516,-0.77,-0.933331,0,0.0399782223327966,0,0.0520478029509541,0.140606548073478,0.224449019920704,0.0348038815364752,0,0.0776185399265305,0,0.376881710295617,0.0210253221514103,0,0,0
"9",-0.033333,0,-0.0370915,-17.9247,-0.015,-0.292,0,-0.0469464,-0.005,0,-0.015,0,0,0,0,0,0,0,0,0,0.00969652317039602,0.0146731508755235,0.0100971931223933,0.00149523088395882,0
"15",-0.066666,-0.075,-0.3189869,0,0,-0.96725,0,-0.2582052,-0.1,0,0,0,0,0.0151920477253063,0.00527956467297931,0,0,0,0,0,0.0845921744400662,0.0304932503350336,0,0,0.00951908003827695
"10",-0.0833325,0,-0.4896078,-55.9395,-0.25,-6.88025,-0.509425,-0.9232792,-0.195,-3.333325,-0.795,0,-0.42664,0,0.012510777458305,0,0,0.0642648101298752,0.0209219677962334,0,0.176400188751202,0.131029036892448,0,0,0.586481761835541
