"","1","2","3","4","5","7","8","6","9","10","11"
"1",0,0,0,0,0.000117546307767881,0.000134828322615284,0,0,0,0,0
"2",0,0,0,0,0.0581548964123163,0.0725155463167699,0,0.00351007414458486,0,0,0
"3",0,0,0,0,0.0364227113029643,0.0129311894024938,0,0.00557969152680737,0,0,0
"4",0,0,0,0,0,0,0,0.0336867127420618,0,0,0
"5",-37.96,-2.1033,-1.2,0,0,0.00724263115989954,0,0.0628631915765998,0.170426836061846,0,0
"7",-20.44,-1.2312,-0.2,0,-0.0284,0,0,0.0121282155667052,0.00890088170759436,0,0.0171198846693333
"8",0,0,0,0,0,0,0,0.00150483693047627,0,0,0.002478221712
"6",0,-1.7955,-2.6,-4.74,-7.4266,-4.9245,-4.221,0,2.66656223548583,0.809022167800064,0.625468837955556
"9",0,0,0,0,-6.532,-1.1725,0,-3.587,0,7.29300600196227,0
"10",0,0,0,0,0,0,0,-2.686,-63,0,0
"11",0,0,0,0,0,-9.6145,-9.6145,-3.587,0,0,0
