"","31","29","22","32","19","26","24","17","20","16","30","8","18","25","14","23","11","27","28","6","13","9","15","12","10","21","7","4","5","3","2","1"
"31",0,0,0,0,0,7.80487804878049e-05,0,3.37784193431974e-05,0,0,0,0,0,0.000216,9.33609958506224e-06,0,0,0,0,0,8.30331390639782e-06,4.65921506008908e-05,0,0,4.1848299912816e-06,0.000416396075043826,0,0,0,0,0,0
"29",0,0,0,0,0.000212337818181818,0,0,0.000468811981234212,0,0,0,0,0.000348652173913043,0,0,0,0.0167057584351145,0,0,0,0,3.35560731393995e-05,0,1.79379022141457e-05,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0.00147967479674797,0.00197052631578947,0,0.0039,0,0,0.000319545394476014,0.00923188405797102,0.00351,6.54045643153527e-06,0,0.00327480916030534,0,0.000270363951473137,0,1.9989459404291e-05,7.30433529828437e-05,0,0.00135060565367901,0,0.00108923119630367,0.00212431376332674,0,7.02486194392435e-05,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107192254495159,0,0.00236641221374046,0,0,0,0,7.4436027037086e-06,0.000146088595664468,0,0,0,0,0,8.81662835067428e-05,0,0,0
"19",0,-0.0028836,0,0,0,0.0247419512195122,0.0906631578947368,0.00800647405268856,0,0,0,0,0,0,0,0,0,0.0115713307984791,0,0,0,3.44686828424958e-06,0,1.7443044677069e-05,9.17785527462947e-05,0.000931432317864802,1.71742003955811e-06,0,0.000359274761216316,0,0,0
"26",-0.1836,0,-0.046666669,0,-1.10664,0,0,0,0,0.000467358234295416,0,0.00047291687590855,0,0.00412911,0,0.004731271875,0.00262666030534351,0,0,0.0657000080551569,0.00130509873447501,0.00060809931206704,0,0.000334490886829362,3.87991543156059e-05,0.00120369695393294,0.00851040067731198,0,8.08996184201171e-06,0,0,0
"24",0,0,-0.00320000016,0,-0.2088,0,0,0,0.00320625,0,0,0,0.0075036231884058,0.023085,0,0,0,0.00420817490494297,0,0,0,0,0,8.00839890803259e-05,0,6.23113028965481e-05,7.83684692942255e-05,0,0,0,0,0
"17",-0.5967,-0.32076,0,0,-2.6892048,0,0,0,0,0,0,0.0203897555173781,0,0,0,0,0.549631022900763,0.228142154626109,0,0,0.00164752099309685,0.0110524618395303,0,0.0273408272808976,0,0.0598492510794984,0.0111647411838487,0,0.0085324181736307,0,0,0
"20",0,0,-0.013333334,0,0,0,-0.045,0,0,0,0,0,0,0.01824,0,0,0,0,0,0,0,7.2995329739594e-05,0,0,0,0,0.000117323556370302,0,0,0,0,0
"16",0,0,0,0,0,-0.004973333,0,0,0,0,0,0,0,0,0,0,0.0678361641221374,0,0,0,6.4152069556143e-05,0.00420148571908804,0,0.0066918469866472,0,0.00995734620286839,0,0,0,0,0,0
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47510373443983e-06,0,0,0,0,0,1.23627118161923e-05,2.82179775011105e-05,0,0,0,2.72180849053037e-05,0,0,0,0,0,0
"8",0,0,-0.206666677,0,0,-0.064653329,0,-0.37119996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23931572327044,0.107462052947171,0.0191350223535304,0.00337167409293444,0.00832970645499476
"18",0,-0.03564,-0.326666683,0,0,0,-1.09,0,0,0,0,0,0,0,0,0,0,0.213427756653992,0,0,0.00474708528695061,0.00521998082936141,0,0,0,0.00437054906167006,1.65721829321241e-05,0,9.57852724385561e-05,0,0,0
"25",-0.2754,0,-0.060000003,0,0,-0.014919999,-1.62,0,-0.6079998,0,0,0,0,0,0,0,0,0,0,0,3.38283159149541e-05,0.000316953405448237,0,0.00172425499106659,0,0.00692639324828998,0.00487780404264557,0,0.00320356457232242,0,0,0
"14",-0.6885,0,-0.00646666699,-4,0,0,0,0,0,0,-0.9,0,0,0,0,0,0,0,0,0,0.0711501742734889,0.0333319726747746,0,0.253017104481924,0,0.0783230861155606,0.0200901152974094,0,0.368482734102813,0,0,0
"23",0,0,0,0,0,-0.00273533315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221062279897728,0.00015279168271082,3.39772000094803e-05,0,0,0.000202725775048675
"11",0,-2.1614364,-0.146666674,-4,0,-0.024866665,0,-0.692906592,0,-0.6035,0,0,0,0,0,0,0,0,0,0,0.0263231657460624,0.00241028801940139,0,0.0546045491351157,0.262545928509154,0,0,0.011236137851367,0.0491305420330387,0,0,0
"27",0,0,0,0,-1.10664,0,-1.165,-0.43306662,0,0,0,0,-2.7116675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323532249505524,0,0.123979570070865,0,0,0
"28",0,0,-0.013333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65418350554381e-05,0.00123445427586952,0,0,0,0,0.0143296637560905,6.66538313438583e-05,0.00265846941435783,0,0,0
"6",0,0,0,0,0,-0.019893332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201001541265563,5.56728488611855e-05,0,0,0
