"","1","2","4","6","5","3","7","8","10","11","9","12","14","13","15","16","17","18","19","20"
"1",0,0,1e-04,0.000138888888888889,5e-05,0.000433333333333333,0,0,0,0,0,2.71739130434783e-05,0,0.001,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,3.94871794871795e-05,0.00168184210526316,0,8.32432432432432e-05,4.72972972972973e-05,0,0,0
"4",-0.56,0,0,0.05,0.024,0,0.0999999833333333,0.1125,0.0333333333333333,0,0.0348837139534884,0.0228260836956522,0.0461538461538461,0.0173684210526316,0.050381679389313,0.0194594594594595,0.00515970515970516,0,0,0
"6",-0.28,0,-0.084,0,0.0134999973,0,0.0449999925,0.03375,0.02,0,0.0219767410465116,0.0205434782608696,0.0138461524615385,0.0049736835,0.0103053414503817,0.0136216216216216,0.00132678116093366,0,0,0
"5",-0.28,0,-0.112,-0.179999964,0,0.05494505,0.0457875416666667,0,0.0305250277777778,0,0.0479172034883721,0.0044792160326087,0.0338123423076923,0.0390399078947368,0.0817884160305343,0.025245027027027,0.00759375921375921,0,0,0
"3",-3.64,0,0,0,-0.47252743,0,0,0,0,0,0,0.0114130434782609,0.0269230769230769,0.151973711842105,0.0641221454198473,0.00567567567567567,0.00128992628992629,0.0116150442477876,0,0
"7",0,0,-0.167999972,-0.215999964,-0.094505486,0,0,0,0,0,0,0.0293478260869565,0.0184615384615385,0,0,0.0324324324324324,0.00552825552825553,0,0,0
"8",0,0,-0.084,-0.072,0,0,0,0,0.00711111111111111,0.00783673469387755,0.011906976744186,0.00834782608695652,0.00984615384615385,0,0.0156335877862595,0.00484324324324324,0.00172972972972973,0,0,0
"10",0,0,-0.084,-0.144,-0.094505486,0,0,-0.12,0,0.110204081632653,0.0313953488372093,0.058695652173913,0.0276923076923077,0.0213157894736842,0.0618320610687023,0.0194594594594595,0.00165847665847666,0,0,0
"11",0,0,0,0,0,0,0,-0.12,-0.55,0,0.0626744186046512,0.0878804347826087,0.0276410256410256,0.0070921052631579,0.0411450381679389,0.0291351351351351,0,0,0,0
"9",0,0,-0.139999972,-0.251999964,-0.236263758,0,0,-0.32,-0.275,-0.52,0,0.088804347826087,0.0418974358974359,0.0215,0.249465648854962,0.0942126126126126,0.0281031941031941,0,0,0
"12",-0.28,0,-0.195999972,-0.504,-0.047252743,-0.158,-0.6,-0.48,-1.1,-1.56,-0.65,0,0.0868102564102564,0,0.323053435114504,0.152504504504504,0.0961818181818182,0.0411964601769912,0,0
"14",0,-0.7,-0.42,-0.359999964,-0.378021987,-0.395,-0.4,-0.6,-0.55,-0.52,-0.325,-0.32,0,0.0236052631578947,0.34236641221374,0.161621621621622,0.0550982800982801,0,0,0.275507142857143
"13",-21.28,-58.1,-0.308,-0.251999964,-0.85054946,-4.34500079,0,0,-0.825,-0.26,-0.325,0,-0.22,0,0,0,0,0.726371681415929,0.04864,0
"15",0,0,-0.308,-0.179999964,-0.61428553,-0.632000079,0,-0.64,-0.825,-0.52,-1.3,-0.8,-1.1,0,0,0.141621621621622,0.111044226044226,0.0730353982300885,0.044016,0.280714285714286
"16",0,-4.2,-0.504,-1.008,-0.80329676,-0.237,-2,-0.84,-1.1,-1.56,-2.08,-1.6,-2.2,0,-2.1,0,0.531818181818182,0.143661504424779,0.075036,0.834878571428571
"17",0,-7,-0.392,-0.287999964,-0.70879136,-0.158,-1,-0.88,-0.275,0,-1.82,-2.96,-2.2,0,-4.83,-6,0,0.515053097345133,0.71632,5.88405714285714
"18",0,0,0,0,0,-1.975,0,0,0,0,0,-1.76,0,-18,-4.41,-2.25,-2.47,0,12.9934933333333,11.752
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4.41,-1.95,-5.7,-115.5,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,-4.73,0,-5.25,-4.05,-8.74,-19.5,0,0
