"","3","2","1","4","5","23","33","39","12","27","11","6","35","8","31","30","34","21","38","20","29","37","26","24","40","36","25","14","13","7","10","32","9","28","15","19","22","16","18","46","41","42","43","44","45","17","47","48","49","50","51"
"3",0,0,2.4526e-05,9.43307692307693e-07,0,0,0,0,0,0,6.16707930367505e-05,0.0001005566,0,6.81277777777778e-05,3.14450557135531e-05,0,0,0,0,0,0,0,8.38102922018349e-05,5.19068783068783e-05,5.08478893396012e-05,0,1.11162112272143e-05,0,0,0.000134893,0.000341351150026137,0,0.000239674349892643,0,2.6139552631579e-05,0.000168447802197802,0,2.07298468040148e-05,4.89995215124602e-05,0,0,0,0,0,0,2.42111433921631e-05,2.14250114942529e-05,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118395789473684,0,0,0,6.42032383317467e-05,0,0,0,0.000201003264989555,0.000218364665911665,0.00123278976012313,0,0.00166959448275862,0.000289203342618384,0,0,0
"1",-1.55e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2770137524558e-06,0,0,0,0,0,1.283424318245e-07,0,0,0,4.92424242424243e-06,0,3.82253005750131e-07,0,2.68392945624048e-07,0,0,0,0,0,0,0,2.17147322264499e-06,0,2.90400001429662e-07,0,0,0,0,0,0,0,0
"4",-0.00155,0,0,0,0,1.50410821598847e-05,0.00282824707902023,0,3.90465582116166e-05,0.000329829015686275,0,0.00162786624,0.00070540847,0.00135655433333333,9.48683864049606e-05,0.000200659004511501,0.000170994287394958,0.000171354341052632,0.000159908275049116,0.0002476144828263,0.000106420086177865,0.000782432391902025,0,0.000172260936507937,0,0,3.35371332036787e-05,0.000906889052924791,0,0.000162786624,0.000473340431259801,0,0.000332348551136885,0,7.49674934210526e-05,0,0.000111915765,0,0.000220339826046304,0,0,0,4.37095469223855e-05,1.72065821064553e-05,0,0.00123612882012839,0,0,0,0,0
"5",0,0,0,0,0,0,0,0,0,0,0,7.164612e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72487650287507e-05,0,2.10006744232993e-05,0,2.12110223684211e-05,0,0,2.76850554675119e-05,1.98804080829432e-06,7.96068e-06,4.54322142061453e-05,0,2.43033437996472e-06,0,0,5.28936385740516e-05,8.54019310344828e-06,2.21745961002786e-05,0,0,0
"23",0,0,0,-0.0157569104,0,0,0,0.0045383608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001831616048092,0,0.0012860404470463,0,7.11314289473684e-05,0.00275029945054945,0.00375415875,5.28847860538827e-05,0,0.00025361428,0.00434776277289781,0,0.000454420935248842,0,2.33460097769719e-05,0,0.0004499237,0,0,0,0
"33",0,0,0,-1.90658489,0,0,0,0.0153217768,0,0.0177251927686275,0,0,0,0,0,0.0226636739886103,0.00965658201680672,0,0.110172304691552,0,0,0.0220931932401515,0.00210850139449541,0,0,0.135997349936324,0,0,0,0,0,0.00248979391707066,0,0,0.0237689142726316,0,0,0.0191825731727417,0.0472936388248186,0,0,0,0.000985722979486144,0.00242927378482446,0,0.00314136296440293,0,0,0,0,0
"39",0,0,0,0,0,-0.08568,-0.04,0,0.000223072991161752,0,0,0,0,0,0.0130075994218845,0,0,0,0.00347151277013752,0,0,0,0,0,0.025707976343923,0,0,0,0,0,0,0,0,0,0.00291236842105263,0,0,0.0023581616481775,0,0,0.0279618936515978,0.062,0.000747891695989621,0.000351075877689694,0.000135548358698852,0,0,0,0,0,0
"12",0,0,0,-0.0315138208,0,0,0,-0.00124,0,0.00081745862745098,0.000725751470019342,0.00675384318,0.0020845195,0.00694839833333333,0,0,0.00367856382352941,0,0.00208861482318271,0.000184108689892051,0.00233611477879962,0,0.00143430240825688,0.000992628333333333,0.00456862853869702,0,0.000257670439562251,0,0,0.00938033775,0.00833589868008364,0,0.00367242061991888,0.00241450135135135,0.000592442384210526,0.00171801057692308,0,0.000495527614896989,0.000624686810426034,0.000604510655,0.0027158869657988,0,0.000290565343574476,8.97075209513024e-05,1.45833908077808e-05,0.00109219523261341,0.00107101174310345,0.00174193830083565,0,0,0
