"","1","2","3","4","23","6","7","8","9","10","11","12","13","14","15","16","5","18","25","26","17","19","20","24","22","21","34","33","30","36","27","35","31","28","29","32","37","38"
"1",0,0,0,0,0,0,0.000108345841655795,0,0.00200640461069922,5.67850490400992e-05,0.000784398725299134,0.001781371405959,0,0.000240768585825972,0,1.82704759585538e-05,0,0,0,0,0,0,0,0,0,0,7.40406412901533e-08,0,0,1.43646291182715e-06,0,1.11483253991392e-07,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0.000300244951695503,0.00200163355238118,5.66500190570547e-05,0.000788854441362583,0.001777135457328,0.000142973869339728,0,0.00263047485501257,6.37946061604923e-05,0,0,0,0,0,0,0,0,0,0,1.47729157973319e-07,0,0,5.11802545019352e-07,0,2.2243631272362e-07,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0.00124930713544888,0.000220985982134131,0.000293422840233342,0.000924323371136,0,7.49584382582477e-05,0,7.11017977796923e-06,0,0,0,0,0,0,0,0,0,0,4.32207353253969e-08,0,0,1.59719188028431e-07,0,6.50776131867018e-08,0,0,0,0,0,0
"4",0,0,0,0,0.00592798565386618,8.67360743621011e-06,4.12714510145954e-05,0.000114642896242443,0.000132476271468671,5.40768647417329e-05,2.65488925666397e-05,0.0001130943,1.81972956586884e-05,2.44571611152087e-05,0.000128768900435787,1.73991230769231e-06,0.00015619818488147,3.67282966720343e-07,0,3.8832050231634e-07,0,1.65872633024163e-07,3.04456187192651e-07,1.47241580930903e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,-0.024992225,0,0,0,0,1.89095104429326e-06,0,1.49285632123197e-07,6.9952784e-06,0,0,0,0,3.62302672024769e-06,2.72612848264155e-07,1.92591069994225e-06,3.6028473877074e-07,1.94842068613989e-07,1.53897046130316e-07,4.23712824389381e-07,1.63933330963809e-07,1.09270087293484e-07,1.15048282173012e-07,8.72251957688174e-09,6.45271835425056e-09,1.94313288888889e-08,7.25252798514233e-09,4.66351893333333e-09,1.31335284039972e-09,0,3.25664729981378e-09,0,0,0,0
"6",0,0,0,-0.124961125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8621497176485e-07,8.46940880001373e-07,6.37606737395833e-06,3.96632737860318e-06,1.53025616975e-06,4.30954889603898e-07,1.89701178068182e-06,3.2058439310405e-05,2.57265981215753e-05,5.26333660918323e-06,0,0
"7",-0.0104,0,0,-0.14995335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38022720870689e-05,1.90003636718621e-05,5.5133914888124e-05,0,0,1.46677508818497e-05,8.68069043552409e-06,1.56843062016667e-05,2.11394203483978e-05,0,3.5336454542809e-05,0,0,0,0,0,0
"8",0,-0.0104,0,-0.14995335,0,0,0,0,2.59259323415827e-05,0,7.9824593649528e-05,0,0,0,0,0,0,0,0,0,0,1.1253383261184e-05,3.87288363018258e-06,1.87301008308515e-05,0,0,1.79385489445249e-06,1.76940317917236e-06,3.72979219869822e-06,3.31453230753366e-06,0,7.20270299616449e-06,0,0,0,0,0,0
"9",-0.26,-0.26,-0.416,-0.64979785,-0.0125,0,0,-0.03377837,0,0,0,0,0,0,0,0,0,0.000254054360711018,0.000897400864955258,6.71515737905679e-05,0.000108946759105149,0.000191227062695477,0.000131622667347649,0.000127311123517072,5.09156893171887e-05,0.000364535131338155,6.50297782809353e-06,2.40537633758024e-06,9.05425747551111e-05,1.12646705913798e-05,8.69208717649067e-07,0,0,0,0,0,0,0
