"","4","2","3","1","10","9","5","6","7","8","11","14","13","12","15","16","17","18","19"
"4",0,0.0014,0.00075,0.0035,0.002625,0.000636363636363636,0.00102941176470588,0.00178888888888889,0.00158173076923077,0.00155241095944737,0.0020607476635514,0.00295063291139241,0.000195121951219512,0.000347965093244309,6.3e-05,2.1875e-05,0,0,0
"2",-0.0096,0,0.000142857142857143,0.002,5e-04,0.000909090909090909,0.00105882352941176,0.000711111111111111,0.00280769230769231,0.00149240179630907,0.00233644859813084,0.000830379746835443,5.34262485481998e-05,0.000206711936580778,4e-06,0,0,0,0
"3",-0.0144,-0.0053,0,0,0.00105,0,0,0,0,2.19163900157276e-05,0,0.00560354430379747,0.000121951219512195,0.000622202929108141,0.0002352,5.25e-05,0,0,0
"1",-0.0096,-0.0106,0,0,0,0.000218181818181818,9.41176470588235e-05,5.33333333333333e-05,0.000192307692307692,0.000262996680188731,0.000250467289719626,0.00109772151898734,7.24738675958188e-05,4.80359166911522e-05,1.36e-05,0,0,0,0
"10",-0.0432,-0.0159,-0.0075,0,0,0.00218181818181818,0,0,0.000576923076923077,0.00140891078672535,0.00280373831775701,0.00490632911392405,0.000435540069686411,0.000434095066819633,0.00072,0.00018,0,0,0
"9",-0.0096,-0.0265,0,-0.0156,-0.0208,0,0.00174705882352941,0.00066,0.00180865384615385,0.00516600621799294,0.00277570093457944,0.00363417721518987,0.000804878048780488,0.00160792356383191,0.0009009,0.0002475,0,0,0
"5",-0.024,-0.0477,0,-0.0104,0,-0.0279,0,0,0.00414898076923077,0.00699826860518876,0.000926420560747664,0.0111896151898734,0.00231614634146342,0.000177930744610848,0.000862988,1.45775e-05,0,0,0
"6",-0.1104,-0.0848,0,-0.0156,0,-0.0279,0,0,0.00950971153846154,0.0163426606706207,0.0462154205607477,0.0185004683544304,0.00414799651567944,0.0104924321283504,0.00384615,0.0003021975,0,0,0
"7",-0.2256,-0.7738,0,-0.13,-0.052,-0.1767,-0.5365,-0.2718,0,0.0128183747013892,0.0918310280373832,0.0988810936708861,0.0149785365853659,0.047030446207402,0.041514512,0.005404256,0,0,0
"8",-0.408,-0.7579,-0.0025,-0.3276,-0.234,-0.93,-1.6675,-0.8607,-0.17,0,0.0582076214953271,0.0640408526582279,0.0130206595818815,0.0427262460669363,0.0262543238,0.00426393215,0,0,0
"11",-0.6048,-1.325,0,-0.3484,-0.52,-0.558,-0.2465,-2.718,-1.36,-0.585,0,0.108354430379747,0.0499581881533101,0.052662326700341,0.077468,0.02675,0,0,0
"14",-1.5984,-0.8692,-1.3175,-2.8184,-1.6796,-1.3485,-5.4955,-2.0083,-2.703,-1.188,-1.76,0,0.127996515679443,0.0723196475266179,0.12245,0.183675,0,0,0
"13",-0.4608,-0.2438,-0.125,-0.8112,-0.65,-1.302,-4.959,-1.963,-1.785,-1.053,-3.5376,-4.032,0,0,0.1673784,0.728406,0,0,0
"12",-0.9696,-1.113,-0.7525,-0.6344,-0.7644,-3.069,-0.4495,-5.8588,-6.613,-4.077,-4.4,-2.688,0,0,0.2031813,0.6430688145,0,0.572053936651584,0
"15",-0.0864,-0.0106,-0.14,-0.0884,-0.624,-0.8463,-1.073,-1.057,-2.873,-1.233,-3.1856,-2.24,-0.7506,-0.695,0,0.6591,0,0.815686274509804,0
"16",-0.12,0,-0.125,0,-0.624,-0.93,-0.0725,-0.3322,-1.496,-0.801,-4.4,-13.44,-13.066,-8.7987,-10.5456,0,28.3294663573086,9.95475113122172,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.7,0,0,15.2958921125011
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.892,-6.4896,-16.5,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300,0,0
