"","38","40","39","36","42","43","44","45","21","29","20","33","30","31","25","32","28","34","24","26","22","41","16","27","23","17","35","15","7","13","9","12","10","14","11","37","5","19","4","8","6","3","1","18","2"
"38",0,0,0,0,0,0,0,0,0.00335721562325549,0.00116001833005742,0.00268460005971047,0,0,0,0.00468741521365379,0,0.00118080839966687,0,0.0156645747846669,0,0.010583975781405,0.00816269437270253,0.00851863282070248,0,0,0,0.00738599552887288,0.00921077595015882,0.00298545653551113,0.000889677222458523,0.00125186934032116,0.0144418020067647,0.000337504761952664,0.00115944542918997,0,0,0,0,0,0.000338927113763054,0,0,0,0,0
"40",0,0,1.85554817059477e-05,0,0,1.83699311108121e-05,9.39371477257436e-06,1.10219586664873e-05,4.9385560200206e-05,0,3.54319052499571e-05,4.84816772685647e-06,0,0,0,0,0,3.2722136499957e-05,0,0,0,2.15466044646469e-06,0,0,0,0,3.899278288659e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",0,-0.02437187647,0,0.00423298505508244,0,0,0,0,0.015362897260044,0,0.00440887182566843,0,0,0,0,0,0.000387844418262815,0,0,0,0.0085717907270415,0,0.0524625233596574,0.0018422313336626,0,0,0,0,0.00735444763765767,0,0,0,0,0,0,0.0026731156113435,0,0,0,0,0,0,0,0,0
"36",0,0,-0.23516581,0,0,0,0,0,0.00762490805722242,0,0.00875284021468819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00973375660553955,0,0,0,0,0,0,0.0231573093230769,0,0,0.000899658988055409,0,0,0,0,0,0
"42",0,0,0,0,0,0,0,0,0.000770306114485914,0.00151888183360241,0.0115757074191897,0,0.000520964444444445,0.000267924571428571,0,6.39292734996849e-06,1.41431164488672e-05,0,0,7.38762605042017e-05,0.001875472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",0,-0.012185939668,0,0,0,0,0,0,0.0156299705083413,0,0.017942070041122,0,0,0,0.00125310346690615,0,0,0.000520937869310467,0.033501331105309,0.00580165822886029,0.013953307104,0,0.00358175896769806,0,0,0,0.0117077749216981,0,0.00558678699748687,0,0,0,0.000902262826315222,0,0,0,0.00125000434311695,0,2.31914344134822e-05,0,0,0,0,0,0
"44",0,-0.012185939668,0,0,0,0,0,0,0.0302557396979517,0,0.0347313899611583,0,0,0,0,0,0,0.0347991782325032,0,0.0047664906512605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497296808825403,0,0,0,0,0,0
"45",0,-0.012185939668,0,0,0,0,0,0,0.0213274298861802,0,0,0.00482455344163718,0,0,0,0,0,0.00452199771836809,0,0,0,0,0,0,0,0,0.00661964858490566,0,0,0,0,0,0,0,0,0,0,0,0.00159543706810977,0,0,0,0,0,0
"21",-0.17262542,-0.1949749831,-0.94066335,-0.0502611,-1.65,-1.2049479,-1.3811991,-1.14237435,0,0.00866491761490576,0.000312938061904609,0.00379517727624402,0.00594399628929645,0.0305691354810015,0.0347526490916336,0.00960361085127324,0.00644789248263529,0.00341720732264416,0,0.00898614494711116,0.0241255255400379,0,0,0.00630885541359982,0,0,0.00203602853899002,0,0.00622656460988896,0,0,0,0,0,0,0.000375975904327197,0,0,0.0174948868149605,0,0,0.000448348473284097,0,0,0
"29",-0.005500055,0,0,0,-0.3,0,0,0,-0.0041777232,0,0,0,0,0,0,0,0,0.00976061097036184,0,0,0,0,0,0,0,0,0.0116310663166077,0,0.000666304759341542,0,0,0.00537195613526276,0,0,0,0,0.000941564735289648,0,6.77427610738341e-05,0.000378214558373351,0,0,0,0,0
"20",-0.06012578,-0.06092969834,-0.117582905,-0.02513055,-10.8,-0.60247395,-0.69059955,0,-0.00071270952,0,0,0.00514884954479624,0.0262697130024875,0.005404054746285,0.0144343689876965,6.44552397126361e-05,0.0133665065316835,0.0143711580460736,0,2.48311228905331e-05,0,0,0,0.0278965861329425,0,0,0,0,0.0519155440281472,0,0,0,0.00203785750405302,0,0,0,0,0,0.00176653004950218,0.00204644568009368,0,0,0,0,0
"33",0,-0.251968689,0,0,0,0,0,-3.401865,-0.26122856,0,-0.8299336,0,0,0,0,0.0399349510621342,0,0.00979233695637768,0,0,0,0,0,0,0,0,0.00583443602455014,0,0,0,0,0,0,0,0,0,0.0465106253385235,0,0.0390079693955982,0,0,0.00435005148378837,0,0,0
"30",0,0,0,0,-0.15,0,0,0,-0.0041777232,0,-0.043237544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00480470128581052,0,0,0.0154947982517318,0,0,0,0,0.00101843899974741,0.00455441440833578,0.00017763307104847,0,0,0,0,0.000202419881487979,0
"31",0,0,0,0,-0.15,0,0,0,-0.041777248,0,-0.017295016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278939602426222,0,0,0,0,0,0,0,0.00394173612865202,0,0.00103125866247584,0,0.000733876659561992,0.00183920472938359,0,0,0
"25",-0.300628735,0,0,0,0,-0.12049488,0,0,-0.2266512,0,-0.2204512,0,0,0,0,0,0,0.0396692821251319,0,0,0,0,0,0,0,0,0.0236356132075472,0,0.143304505761161,0,0,0,0,0,0,0,0.0168754736044456,0,0.0423845195598154,0,0,0.00524937064123879,0,0,0
"32",0,0,0,0,-0.15,0,0,0,-0.55005232,0,-0.008645144,-0.1987457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915285222884659,0,0,0,0.0517363003023589,0,0,0,0.129340287276706,0,0.00845967914313631,0,0,0.0402332475327314,0,0,0
"28",-0.300628735,0,-0.117582905,0,-0.15,0,0,0,-0.16693288,0,-0.810376,0,0,0,0,0,0,0,0,2.82478068017689e-05,0.00125755438701621,0,0.00627870657951554,0.00634495599351504,0.043019862489632,0.0333092051479414,0,0.0685055822285553,0.108438048872735,0.0127250233180818,0.075784230500672,0,0.0217229388283995,0,0,0,0,0,0.00993099668983169,0.0290859830814825,0.00950985131238396,0,0,0,0
"34",0,-0.06092969834,0,0,0,-0.01894107,-0.74924865,-0.11423751,-0.008427104,-0.3776455,-0.08299336,-0.0020983045,0,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017708238232031,0,0,0,0,0,0,0,0.0312797051617075,0,0.0114569989867064,0,0.0204993911636811,0.00389201045938695,0,0,0
"24",-0.300628735,0,0,0,0,-0.96395895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406481526608383,0,0,0,0,0,0.0198725738531347,0
"26",0,0,0,0,-0.45,-1.27188915,-0.61877715,0,-0.13361616,0,-0.0008646224,0,0,0,0,0,-0.00013876215031,0,0,0,0,0,0.00186578362154913,0,0,0.0238947054295208,0,0,0.0895755082380608,0,0.093902531762599,0.00210212758816548,0.0253161816561128,0.0420933957094409,0,0,0,0,0.00239637119455597,0,0,0,0,0,0
"22",-0.060961505,0,-0.058791425,0,-0.45,-0.12049488,0,0,-0.014130472,0,0,0,0,0,0,0,-0.00024333657047,0,0,0,0,0,0.00552766953253995,0,0,0,0,0,0.0257652660422207,0.00109687725835227,0,0.000593507333574261,0.0199731556838853,0,0.0143127170090814,0,0,0,0,0.00208930472114895,0,0,0,0,0
"41",-0.60125725,-0.012185939668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289585180888649,0,0.0575909145902382,0.115156323289121,0.00556275879564801,0.013177132267535,0.18557272202033,0.0105513411815643,0.00144990084862503,0.0725862522573015,0,0,0,0,0.0105958078704039,0,0,0,0,0
