"","1","2","3","4","5","7","6","8","10","11","24","12","13","23","16","9","17","19","20","25","21","26","14","15","18","22","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24323816575404e-05,2.71032504780115e-05,2.71131683563365e-05,7.93954408253317e-05,2.74177949709865e-05,0,0,0,0,1.65555077452668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51137667304015e-06,5.46414024998564e-06,1.61639035559636e-05,1.31936170212766e-05,0,0,0,0,2.37063253012048e-06,0,0,0,0,0,0,0,0,2.83858298067443e-06,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85160828789172e-05,0.000322449941184124,0.000757195894794507,0.000479710323125617,0,0,0.000296682683020368,0,0,0,0,0,0,0,0,0,0.000467166343410123,8.35227848769757e-05,0,0,0,0,0
"4",0,0,0,0,0,0.000471032816002358,0,0,0,0.000277340593917732,0.000484388091486424,0,0,0.000693357496011242,9.32238331942137e-05,0.00014872718469253,0.000100670351808773,0.000104507937189293,0.000162627390682234,0.000612284898567073,0.000634324860348163,0.00614857017210915,4.85439710735061e-05,0,0.000923368010671184,0.000180764035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0.00195550965891733,0.00291014603435469,0,0.00147529753418878,0,0.0198723138476212,0.00052015916214867,0.00222274181551456,0.000541256424822442,0.000427761301665457,0.000290368508542404,0.00100122739996286,0.00056548284244915,0.00106647739276956,0.000570894472999565,0.00039429638397517,0.020383747616314,0,0,0.00233455070853615,0.000127240929012619,0,0,0.00102039463005433,1.53898636484079e-05,7.44057912573582e-06,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,-0.428630361664,-0.072168669,0,0.0114899199216346,0,0.00470139170554509,0.00824067171520689,0,0,0,0.025922667969786,0.00830992796593655,0.00367954412737448,0.0220779278962753,0.00310526472687419,0,0,0,0.020299283690361,0.000736397254177472,0,0.0166056836138585,2.99685751779346e-05,0.024538637712406,0.0253493189834176,0.00702578772778384,0.000341652364813708,5.78060373500487e-05,0,0,0,0.00188326591225387,0,0,0,0,0,0
"6",0,0,0,0,-0.083563729,-0.053639232,0,0,0,0,0,0,0,0.00200444353874994,0,0,0.00457649593521182,0,0,0.00596455828226886,0,0.0621145215279712,0.00350834515519712,0.000802876745643349,0.0116733231558075,0.000866128185315813,0.000556944112036652,0.00242318701194069,0.0220813107060167,0.000653170351211818,0,0.000572076903851272,0,0,0.00288048925841066,0.000482804006305626,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168643249487117,0,0,0,0,0.0102639471977704,0.0096903610653832,0.0102652066451644,0.00465308446127201,0,0,0,0.0027633989185241,0,0.0120786480268967,0.00281833999723419,0.00135441364236505,0.000110173386134211,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,-0.108056553,-0.055983552,0,0,0,0.148638744698794,0,0.0360483887388695,0,0.141548996808087,0,0.0394872226656838,0.0118697883842877,0.0448082551434034,0.0522954271056704,0.024611239705898,0.118986718143133,0.0153427513351214,0,0,0.00922628051066663,0.0461333185404475,0.0344138104499416,0,0.00844837737285643,0.00143740937127379,0,0,0,0.0912172025316581,0.00607486806702345,0.00199216850063802,0,0,0,0,0
