"","1","2","3","4","5","19","24","26","7","32","11","18","13","14","15","9","31","6","22","23","21","25","30","40","39","10","28","29","17","8","20","16","38","27","33","36","34","12","37","43","41","42","35","45","44","46","47","48","49","50"
"1",0,0,0,0,0,3.01835883668904e-07,2.15873024e-07,1.39093443298969e-07,7.55858562346131e-08,0,1.34920572539714e-07,2.6984128e-07,5.32231321499014e-08,1.686508e-07,8.99470933333333e-07,3.85487267509095e-07,0,2.108135e-06,6.07750630630631e-08,1.38871531058618e-07,1.77527157894737e-07,3.03192449438202e-07,1.10229277777778e-08,1.26832841786317e-06,1.95011337142857e-07,1.54837726425575e-07,2.63003196881092e-08,4.35712764205325e-08,2.01374089552239e-07,1.37787586308317e-07,1.17834620087336e-07,1.22100123076923e-07,6.9646906122449e-07,4.96031764705882e-08,6.10500553846154e-10,9.9118298171649e-10,8.84306457676451e-10,3.23048885095155e-07,3.20372603111323e-10,0,1.40828643272795e-08,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,1.51821637583893e-07,1.085828352e-07,6.99631670103093e-08,3.80192319489344e-08,1.31775285436893e-07,6.7864238067881e-08,1.35728544e-07,2.67709159763314e-08,8.483034e-08,4.5242848e-07,1.93897781501585e-07,1.17954048440501e-07,1.06037925e-06,3.05694918918919e-08,1.18747632545932e-08,8.92950947368421e-08,1.52503982022472e-07,0,5.42267359493596e-08,0,7.7882446911064e-08,1.32289029239766e-08,2.79430161954433e-07,1.01289958208955e-07,6.93063287829876e-08,5.92701065502183e-08,7.83049292307692e-07,0,2.49501e-08,0,0,0,1.62491649961002e-07,0,0,0,0,0,2.1027230215082e-07,2.03361717038275e-07,1.07233890254128e-07,5.59274744475948e-08,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144501427821522,0,0,0,0.00026394942512571,1.51008132e-05,0,0,4.53376700521548e-05,0,0,0,0.000127050101538462,5.39314757142857e-05,0,1.57542152307692e-06,2.55778801979142e-06,2.28198880024353e-06,0,8.26734539659319e-07,0,1.22682876665834e-06,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0.0122972402257036,0.000439749310471162,0.00283343627880903,0.00153973977594085,0.00213470539063671,0.00137421590811443,0.00549686638088952,0.00259946486153846,0.00240487904163917,0.00549686638088952,0.00392633032468514,0,0,0.00792341174155735,0.00187557125412127,0.00940253604398721,0.00617625436055002,0.000190863416003108,0,0,0.00346610529190881,0.00300023917441804,9.05330724274969e-05,0.00123064172706482,0.00870118823950976,0.00290155332716157,0.006251712992,0.00112180946548766,0.000404181351535994,0.00021987464678732,0,0.000318487131270242,0,0,0,0.00190540646914374,0,0.000253965525716427,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65714214567275e-06,4.50408548129187e-06,2.37503211140355e-06,1.23869000190101e-06,0,0,0
"19",-0.1462202436,-0.01996008,0,-1.65493493328,0,0,0,0,0.00258934671373673,0,0,0,0,0,0,0.0132056477102516,0,0,0,0,0,0,0,0.0369317877635556,0,0.053042801663591,0.0159471824561403,0.00309569892945375,0,0.0472019305693566,0,0.0199100676923077,0,0.000169925735294118,0.000177768461538462,0.000288617385607234,0.00025749656985452,0,0,0,0,0,0.000101687688520154,0,0,0,0,0,0,0
"24",-0.1462202436,-0.01996008,0,-0.082746746664,0,0,0,0.00802835051546392,0.0436274876421465,0,0.0739812130093935,0.1510775,0.00307199211045365,0.0389375,0,0.0111249920535771,0,0,0,0.0168967629046369,0,0,0,0,0.001335,0,0.0203416179337232,0.00410430963491628,0.111582089552239,0,0.065292576419214,0.00119807692307692,0.011125,0.0108795955882353,0.000119807692307692,0,0,0,0,0,0.000610583054460687,0,6.85327824309667e-05,0,0,0,0,0,0,0
"26",-0.1462202436,-0.01996008,0,-0.82746746664,0,0,-0.04,0,0.0133137366782101,0,0,0.028518,0.000179995266272189,0.023170875,0,0.00678999515000346,0,0,0,0.0101463867016623,0,0,0,0.00683616582140822,0.00019012,0,0.0124152436647173,0.00647128191051331,0.000681026865671642,0,0.00039850480349345,0.00329053846153846,0,0.00384433823529412,0.000109684615384615,0,0.000105918346381294,0,0,0,0.00149064591093503,0,0,0.00101190384541177,0,0.000516046977165763,0.000269142563613051,0,0,0
"7",-0.1462202436,-0.01996008,0,-0.82746746664,0,-0.0373,-0.4,-0.0975,0,0,0,0.01735018542,0.0201905510804734,0,0,0.0694006921080771,0,0.067774161796875,0.00156307976756757,0.0109292506582677,0,0,0,0.00554544472792853,0.048580519176,0.00995571642520726,0.0121755687157895,0.00180979150688993,0.0129478995671642,0,0.0151530003668122,0.00320311115446154,0,0.00127574892794118,0.0176704965354462,0,0.00158522661293719,0,0,0,0.00393785659546275,0,7.63439154109657e-05,0.000131922089395459,0,6.72771387939684e-05,3.50881652422574e-05,0,0,0
"32",0,-0.01996008,0,-0.330986986656,0,0,0,0,0,0,0,0.004944,0.00260039447731755,0,0,0,0,0,0,0.00086509186351706,0,0,0.00343333333333333,0.00460890250109669,0.000470857142857143,0,0.00112436647173489,0.000361899533351633,0.00122985074626866,0,0.012953711790393,0.000507076923076923,0,0.0172676470588235,0.00318190769230769,0,0.00056923590152825,0,0,0,0.0154034676289363,0,0.000152281382624135,0.00112775073150397,0,0.000575126143287141,0.000299955103807278,0,0,0
"11",-0.1462202436,-0.01996008,0,-0.41373373332,0,0,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00834061552401747,0.00293846300769231,0,0.00351103116727941,0.00146923150384615,0.00500930299349103,0.00532043295656144,0,0.00115651374555257,0,0,0,0.002101086354606,0,0,0,0,0,0,0
"18",-0.1462202436,-0.01996008,0,-0.82746746664,0,0,-0.388,-0.0585,-0.015000015,-0.048,0,0,0.000944378698224852,0,0,0.00683999511428921,0,0,0.0560756756756757,0.00104724409448819,0,0,0,0.00669521394880187,0.00060192,0,0.0151666666666667,0.00249717265989569,0.00357313432835821,0,0.104541484716157,0.00368307692307692,0,0.0220036764705882,0.00283596923076923,0,5.33491523746724e-05,0,0,0,0.00528531668715183,1.40448e-05,0.00120087915569372,0.00182027727293723,0,0.000928298265257158,0.000508358376780175,0,0,0
"13",-0.1462202436,-0.01996008,0,-1.983936,0,0,-0.04,-0.001872,-0.0885000885,-0.128,0,-0.013284,0,0.026680875,0,0,0,0,0.0480736486486487,0.00896365354330709,0,0,0,0.0272886660791008,0.00121969714285714,0.0489912413584157,0.0490969707602339,0.0168742069722756,0.159288805970149,0.0435965126384686,0.0111849956331878,0.0361218,0,0.00470838970588235,0.003809208,0,0.000808616044100183,0,0,0,0.00748690060262902,0,0.000225409183612855,0.00284015148447832,0,0.00144840994023644,0.000755413328102185,0,0,0
"14",-0.1462202436,-0.01996008,0,-0.579227226648,0,0,-0.16,-0.07605,0,0,0,0,-0.0297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692923076923077,0.00281250179528034,0.00250923749264332,0,0.000545438251884935,0,0,0,0.000990920231361393,0,0,0,0,0,0,0
"15",-0.1462202436,-0.01996008,0,-0.248240239992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98648648648649e-05,0,0,0,0,0,0,0,0,0.000728794949217678,0,0,0,0.00339023076923077,0,0,0.000374423076923077,0.000110526824548095,0.000246522555616046,0,1.78623761441003e-05,0,0,0,9.73539525704744e-05,0,0,0,0,0,0,0
"9",-0.1462202436,-0.01996008,0,-0.41373373332,0,-0.0373,-0.02,-0.00975,-0.042000042,0,0,-0.013284,0,0,0,0,0,0,0,0.000261076301968504,0,0,0,0.00238443754809264,0,0,0,0,0,0,0.0026062027349345,0.00267804037442308,0,0,0.00357327101387308,0.000621136219815249,0.00232747542858155,0,0.000200765177872936,0,0.000882518817873654,3.978802842e-05,0.000516469577556449,3.78160212342871e-05,0,1.9285274519783e-05,1.00581699998382e-05,3.978802842e-06,0,0
"31",0,-0.01996008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329657135135135,0,0,0,0,0,0,0,0.00620565098245614,0.00154684575020587,0.025668974238806,0,0,0.00377178479076923,0.0149354865306122,0.00228699704764599,0.000883836137538462,4.5699335065628e-06,0,0,1.47710515671662e-06,0,7.55002778238009e-06,0,0,6.95566837878419e-06,6.72707080385609e-05,3.54722601096392e-06,1.85004378389966e-06,0,0,0
"6",-0.1462202436,-0.01996008,0,0,0,0,0,0,-0.0075000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117705188031842,0,0,0,0.00162461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
