"","23","17","24","19","16","18","21","12","20","15","14","22","9","13","11","10","5","6","8","7","2","3","1","4"
"23",0,0,0.0204184111096022,0.108135968907342,0.131423176409798,0.0406513477311886,0.154780979294118,0.0333849336003625,0.187641364636054,0.28511768341411,0.0843799111643679,0.050148627345522,0.181128643116046,0.260632102602937,0.439648998199579,0.101574076498612,0.067543932456,0,0.0233797765030755,0.0099188341414664,0.133268342582145,0,0,0
"17",0,0,0,6.69459788384241e-06,0.000134466988694375,2.63320641265004e-06,0,0,0.000804233274216852,0,0,0,0.00114812052570169,0,0.000560306381733272,0.00206530523324103,0.000645352155409841,0,9.14057609517027e-06,0,0,0,0,0
"24",-0.0060841971,0,0,0,0.00130485091125766,0,0.0197329824463719,6.33068653778494e-06,0.0105392144607153,0.00372833399985134,0.00785244678062838,0.0024403030517279,0.000927976591835246,0.00832094576382243,0.00143640838040206,0.00969998938801881,0.00107806472016524,0,0.000124620483339768,0.000331795084462498,0.0049236845916914,0,0,0
"19",-0.256410567,-0.0031723039014,0,0,0,0,0,0,0,0,0.115086581114586,0,0.023030959083589,0,0,0.023879722389419,0.0827165074308787,0,0.00874861218410105,0.000160236239893943,0,0,0,0
"16",-0.279266655,-0.05710147794,-0.1331030304,0,0,0,0,0,0,0,0,0,0,0,0,0.0647747643798067,0,0.218195926345994,0.00104637654505992,0,1.04617267151348,0.201259873732201,0,0.132322917592783
"18",-0.245064432,-0.0031723039014,0,0,0,0,0,0,0,0,0,0,0.0050624643186388,0,0.0159644227470441,0.000914557973190096,0.322285514593839,0,0.00184673061280183,0,0,0,0,0
"21",-0.0239316495,0,-0.1464629238,0,0,0,0,0,0.000946447150626533,0.0115956392310438,0.000375533771963345,0,0,0.00107590946016433,0.01072964563737,0.02264042314941,6.81371885446087e-05,0,0.000206863767520976,0.000171958304686168,0,0,0,0
"12",-0.142450353,0,-0.001296712656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507639240358151,2.05117007890788,0.421937388604173,0.674294394324375
"20",-0.0370370838,-0.031723039014,-0.0998611056,0,0,0,-0.011416906935,0,0,0,0,0,0.00350162205054331,0.0159045587840486,0,0.0243457299103719,0.00654843002097333,0.000441433117930644,2.68210042629459e-05,0,0.00886059037795081,0,0,0
"15",-0.0106001475,0,-0.006653995344,0,0,0,-0.02634670696,0,0,0,0,0,0.00084607292023574,0,0,0,1.17167694550865e-06,0.00402727807808789,0.000156120255873846,0,0.00461293747728801,0.00115492875191042,0,0.000759334383106728
"14",-0.096866256,0,-0.4327313688,-0.616345125,0,0,-0.02634670696,0,0,0,0,0,0.141868255502689,0,0,0,0.00862631537234603,0,0.11926100183271,0.0788084432470789,0.0347954811323709,0,0,0
"22",-0.0284900592,0,-0.06655152186,0,0,0,0,0,0,0,0,0,0,0,0,0.00167611448286121,0,0,0.000867823027735469,0.000751501874173959,0.000357908464752847,0,0,0
"9",-0.89298081,-1.1311677633,-0.2196200268,-0.5297035,0,-0.02982077532,0,0,-0.4769928408,-1.08348695936,-2.125703244,0,0,0.16405161124764,0,0.00918409590738905,0,0.261975518531204,0.149080604862896,0.236048187959078,0.0653707948590025,0.200839706344029,0,0.957338331659961
"13",-0.313390731,0,-0.4802980878,0,0,0,-0.079063831595,0,-0.5284056654,0,0,0,-0.1600456,0,0,0.282439223931158,0.00720684231274711,0.174942744002717,0.0328240601672259,0,0.00947382098824829,0,0,0.209733733372721
"11",-0.176645736,-0.044989087644,-0.02770479414,0,0,-0.007663942776,-0.2634670696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174279658141892,0,0.144857012612613,0
"10",-0.569917293,-2.3157823752,-2.612643408,-0.625063375,-0.6257560495,-0.006131153028,-7.7634968915,0,-3.7743255075,0,0,-0.538272312,-0.041809056,-5.601246071,0,0,0.0133760856673353,0.0139451348348309,0.102998752812327,0.0509188428380883,1.3024051358382,0,0.775541882228178,0.860685255640028
"5",-1.42450296,-2.7199337454,-1.091444796,-8.138325,0,-8.121191722,-0.08782236239,0,-3.815942349,-0.0064186811104,-0.552923133,0,0,-0.5372206822,0,-0.481307981,0,0,0,0,0.18693975428271,12.7912710072993,0,0.165540638161456
"6",0,0,0,0,-2.12156499,0,0,0,-0.068879811795,-5.9076119284,0,0,-1.2003424,-3.4919343,0,-0.1343628369,0,0,0.0257209288878934,0.021440750007633,1.02846321143268,0,0.610595271451824,1.95157436191904
