"","1","4","2","3","9","5","8","7","6","10","11","12","13","14","15","16","17"
"1",0,0.000689997421918629,0.0078095118000958,0.0016099939844768,0.0032199879689536,0.000317888988176091,0.000364231362570674,0.00386955308139527,0.00273721708475956,0.000541619240179966,0.00167999372293231,0.000718638394333803,7.58997098998766e-05,0.000236881958684608,0.000179828757742021,7.32717467098572e-05,0
"4",-0.04138179265,0,0.00636447540055225,0,0.0104967044,0.024136692,0.0118734309740438,0.0544497682997118,0.044257789283328,0.00306037666789643,0.0410740643478261,0.00340750484132479,0.00026991522,0.000630368618796143,0,0,0
"2",-0.1655271706,-0.029990584,0,0.0014095892619575,0,0.000856980129326783,0.000637787165615585,0.00619081995949696,0.00191720032076558,0.000885175062735357,0.00264757670225137,0.00160156314057555,0.000120821936739215,0.000194698273091011,0.000188933437409259,0.000192453628750354,0
"3",-0.0827635853,0,-0.05399203532,0,0,0,0,1.59082708357349e-05,0.000344119233190843,0,0.000240007390434783,0.000445757798364182,0.000276008515714286,6.07765016308407e-05,0.000222378807972663,1.46548562434816e-06,0
"9",-0.0827635853,-0.059981168,0,0,0,0.000849400944978771,0,0.0104062617971343,0.00682129536236238,0.00179966008912777,0,0.00113965472494082,0,0.000421659267338783,0,0.000182597229016919,0
"5",-0.00953251112,-0.16091128,-0.01914805484,0,-0.010020085,0,0,0.0115586537308357,0.0128545951776053,0.00419780481149598,0.00592908896695652,0.00195304101177297,0.005729789778,0.00186672438278903,0.00150525777954174,0.000608453856907177,0
"8",-0.01241453389,-0.08997176,-0.01619760968,0,0,0,0,0.00150349790149244,0,0,0.0567080127950026,0.000719787989979825,0,0.000652728787139972,0.00162775874738759,9.8931206544804e-05,0
"7",-0.5752068905,-1.7994352,-0.6856990052,-0.01167728265,-0.608534,-0.6568023003,-0.067499747,0,0,0.0526754270285412,0,0.0192519343979075,0.00402636064585381,0.00916821006835739,0.00615624342057886,0.00534455760329509,0
"6",-0.2069089242,-0.74376648,-0.107984034,-0.1284501075,-0.2028447,-0.3714432966,0,0,0,0.0249502108593552,0.107379310559395,0.00741245878360404,0.117431077253196,0.00584581912332332,0.00362838435382419,0.00253149991702831,0
"10",-0.6207268507,-0.77975512,-0.7558884212,0,-0.811379,-1.839047005,0,-4.384862967232,-2.570192849844,0,0,0.144539519065223,0,0.0668474637662474,0.0397858038872577,0.10131773525467,0
"11",-0.1655271706,-0.8997176,-0.1943713528,-0.1167728265,0,-0.2233128632,-1.6874935,0,-0.9509710281354,0,0,0.00612446855935403,0.0269517509142857,0.0202994348170418,0.00393356872352356,0.00314824750165924,0
"12",-2.275998791,-2.3992472,-3.779442564,-6.97133745,-1.419913,-2.364487999,-0.68849732,-4.42871258192,-2.110128700896,-2,-0.631608362,0,0.168487898574158,0.29511891461709,0.246861110630267,0.498004603346847,0
"13",-0.04551996801,-0.035988696,-0.05399203532,-0.817409835,0,-1.3136046006,0,-0.17539451868928,-6.330382023852,0,-0.526340353,-0.19451658585,0,0,0,0.138434952119086,0
"14",-1.622165897,-0.9596984,-0.993453296,-2.05520205,-1.1359305,-4.886609354,-1.3499948,-4.560257321752,-3.598269581898,-2,-4.52652662,-3.8903297905,0,0,0,1.61814424493552,0.269902819147703
"15",-1.034544621,0,-0.8098805756,-6.31740945,0,-3.310282846,-2.8282394,-2.572452585076,-1.876240086984,-1,-0.736876448,-2.7338133105,0,0,0,1.01489008330976,0
"16",-0.827635853,0,-1.619760968,-0.0817409835,-0.811379,-2.627208496,-0.3374987,-4.384862967232,-2.570192849844,-5,-1.1579491,-10.828347904,-19.67949,-8.5129030896,-9.273006,0,22.6869587409971
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7025804068,0,-77.6,0
