"","1","2","3","4","5","7","6","8"
"1",0,0.000875,0.00665,0.01575,0,0,0,0
"2",-0.095,0,0,0.033,0,0,0,0
"3",-1.805,0,0,0.055125,0,0,0.00954545454545454,0
"4",-17.1,-3,-0.525,0,0,0,0.454545454545455,0
"5",0,0,0,0,0,0,0.25,0.0375
"7",0,0,0,0,0,0,0.149318181818182,0.447954545454545
"6",0,0,-0.3,-11,-14.6,-5.43,0,19.8
"8",0,0,0,0,-2.92,-21.72,-207,0
