"","1","2","3","4","21","6","7","12","9","16","11","8","13","14","15","10","5","18","19","22","17","20","24","23","25","26","27","28"
"1",0,0,0,0,0,0,0,0,0,0.000596416195144027,0,0,0,0,0,0,0,0,0,0.000849675837053005,0.000118640991064416,0.000333738160241458,0,7.42901470322289e-06,1.23674911660777e-06,4.1642484039466e-05,9.44796868673235e-07,0
"2",0,0,0,0,0,0,0,0,0,0.0208544376298113,0,0.0276621008886172,0,0,0,0,0,0,0,0.038422028766827,0.00940310918601722,0.0963021120250734,0,0,0,0.00130769678374927,0.00764553224672695,0
"3",0,0,0,0,8.13998280460672e-07,0,2.80776604542203e-05,0,1.21308362255255e-06,7.58998970588441e-06,4.66316237003826e-05,0,0,0,1.95314779872674e-05,3.1531914893617e-06,0,1.49074385157974e-06,6.45728571428571e-05,1.6871672949109e-05,6.62264014640724e-06,3.70486856537709e-06,2.69454545454545e-07,0,1.96378091872792e-07,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000879444030428763,0.00218571428571429,0.00105450263579506,0.000581924336499563,0.000534266760536352,0,0,0,1.57864190365641e-06,0,0
"21",0,0,-0.0093,0,0,0.0397205654408208,0.00955499363570371,0,0,0.0252240829069651,0,0.0374264672689833,0,0,0,0.0117622735691234,0.0340783529792329,0.00730858993144648,0.00390137714285714,0.0717810309512154,0.00527365647577909,0.00927926540097506,0,0,9.30215140078748e-06,0.000192510719093364,0,0
"6",0,0,0,0,-0.04048584,0,0,0,0.00277975214458778,0.000810322141567136,0,0.00198502699980737,0,0.000808563714285714,0.0172629958884864,0,0,0,0.00876280925357143,0.00655670265161014,0.000908178397244491,0.00349691400709832,0.00016979838,0.000120136634438422,0,0,0,0
"7",0,0,-0.1767,0,-0.0526316,0,0,0,0,0,0,0,0,0.0108165758095238,0,0,0,0.00391694183397419,0.00973491822857143,0.0209671097452572,0.00715275988767541,0,0.0313877363490909,0.00128570401163964,0.000458653391216557,0.000703108816405494,0,0
"12",0,0,0,0,0,0,0,0,0.00628858948333442,0,0.0038068811462697,0.0013405060623065,0,0,0,0,0,0,0,0.00602780383026421,0.000989033827037921,0,0,6.52279716978596e-05,0,0,0,0
"9",0,0,-0.0031,0,0,-0.046,0,-0.13,0,0,0,0,0.00967163333333333,0,0,0,0,0,0,0.00321389621081068,0,0,0.00253220945454545,0,0.00068350765606596,2.24530083188238e-05,0,0
"16",-9.294326,-0.304623,-0.1364,0,-0.39676112,-0.0943,0,0,0,0,0,0,0,0.0296066772562,0,0.0052914061479166,0,0.011078660983782,0.00888200317686,0.0248691195473155,0.0401929445899319,0.00192436490872699,0.04499136875973,0.021290997019335,0.00119263599192327,0.000553299344972983,0,0
"11",0,0,-0.3937,0,0,0,0,-0.26,0,0,0,0.0295786773758574,0,0,0,0,0,0,0,0,0.00392506020034675,0.00504505602063165,0,0,0,0.005739211027278,0,0
"8",0,-0.2695452,0,0,-0.39271256,-0.1541,0,-0.13,0,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0.0246439536,0,0.00860444282685512,0,0,0
"13",0,0,0,0,0,0,0,0,-0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159447272727273,0,0.000356183745583039,8.77539175856065e-05,0,0
"14",0,0,0,0,0,-0.0184,-0.0258,0,0,-0.04210528,0,0,0,0,0,0,0,0,0,0,0.00933568454277373,0,0.00274909090909091,0,0.00080565371024735,0,0,0
"15",0,0,-0.0434,0,0,-0.2484,0,0,0,0,0,0,0,0,0,0,0,0,0.003542721142,0.000240562077473575,0.000142559168123824,0,0.00573943036421818,0,0.00047339882852768,0.0003819212257071,0,0
"10",0,0,-0.0124,0,-0.04048584,0,0,0,0,-0.008421056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61777102473498e-06,0.00187731730655833,0.00206359599406128,0
"5",0,0,0,0,-0.07287448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000762636515863254,0,0.0119773090909091,0,0.000169385058051489,6.18628748307216e-05,0,0
"18",0,0,-0.0434,-0.6903,-0.1862348,0,-0.0774,0,0,-0.13052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019906110381962,0.00411962904236796,0.042579570432357,0
"19",0,0,-0.7564,-0.6903,-0.04,-0.6647,-0.0774,0,0,-0.04210528,0,0,0,0,-0.16646,0,0,0,0,0,0,0,0,0,0,0.00704703637067131,0.0163882354793719,0
"22",-20.036129,-0.849252,-0.4588,-0.773136,-1.708502,-1.1546,-0.387,-1.326,-0.2475000275,-0.27368424,0,0,0,0,-0.02624,0,0,0,0,0,0.0225755676429619,0.0290173902163947,0,0.0344925225905724,0,0.0801669631456761,0,0
"17",-9.294326,-0.6904788,-0.5983,-1.417416,-0.417004,-0.5313,-0.4386,-0.7228,0,-1.4694736,-0.4,0,0,-1.68,-0.05166,0,-0.1905,0,0,-0.35,0,0,0.219404092069306,0.154756120076424,0.0128259992344397,0.0606788169216793,0.00311930956330085,0
"20",-20.340861,-5.501676,-0.2604,-1.01244,-0.5708504,-1.5916,0,0,0,-0.05473684,-0.4,0,0,0,0,0,0,0,0,-0.35,0,0,0,0,0.000847239243033653,0.0930269379652699,0.0955212938617717,0.00750736583778755
"24",0,0,-0.0124,0,0,-0.0506,-0.9804,0,-0.33,-0.8378948,0,-0.44733337,-1.89742882,-0.252,-1.05944,0,-1.524,0,0,0,-0.7342488564,0,0,0.0544794411569679,0.137661955241461,0.00744824917779068,0.00866063796283799,0
"23",-0.380915,0,0,0,0,-0.046,-0.0516,-0.0312,0,-0.5094736,0,0,0,0,0,0,0,0,0,-0.35,-0.665444415,0,-0.117,0,0.00258631617869763,0.0237887050493326,0.110643646376029,0.00859398032820494
"25",-1.066562,0,-0.1953,0,-0.008097168,0,-0.3096,0,-1.925,-0.48,0,-3.37533361,-0.91600012,-1.596,-1.88846,-0.009,-0.4657725,-0.086,0,0,-0.9276044034,-0.05994005,-4.9725,-0.29001,0,0,0,0
"26",-15.617515,-0.4597038,0,-0.018408,-0.07287448,0,-0.2064,0,-0.0275,-0.09684212,-2.8,0,-0.09814287,0,-0.66256,-2.031,-0.0739775,-0.774,-2.3,-5.95,-1.90844436,-2.862138,-0.117,-1.16004,0,0,11.7207720340127,0.944100791158409
"27",-0.152366,-1.1557212,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.96,0,-3.44,-2.3,0,-0.0421866648,-1.263736,-0.0585,-2.32008,0,-15.75,0,8.28507795100223
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.47952045,0,-0.87003,0,-6.125,-125,0
