"","1","2","7","4","5","6","3","30","8","12","16","14","17","31","32","40","10","35","19","20","43","37","21","39","45","36","18","28","44","47","38","27","33","34","29","25","11","9","13","15","22","42","26","24","41","23","46","48","50","51","49","52","53","54","55","56","57"
"1",0,0,0.000118975492309987,0.00042287154,0.00078,3.99303930423359e-06,1.54954392156863e-05,5.23818391836735e-05,0,0,0,0,0,0,0,0,0,0,0,0,7.902675625e-06,0,0,0,0,0,0,0,0.000163487169816212,2.37668711656442e-05,0,0,0,0,0,0,0,0,0,3.36639333333333e-06,0,9.69376656488549e-05,0,0,4.11136205204057e-06,0,6.67691905263158e-07,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16216216216216e-05,0,0,0,0,0,0,0,4.41988950276243e-06,0,0,0,0,0,0,0,0,0,0,5.45454545454545e-07,0,0,0,0,0,0,0,7.77798771142758e-07,0,6.31578947368421e-08,0,0,0,0,0,2.28838930383955e-07,0,0,0,0
"7",-0.025644281,0,0,0.0025766309916782,0.0077298929750346,0.00013692485167138,0.000531352324516618,0,9.54307455373333e-05,7.22419904208841e-06,0,1.98156757111686e-05,0,0,0,0,4.59494757650267e-05,0,0,0,8.12968840967875e-05,0,0,0,0.00369868458850304,0,5.51833473460333e-05,0,0.00098229981744782,5.30911185690675e-05,0,0,0,0,0,0,0,9.662362985655e-05,0,6.44157676072033e-06,0,6.61959800365802e-05,0,0,0,0,0,0,2.14792714547986e-06,0,1.4529435417101e-06,0,0,0,0,0,0
"4",-0.063430731,0,-0.0107587476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000390184049079755,0,2.7906976744186e-05,0,0,0,0,1.09090909090909e-05,0,2.72727272727273e-05,0,0,0,1.03359173126615e-05,0,1.9444969278569e-06,0,8.52631578947369e-06,0,0,0,2.25557126101471e-06,4.65983767455461e-06,0,0,0,0,0
"5",-0.039,0,-0.0107587476,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88888888888889e-05,0,0,0,0,0,0,0,0,0,0,0.000888888888888889,0,4.9079754601227e-05,0.000444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83349078357069e-05,0,0,1.30801795385443e-05,5.55745512459189e-06,0,0,0,7.62796434613185e-07,0,0,0,0
"6",-0.031610696,0,-0.030173868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00470866962762,0,0,0,0,0,0,0,0,0.0032450645595092,0,0,0,0,0,0,0.00547917713037818,0,0,0.0028879842916,0,0,0,0,0.000110833291472636,0,9.91298668978105e-06,0,0,0,0,0,1.44927356035045e-05,0,0,0,0
"3",-0.031610696,0,-0.030173868,0,0,0,0,0,0,0.00012903476635514,5.93628752504281e-05,0.000191142340250886,0.000688940922190202,0,0,0,0.0004100539536,0,0.00020407462853351,0.000282461918698737,0,0,0,0,0,0,0.000810788170909091,0,0,0.000247803680981595,0,0.000686602002976744,0,0,0,0.000548974247441861,0.000841221818181818,0,0.00020325438,0.00037944,5.52639211278714e-05,0,0,0.000150755667906977,0,1.25153400893277e-05,0,0,0,0,0,0,0,0,0,0,0
"30",-0.128335506,0,0,0,0,0,0,0,0,0,0,0,0,0.000649729069607862,0,0,0,0.000882882882882883,0,0,0,4.94949494949495e-05,0,0,0,0.000360957642725599,0,0,0,0.00120245398773006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28947368421053e-05,3.20464398694337e-05,0,0,0,0.00266387387062038,0,0,0,0,0
"8",0,0,-0.16138116,0,0,0,0,0,0,0.00465660127850467,0.000351181180960109,0.000564588728287692,0.00381359203568856,0,0,0,0,0,0.00121958870106171,0.00422115541117075,0.006859368309375,0.00247249959545455,0.000594268503614458,0.00156050688071652,0,0.00446582983425414,0,0,0,0.0297423547177914,0.006729567885,0.0025609342772093,0,0,0.000682915925930233,0,0.000802001927454545,0.0011089865115,0.000501250956136364,0.0076545,0.000419665767524401,0.00837785442366412,0.00245779241860465,0.00147986690272809,5.12858254924196e-05,0.00171727940914268,2.82007894736842e-06,0.00205250580269465,0.00812289482557858,0.000109437178089836,4.38935704678055e-05,7.50741787909818e-05,7.38194342605823e-07,3.38157039298254e-05,0.000174186878240425,0,0.00697357817244691
"12",0,0,-0.0107587476,0,0,0,-0.7312824,0,-0.041008752,0,0,0,0,0,0.00336398093210073,0,0,0,0,0,0,0.000743888847777778,0.00131568671787149,0.00647461859907955,0,0.00120434246865562,0,0,0,0.010049264598773,0,0,0,0,0,0.00476171501090116,0,0,0,0,0,0,0.00018478841292851,0.000722803746533989,0,0.0179025757929822,0.000595438161578947,0.0026911713680102,0.0024294051041613,3.15232492832997e-05,7.58485180257737e-07,9.527747112551e-05,0.000566541955119728,0.00851513907879996,0.00127738272804552,0,0
"16",0,0,0,0,0,0,-0.197463207528,0,-0.0018152298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000562724752016704,0,0,0,0,0,0,0,0,0,0,0,0,0.00081379427668,0.000224617135400357,0,0.00302744015980908,2.06759994143132e-07,0.000772738783388133,0.00165981649201797,0.0107721765434987,0.000310917313139901,4.98265070017868e-07,0.000213171535148021,0.000994088425113061,0.000333509763473799,0,0
"14",0,0,-0.0107587476,0,0,0,-0.39492633726,0,-0.0018126774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00713270269533494,0,0,0,0,0,0,0.000497705021856699,0,0.00465396000860093,0,0,0,0,0.00510771952351418,0,0,0.004779261252211,0.00047251294116516,0,0.00193645515841499,0.00587296767482737,0,0.00399671366134195,0,0.000473651770177583,0.000128872928829651,0,5.02490208805374e-06,0,1.03255115921476e-05,6.19212739387193e-05,1.14632645363511e-05,0,0
"17",0,0,0,0,0,0,-1.36143,0,-0.0117105336,0,0,0,0,0,0,0,0,0,0.00214564353019244,0,0,0,0.0100026800431499,0.0277501376788563,0,0,0,0,0,0,0,0.00226793600939699,0,0,0.000751973209302326,0,0,0,0.00617301643636364,0.000172425382950912,0.0141684349359712,0,0.00417762894056848,0.00370738699311628,0.00754500151184636,0.00206638898823896,0.000191929719016825,0,0.00134774600040375,4.84782951841632e-05,4.58065092749138e-05,0.0018056871457716,4.5959526680797e-06,0.000855341134679132,0.000297156601851781,0,0
"31",0,0,0,0,0,0,0,-0.014,0,0,0,0,0,0,0,0.004285868480043,0,0.00652378713561973,0,0,0,0.00242502228456273,0,0,0,0,0.00489368269525705,0,0,0.00073706425518219,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37239414294705e-05,0,0.000127086076672038,0.000768624504536842,0.000117053131099114,4.11584028641918e-05,0,2.47477277034886e-06,3.35520440644141e-05,0,3.3483133356986e-05,1.13434694614084e-06,0,0
"32",0,0,0,0,0,0,0,0,0,-0.00335160848,0,0,0,0,0,0,0,0.000904839464117497,0,0,0,0.00262506289915908,9.07564909563637e-05,0,0,0,0.0112230934128209,0,0,1.54044763146385e-05,0,0,0,0,0,0,0,0,0,0.000251092930232603,0,0,0,0.000129139933286,0,5.34877763753373e-06,4.4932430178467e-05,0,0.000617481125984457,3.30672939069713e-05,7.45704870589461e-05,0.00253004326546841,1.84387160174742e-06,9.34264319344026e-05,7.69179760382324e-07,0,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219741352,0,0,0.00016,0.0207567567567568,0,0,0,0.00145454545454545,0,0,0,0.00106077348066298,0,0,0,0.0030920245398773,0.002,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,9.47368421052632e-06,0.000235443231693798,0.000300102576727962,0,0,0,0,0,0,0,0
"10",0,0,-0.057558744,0,-8,0,-1.95469101558,0,0,0,0,0,0,0,0,-0.0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00705254775460123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000964198671651046,1.06090143157895e-05,1.04527777396273e-06,0.000183373988247928,5.80298394245656e-06,0.000196779934438062,0.0881869703948863,2.43711222814173e-05,2.43647220838265e-06,1.71609342533524e-05,0,0.00304013770270166
"35",0,-0.224,0,0,0,0,0,-0.014,0,0,0,0,0,-0.051565973,-0.0123201657,-0.3744,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11245963742331e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86311980368421e-08,0.000627945002325002,0.00182980128124349,0.00315426201871199,0.000371490024472948,6.71283954431447e-05,5.09080777987526e-05,3.56022144752773e-05,0.00014696040929107,0,0
"19",0,0,0,0,0,0,-0.195469101558,0,-0.0018152298,0,0,0,-0.007,0,0,0,0,0,0,0,0,0,0.00150650881241446,0.00431401487273163,0,0.00238175471867403,0,0,0,0.000599084222458896,0,0,0,0,0.000118597007033488,0,0,0,0,0,0,0,0.00333766045385013,0.00087292351172093,0,0.000744686519982643,0,0.000215882651593068,0.000625810761765098,5.78296795703502e-05,5.11536322925626e-05,0.00634075960507876,2.80752192664072e-07,0.000169544151541286,5.47663086996332e-05,0,0
"20",0,0,0,0,0,0,-0.0077796,0,-0.00018065826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000689501834254144,0,0,0,0,0,0,0,0,0,0.000272092656976744,0,0,0,0,0,0,0,4.18604087656529e-05,0,0,0,0,2.60088549711228e-05,0,7.03737286096659e-06,0.000290773479465843,0,0,0,0,0
"43",-0.12644281,0,-0.036208632,0,0,-0.134820336,0,0,-0.018065826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000628220858895706,0,0,0,0,0,0.00223255813953488,0.00232727272727273,0,0,0,0,0,0,0.00469409660107334,0.0033186080902091,0,0.00113178947368421,0,0,0,0,0,0,0.000462960032624215,0.000156842322920576,0,0
"37",0,0,0,0,0,0,0,-0.014,-0.040292586,-0.0150975572,0,0,0,-0.34191754,-0.63756863,-0.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410274354478528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379280254736842,0.00633427397744061,0.00795369791813563,0.00134761657559244,4.11777736083125e-05,0,0,0.0301512748291705,1.05961585804544e-05,0,0
