0,0,0.508672727272727,0.175604564907275,0.087839874411303,0.266051708766716,0.189674576271186,0.588989473684211,0.193421234567901,0.10908984565394,0,0.366911475409836,0.32380787037037,0,0.0209280036504506,0.0229554871794872,0,0.00510595750228132
0,0,0,0,0,0,0,0,0,0.00192428919577579,0,0,0.00430833333333333,0,0.02594662525001,0,0,0
-0.06155556,0,0,0,0,0,0,0,0,0.000459301380991064,0,0.0185377049180328,0.0444990740740741,0,0.00370075655215684,0,0.0148173793103448,0.000110559249120063
-0.67711116,0,0,0,0,0,0,0,0.054002962962963,0.0355340373679935,0,0.358544262295082,1.36695,0.00825328301886792,0.490818050655613,0,0.48267475862069,0.0014255768478686
-0.3077778,0,0,0,0,0,0,0,0.35672,0.0391203899268887,0,0,0.6131125,0.218070339622642,0.0150098601439796,0.016464,0,0.00418521705123191
-0.98488896,0,0,0,0,0,0,0,0.256737037037037,0.118253371242892,0,0.340913114754098,1.82925138888889,0,0.0388902031591733,0.106644615384615,0.028683724137931,0.00406642549863121
-0.06155556,0,0,0,0,0,0,0,0.00763358024691358,0,0,0,0.0357824074074074,0,0.0101178448502371,0.0174397948717949,0.119399724137931,0.000403024377525746
-0.12311112,0,0,0,0,0,0,0,0,0,0,0,0.0497958333333333,0,0.0108728074153519,0,0.0128308965517241,0.00341063746578021
-0.43088892,0,0,-0.07428571,-0.756,-0.35113635,-0.131,0,0,0.0791575954508529,0,0,0.2255625,0.177726226415094,0,0,0.246407586206897,0
-0.73866672,-0.59818185,-0.08566666,-0.14857142,-0.252,-0.49159089,0,0,-0.8916,0,1.229769,3.36002459016393,1.18611979166667,0.0618751698113208,0.421630135666979,0.0420433846153846,0.735034344827586,0.0213752053187329
0,0,0,0,0,0,0,0,0,-0.04995,0,0,0.0523541666666667,0,0.0208124309813298,0.00220923076923077,0,0.000140398904966758
-0.12311112,0,-0.17133332,-0.07428571,0,-0.07022727,0,0,0,-0.41625,0,0,0,0,0,0,0.196125517241379,0.0210076652326946
-1.538889,-0.94000005,-5.82533288,-4.01142834,-2.772,-5.33727252,-1.31,-3.33,-1.7832,-2.08125,-6.8536377,0,0,0,0,0.558276923076923,5.06780689655172,0
0,0,0,-0.07428571,-3.024,0,0,0,-4.3094,-0.333,0,0,0,0,1.00305108106263,0,2.15216551724138,0.0730986833528875
-0.12311112,-7.0072731,-0.59966662,-1.78285704,-0.084,-0.14045454,-0.4585,-0.9,0,-0.91575,-3.3724249,0,0,-2.1076,0,0,5.67918544827586,0
-0.12311112,0,0,0,-0.084,-0.35113635,-0.7205,0,0,-0.08325,-0.3263637,0,-2.0204,0,0,0,0.258206896551724,0.046366836136097
0,0,-1.62766654,-1.18857136,0,-0.07022727,-3.668,-0.72,-1.6346,-1.08225,0,-7.7895,-13.6377,-3.0656,-19.5748,-0.674,0,0
-0.43088892,0,-0.25699998,-0.07428571,-0.336,-0.21068181,-0.262,-4.05,0,-0.666,-0.3263637,-17.6562,0,-2.2034,0,-2.5612,0,0
