0,0,0,0.0259490691852641,4.88270587624158e-05,0.00976350618355392,0.00144929099879177,2.7465212637965e-05,0.00102746206310387,0,0.00447706066044106,0.00117395081406967,0.000678642827452233,0.000237172899043403,0.000261029511996626,4.81355926160001e-05,6.61601737807231e-05,0.00206831104153655,0.000798911451444571,0,0,0,0,0,0.000936331173803631
0,0,0.000483537663342416,0.00195158624497507,9.277141164859e-06,1.5458884790627e-05,0,5.21839040121335e-06,0,0,0.000180052456227405,9.29377727805155e-06,2.31021329178531e-05,9.91382718001423e-06,0,1.27024480514445e-05,9.66956386025953e-07,0,7.22824646545088e-07,0,3.90533067959697e-05,6.98334973399563e-06,0,0,0
0,-0.0222549,0,0.000298243472908091,1.72098189153584e-05,5.98485589064873e-05,0,1.09431969171825e-05,1.1809049942933e-05,1.23347993619793e-06,3.08740419237434e-05,0.000268055097372698,0,6.76029903391572e-05,8.00032274848995e-06,1.2294276410618e-06,3.04162586421727e-06,0,1.45166564566629e-05,0,3.64424072101298e-06,4.05537097514026e-07,0,0,0
-0.0133332,-0.1409477,-0.3609,0,8.65558871123827e-05,0,0,2.64606915587958e-05,0.000395953340664465,7.13428149556565e-05,0.00101794240510186,2.71443450789286e-05,0,3.65597543942868e-05,0.000107030968541303,3.46267165018617e-05,6.66822765093779e-06,0,7.03718235344096e-05,0,8.52489045349274e-05,0,0,0,0
-0.0066666,-0.1780392,-5.5338,-0.23,0,0,0.0812117976684869,0.0654086860232174,0.0719679840439223,0.0244309204031034,0.135890350365257,0,0,0.0310102577833647,0.0731346428406943,0,0,0.0284065974126544,0.00532945610119862,0,0.0593964814110939,0,0,0,0.0366054551329839
-0.00166665,-0.000370915,-0.02406,0,0,0,0,3.22234661250934e-05,8.39248708323213e-06,9.4435107058965e-05,2.32714379697027e-05,2.78953670683318e-05,2.67084848766897e-05,5.31163819368066e-05,1.61266863231557e-05,1.19145373294017e-05,1.13372243432118e-06,0,3.89843806470676e-06,0,0,0,0,0,0
-0.166665,0,0,0,-0.43665,0,0,0.0402704335460107,0.0177235293664355,0,0.308913852647497,0,0.0175596937058705,0,0.00180108420057972,0,0,0.0545663231648133,0.00984362417937211,0,0.0171714716991799,0,0,0,0.0420691234996624
-0.0066666,-0.1780392,-6.2556,-0.125,-0.742305,-2.8835,-0.425,0,0.0597328112596428,0.287963857878961,0.136146254663916,0.178497700408078,0.100151857936021,0.0593959586515403,0.0280159052691997,0.10332641642636,0.158404068403682,0,0.0561431917265428,0,0.0469902772685698,0,0,0,0
-0.066666,0,-1.8045,-0.5,-0.218325,-0.20075,-0.05,-0.1017172,0,0,0.0906338687151706,0.00228514678298345,0.0132100804851542,0.000738667931588795,0.00731671778011222,0,0.00901485773724854,0,0.00755342156021066,0,0.0538250948911479,0.0309070915549004,0,0,0
0,0,-0.2406,-0.115,-0.0946075,-2.8835,0,-0.625952,0,0,0.155742384955086,0,0,0.142379609876934,0.0171229798200985,0,0,0,0.00850761185077349,0,0.1374157163214,0.0350693101136546,0,0,0
-0.33333,-1.8842482,-5.413501203,-1.475,-0.4730375,-0.63875,-1,-0.2660296,-0.52,-0.933331,0,0.144218047667621,0,0.0105950272748834,0.104946784783488,0.179193434661727,0.0801400157088002,0,0.0866735419548983,0,0.333519618210989,0.0197028229394953,0,0,0
-0.033333,-0.0370915,-17.9247,-0.015,0,-0.292,0,-0.1330148,-0.005,0,-0.165,0,0,0,0,0,0,0,0,0,0.0271345848662061,0.0419281529456504,0.0288073348339376,0.00439561146718147,0
-0.066666,-0.3189869,0,0,0,-0.9672498175,-0.075,-0.2582052,-0.1,0,0,0,0,0.0178934366353071,0.00492332287088378,0,0,0,0,0,0.0847505793014709,0.0311954612637266,0,0,0.0102676189340196
-0.0833325,-0.4896078,-55.9395,-0.25,-0.509425,-6.880248175,0,-0.547708,-0.02,-4.0266566,-0.15,0,-0.42664,0,0.00990528689173598,0,0,0.034626264305818,0.0216544948914051,0,0.146901451464338,0.133893308137734,0,0,0.537095892651446
-0.0833325,0,-6.015,-0.665,-1.091625,-1.898,-0.025,-0.234732,-0.18,-0.4399989,-1.35,0,-0.10666,-0.06,0,0,0,0,0,0,0.390892518761625,0.415658755797405,0,0,0
-0.0099999,-0.370915,-0.6015,-0.14,0,-0.9124998175,0,-0.5633568,0,0,-1.5,0,0,0,0,0,0,0,0,0,0.0827211899291565,0.329858451176339,0,0,0.097712124375749
-0.0433329,-0.0890196,-4.6917,-0.085,0,-0.27375,0,-2.7228912,-0.455,0,-2.115,0,0,0,0,0,0,0,0,0,0.264060589311358,0.421186479940879,0.996760813666389,0.129047995945946,0
-0.566661,0,0,0,-0.363875,0,-0.65,0,0,0,0,0,0,-0.18,0,0,0,0,0,0,0,0,0,0,0.369405869078643
-0.233331,-0.0296732,-9.9849,-0.4,-0.072775,-0.41975,-0.125,-0.430342,-0.17,-0.1999995,-1.02,0,0,-0.12,0,0,0,0,0,0.0195409455320068,0.0789343357803011,0.573229895351145,0.0236612766658403,0.000510560523210811,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24308284,0,0.0326196077033731,0.268819074137573,0,0.00170800694980695,0
0,-3.3085618,-5.172901203,-1,-1.673825,0,-0.45,-0.743318,-2.5,-6.66665,-8.1,-5.76,-3.46645,-1.68,-7.38,-2,-2.52,0,-1.5893878,-0.17604,0,8.29419377349836,0,1.22525577220077,0
0,-0.370915,-0.3609,0,0,0,0,0,-0.9,-1.066664,-0.3,-5.58,-0.79995,-0.96,-4.92,-5,-2.52,0,-7.23638916,-0.9095401467,-12.6828,0,106.494958293257,1.96966023166023,0
0,0,0,0,0,0,0,0,0,0,0,-0.72,0,0,0,0,-1.12,0,-0.05609604,0,0,-66.6665,0,4.18993383378378,0
0,0,0,0,0,0,0,0,0,0,0,-5.94,0,0,0,0,-7.84,0,-0.06544538,-0.05868,-19.0242,-66.6665,-906.16,0,0
-0.7166595,0,0,0,-1.30995,0,-1.4,0,0,0,0,0,-0.5333,-7.8,0,-3,0,-8.6,0,0,0,0,0,0,0
