"V1","V2","V3"
3,-0.00251726766558269,-1.59510101704747e-08
3,-0.00535833652300909,-1.53847327405587e-07
3,-0.0135161020840016,-2.46918931932572e-06
3,-0.00397733365844557,-6.29181691167325e-08
3,-0.00126196718936986,-2.00975996511606e-09
3,-0.00295878914933016,-2.59025220500331e-08
3,0.00495252143455527,1.2147281377744e-07
3,-0.00149738866240431,-3.35740413930034e-09
3,-0.000616709497637706,-2.34553496022979e-10
3,0.0105420956406796,1.17160402710342e-06
3,0.0032676998171369,3.48920480149717e-08
3,-0.00534933281206809,-1.53073092384452e-07
3,-0.00130795190254787,-2.23756325647952e-09
3,-0.00201601900455981,-8.19377181637307e-09
3,0.0265918424956849,1.88037855384787e-05
3,0.00799084147681633,5.10243575865658e-07
3,-0.00287338931670232,-2.37237543342677e-08
3,0.00782508370688908,4.79145017064891e-07
3,0.00248281882793461,1.53050618970693e-08
3,0.00134582394220986,2.43761296101184e-09
3,0.00195382053795222,7.45854323204145e-09
3,0.00582117940127564,1.97257239743587e-07
3,0.00301153225002995,2.73125692196317e-08
3,0.00568924784318789,1.8414696294426e-07
3,-0.0405657571192706,-6.67542249948309e-05
3,-0.0189238497528708,-6.77685937580234e-06
3,-0.0362738149285894,-4.77287102299572e-05
3,-0.0103658731057165,-1.11382680251847e-06
3,0.0605971895777044,0.000222514054788656
3,-0.0285961843521829,-2.33842941072557e-05
3,-0.0561416838661868,-0.000176952337142705
3,-0.0248275165656227,-1.53038197192031e-05
3,0.0282684754938287,2.25895283565807e-05
3,0.056619817997992,0.000181512027134193
3,-0.0406289266196925,-6.70665623887814e-05
3,-0.0211307351173507,-9.43504157000388e-06
3,0.0541858798166027,0.000159095680369638
3,0.111159303054417,0.00137352777353837
3,0.0943942445527715,0.000841078526794217
3,-0.0588076903924131,-0.000203377249644162
3,0.0154845569843225,3.71275553240055e-06
3,0.0491579384149683,0.000118790301190527
3,0.0490935878498023,0.00011832440162862
3,0.0815155151377774,0.000541652600131358
3,-0.00632697899656831,-2.53273165430725e-07
3,-0.0065912697073247,-2.86356633804388e-07
3,-0.00539852503034415,-1.57335004894973e-07
3,-0.0335058707943919,-3.76151439610769e-05
3,-0.0146240342042459,-3.12753070757659e-06
3,-0.00525189179686957,-1.44859609328026e-07
3,-0.00644811847357844,-2.68101364886221e-07
3,-0.0096007130412502,-8.8493315628794e-07
3,-0.00847639564681926,-6.09022951016515e-07
3,-0.00826854304740261,-5.65310400021469e-07
3,-0.0132015613406549,-2.30078424052722e-06
3,0.0124478217095886,1.92876838083501e-06
3,-0.0117839953574309,-1.63635560426635e-06
3,-0.0122611524449166,-1.84329088853874e-06
3,-0.00778359614257062,-4.71564260152935e-07
3,-0.0128699488861651,-2.13172150408937e-06
3,-0.0146155060938937,-3.12206237187733e-06
3,-0.0204650824122965,-8.57117759186276e-06
