0,0,0,0,0.00175701856620138,0,0.000331815427514277,0.000125545367782398,0,0.000342348552792499,0.000280450507614213,0.000338954155937355,0,0,0,0,0,0.000268318156623644,0,0
0,0,0,0.000188923747072331,0,0,0,0,0,0,0,0,0,8.09905545650301e-05,0,1.66716866693452e-05,0,0,0,0
0,0,0,2.9735935706085e-05,0,0,0,0,0,0,0,0,0,0,0,8.0636520807461e-06,0,0,0,0
0,-11.6487589617,-6.31638,0,0.000423166755676921,0,8.37211435273615e-05,0,0,0.000254590008095801,0,0,0.0128583850965096,0,0,3.79455141526591e-05,0.0562358650648095,0,0.00284160153311408,0
-2.252624,0,0,-0.0143000572,0,0.114406644724105,0.0554518089926804,0.0181273191083237,0,0.063033646038864,0.0408420158629442,0.0530070678373929,0.0312211588121228,0,0,0,0,0.0462050788661018,0,0
0,0,0,0,-0.069624,0,0.00310387805217042,0.00113477397048674,0.00574164751926046,0.00357805988286724,0.00267483807451641,0.00338568222065938,0.00169800915936118,0,0,0,0,0.00269606744538404,0,0
-2.150232,0,0,-0.0143000572,-1.21842,-0.562635222,0,0.0805977751045293,0,0.261644533007104,0.178615062147103,0.232907591557715,0.132477984372414,0,0,0,0,0.185004974297267,0,0
-0.319975,0,0,0,-0.156654,-0.0809018103,-0.08141957662,0,0.0711779155189052,0.0381071078679168,0.0299895418781726,0.0349154276246359,0.0214536162494281,0,0,0,0,0.0227666271676301,0,0
0,0,0,0,0,-0.636182389,0,-0.551462,0,0,0,0,0.0302776005937774,0,0,0,0,0,0.0382956990275179,0
-2.188629,0,0,-0.0429001573,-1.366371,-0.639859729,-0.6629881252,-0.476506,0,0,0,0,0,0,0,0,0,0,0.0333287790532208,0
-1.075116,0,0,0,-0.530883,-0.2868336577,-0.27139860167,-0.224868,0,0,0,0,0,0,0,0,0.17076663445344,0,0,0.793892048831835
-1.395091,0,0,0,-0.739755,-0.389799508,-0.3799580501,-0.281085,0,0,0,0,0,0,0,0,0,0,0,1.19342372852121
0,0,0,-2.70271001,-0.844191,-0.378767488,-0.4187292401,-0.334625,-0.2844564506,0,0,0,0,0,0,0,0.0934142428069168,0,0,0.767474854886337
0,-2.21881090095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635067028270874,0.0174823508287293,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013434939245623,0.0169661225514817,0,0,0
0,-32.3114324463,-53.83962,-0.01427289721,0,0,0,0,0,0,0,0,0,-4.199591,-7.7875,0,0.503791934490924,0,0,5.99028458486056
0,0,0,-7.17862717,0,0,0,0,0,0,-0.9946626768,0,-0.232648,-3.923409,-3.3375,-1.851894,0,0,0,39.9852771700961
-1.177508,0,0,0,-0.687537,-0.3309619579,-0.32180118748,-0.195421,0,0,0,0,0,0,0,0,0,0,0.0885587952509952,0
0,0,0,-3.7037143,0,0,0,0,-2.2310310288,-1.347588,0,0,0,0,0,0,0,-3.325728,0,0
0,0,0,0,0,0,0,0,0,0,-3.5393833748,-8.318128,-1.462998,0,0,-16.854106,-120.622612,0,0,0
