0,0,0.00638888875,0,0.174206628910787,0.020444444,0,0,0,0,0,0,0,0,0
0,0,0.165025,0,0,0.01886,0.000134714285714286,0,0,0,0,0,0,0,0
-0.21535,-2.9148,0,0.383529411764706,0,0.2934,0.00372571428571429,0,0,0,0,0,0,0,0
0,0,-0.438,0,0,0,0.00303571428571429,0,0,0,0,0,0,0,0
-0.21535,0,0,0,0,0.0366742,0,0,0,0,0,0,0,0,0
-1.7228,-0.8328,-3.942,0,-6.844,0,0,0.454545454545455,0,2.30769230769231,0.281696753444917,0,0,0,0
0,-0.4164,-3.504,-8.575,0,0,0,0,0,0,0,0,0,0,1.45833333333333
0,0,0,0,0,-0.9802,0,0,0,0,0.427910782613945,0,1.09246575342466,0,0.07975
0,0,0,0,0,0,0,0,0,4.84615384615385,8.4509026033475,0,8.63013698630137,1.197,0
0,0,0,0,0,-0.58812,0,0,-0.004,0,0,0.628333333333333,0,0,0
0,0,0,0,0,-8.23368,0,-14.8,-0.8,0,0,0,0,0,4.96988333333333
0,0,0,0,0,0,0,0,0,-73,0,0,0,40,0
0,0,0,0,0,0,0,-37,-0.8,0,0,0,0,7.78666666666667,3.89333333333333
0,0,0,0,0,0,0,0,-0.114,0,0,-300,-40,0,0
0,0,0,0,0,0,-5,-22.2,0,0,-200,0,-160,0,0
