"V1","V2","V3"
3,-2.98501031404056e-05,-2.65972973272186e-14
3,-2.85349552810771e-05,-2.32344067939037e-14
3,-2.18104981750987e-05,-1.03752066672027e-14
3,-3.02524333742724e-05,-2.76873212310086e-14
3,-3.3837009260896e-05,-3.87414535168438e-14
3,-2.71024332258566e-05,-1.99078724375623e-14
3,-1.88064372331671e-05,-6.65149986444e-15
3,-2.17585927033085e-05,-1.03013088504655e-14
3,-2.19736649462052e-05,-1.06098072569395e-14
3,-2.58888945480455e-05,-1.73516396367771e-14
3,-1.30200024217435e-05,-2.20715683960501e-15
3,-5.08215584756522e-05,-1.31263486834464e-13
3,-3.20644735299948e-05,-3.29664620084125e-14
3,-1.37616112471305e-05,-2.606200692166e-15
3,-3.23833983628158e-05,-3.39599675811885e-14
3,-2.92577055360185e-05,-2.50449860386182e-14
3,-6.90189046438144e-05,-3.28779089013167e-13
3,-7.5677139391643e-05,-4.33405204209445e-13
3,-2.56680923497348e-05,-1.69114474111108e-14
3,-4.50607248887643e-05,-9.14944017373021e-14
3,-3.00460303430934e-05,-2.71244727152046e-14
3,-3.03915580204416e-05,-2.80710652794644e-14
3,-1.6890439137459e-05,-4.81862159976672e-15
3,0.000137777856276733,2.61540090384317e-12
3,0.000133489437128326,2.37870565726524e-12
3,0.000118934153731099,1.6823632005288e-12
3,-0.000111993136618674,-1.40466973306122e-12
3,-4.93895275483421e-05,-1.20477130595894e-13
3,-3.66765612454974e-05,-4.9336215201178e-14
3,-0.000110783593016456,-1.35964753358269e-12
3,-7.57441748207716e-05,-4.34557966358551e-13
3,-0.000260529441500175,-1.76835895251179e-11
3,0.000131707584026989,2.28471666806721e-12
3,-0.000108158362916488,-1.26526156468081e-12
3,-2.84735916249865e-05,-2.30848340016626e-14
3,-8.11931858241116e-05,-5.3525255273115e-13
3,-0.000102417621707211,-1.07429625037644e-12
3,-4.28939368080478e-05,-7.89201174537823e-14
3,-7.98917188089039e-05,-5.099238138173e-13
3,-0.000160786452521111,-4.15669692368078e-12
3,-0.000205258117457922,-8.64770814984709e-12
3,-2.06034481198718e-05,-8.74620646726032e-15
3,-5.75241162895401e-05,-1.90348678786112e-13
3,-0.000118554012887087,-1.6662830496815e-12
3,-1.76018095019754e-05,-5.45345770688449e-15
3,0.000100669792287085,1.02022865560826e-12
3,6.71342992827478e-05,3.02575236158793e-13
3,-2.76788122448778e-05,-2.12051988379375e-14
3,-0.000107087738563393,-1.22805902818809e-12
3,-9.9309868982005e-05,-9.79438625010579e-13
3,-0.000107618163636579,-1.24639796517853e-12
3,-0.000137579012405441,-2.60409343558548e-12
3,-1.44122315146912e-05,-2.99359944563896e-15
3,-3.63489467244314e-05,-4.80258978458552e-14
3,-2.2880257018487e-05,-1.19779555197502e-14
3,-5.5656126032458e-05,-1.7240065893384e-13
3,0.000139634874889926,2.72258658771585e-12
3,0.000262048316598026,1.79946797686894e-11
3,0.000207803919274969,8.97348627433195e-12
3,-8.9163031416864e-05,-7.08850216550039e-13
3,-0.000169288450894238,-4.85156654635789e-12
3,-5.16282483588432e-05,-1.37613858399227e-13
3,-0.000277227440035406,-2.1306329737969e-11
3,-0.000290636488718945,-2.45499388142065e-11
3,-0.000215194105568245,-9.9653168986363e-12
3,-7.54547358115197e-05,-4.29595287399896e-13
3,-0.000209374098585964,-9.17843980185005e-12
3,-0.000139276768722621,-2.70169330925609e-12
3,-0.000335719361873789,-3.78380866000272e-11
3,-1.55197391388484e-05,-3.73812010997851e-15
3,0.000156180049926583,3.80957626248964e-12
3,0.000165332224417371,4.51931410062385e-12
3,0.000208790708251072,9.10193023668131e-12
3,5.47061158837597e-05,1.63722226962146e-13
3,-7.3150787374195e-05,-3.91432620545937e-13
3,-5.2793069487174e-05,-1.47139996125306e-13
3,-0.000147788267139239,-3.22789850563865e-12
3,-1.85287761521795e-05,-6.36121689579377e-15
3,-0.000246443750530108,-1.49676434315464e-11
3,-5.71492074645427e-05,-1.86651135429022e-13
3,-0.000260941041436911,-1.77675347727622e-11
3,0.000125095552674565,1.95760745636029e-12
3,7.09582147646e-05,3.57279453711344e-13
3,0.00013921950814049,2.69836245357844e-12
3,0.000155995909865045,3.79611739525637e-12
3,5.49657980389968e-05,1.66064810176619e-13
3,0.000133191877402987,2.3628340551668e-12
