0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230909259285547,0,5.24298053006288e-05,0.000456316750875732,0,0,0,0,0,0,0,0,0,0,0,0,0.000290743813007982,0,9.1e-05,0,1.53481121767208e-05,0,0,0,0,0,2.78014184397163e-06,0,0,1.11046624105243e-05,2.24e-07,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179882548352863,0,0,0.000531983568670156,0,0.000120791149799751,0.00183225144356735,0,0,0,0,0.000143090909090909,0,0,5.24666666666667e-05,0,0,0,0,0.000310721592663338,0,0.00062861625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226994302093795,0,0,0,0,0,0,0,0,0,0,0,0,0.000384947335256359,0,0.0007190625,0,0,0,0,0,0.00120821002878762,0.000179592143479203,0,0,0,9.43122460824144e-06,1.95e-05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46842238433746e-05,0,0,1.10195630704713e-05,0,1.09750347562336e-05,3.45031339182569e-05,0,5.187e-06,0,0,0.000124622727272727,0,0,8.645e-07,0,6.3063829787234e-06,1.88071065989848e-06,0,2.16494381348176e-05,3.13578637859105e-05,3.705e-06,4.7418658762277e-07,0,0,0,0,0,0,8.27712765957447e-07,1.24767505830127e-06,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.00197671232876712,0,0,0,0,0,0.00399722911745152,0.0132024826705978,0,0,0.000488501758674038,0.00425663631681416,0.0003901663479497,0,0.000310066430527899,0,0.00183982046944119,0.0014429997114,0.0212779123193534,0,0.000524727272727273,0.00013822683137979,0,0,0,0.00122808510638298,0,0,0.000569721942235,0.000552854591309666,0.000829725,0.000461707900870046,0.00158195153153878,0,0,0,0.00178815048497551,0,0.00010234040506383,0,0,2.23331398723157e-05,0,0,0,0
0,0,0,0,0,0,0,0,0.00693765550958904,0,0,0,0,0,0.00140256460193906,0,0,0,0,0,0,0,7.77124245592504e-05,0,0,0.0005063258213,0,0,0.00460296017072727,0.000591482780869043,0,0.000253224510483333,0.0694653726,0,0,0,0.00390061134927397,0.000264593470720958,0.00277280890875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342237563156799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165375,0.000235173510055827,0.000805775889277842,0,0,7.55568773154713e-05,0,0.000270769693245567,0.000364893617021277,0.000471456162381048,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.00591780821917808,0,0,0,0,0,6.64819944598338e-05,0,0.00692307692307692,0.00548561773884208,0.000203119234375899,0.000707964601769912,0.000194677595650578,0,0.000475183481296097,0,0.0011321974384033,2.4e-05,0,0.00945421226518593,0,0,0,0.000668,0,0,0.00856852791878173,1.90961778999933e-05,0.00113707520568032,0.000455574835829359,0.0001635,0.000238053185689164,0.000605154137253563,0,0,2.46716334091335e-06,0,0,1.36170229787234e-05,0,0,9.28612884503773e-06,1.92e-05,0,0,0
0,0,0,0,-0.007,-0.046013524,0,-0.082836,0,0.000579546125998297,0,0,0.0053236291165118,0.000498542161169737,0.000808869927977839,0,0.00112417248461538,0,0.00049473895115998,0,0.000394765468250315,0.00348723253514263,8.96346759927053e-05,0,0.000744603155235361,0.000671780164,0.0043061446582771,0,0.000530961650909091,0.000241315046776084,0,0.00106154750666667,0.00365355875,0,0.00741550057529611,0.000464942708283604,0.000576767713697097,0.000101713319433889,0.0002519175615,0.000373934380511379,0.00128121278589833,0,0,0,3.62054730303357e-05,5.38169552666363e-05,0,0,0,3.3898691816599e-05,0,0,0,0
0,0,0,0,0,0,0,0,-0.09866610575,0,0,0.133413996318618,0.0321697332225579,0.00150587277149216,0.00978517379857839,0.0403994110266211,0,0,0.0118603536406384,0.00520707465445752,0.00378914547737373,0,0.000860355969479729,0.0369982762568574,0.00450386068015588,0.0112110887114338,0.0520881000307859,0,0.00641923350555836,0.000422972157218269,0,0.00264933610015982,0,0.015031692516114,0.0179264041171472,0,0.0125708308011998,0,0.0033107761410045,0,0,0,0,0,0,0.000325240922924246,0,0,0,0.000474681041021319,0,0,0,0
