0,4.11778029988444e-05,0.00263786802843902,0.0200967506832909,0.000515958318459337,0.0106518612960469,0.00113516004855679,0.000406034298873199,0.00211261609754941,7.30593694719266e-05,0.00104449689166089,0.000273129145795091,0,0.000198282529955268,0.0419123385179927,0.000555504899638127,0.0003246373688566,0.00416725547912976,0.0007412004539792,0.000579484826046991,0.00895253584059912,0.00238727377187813,0,0,0.00687048104539187,0,0,0.000632056688200093,0.00157180678103041,0.00180730835484367,0,1.1118006809688e-06,0,0,0,0
-2.999985e-05,0,0,0.000430896044839695,3.52121681057419e-05,0.00028551061668456,8.39683364142825e-07,8.883301475352e-06,2.72510906514415e-06,0,1.80135925156841e-06,1.14827147390569e-05,0.000329227329278981,0,2.99818407334884e-05,0,3.16899810224507e-07,0,0,0,6.01000044574733e-07,0.000195178106631259,0,0,7.67085325667722e-06,0,0,2.28190628055429e-07,1.55081108632999e-07,0,4.66967102689824e-05,0,2.03480580819571e-05,0,0,0
-0.014993925,0,0,0.00134603616841927,0.00117293561241724,0.00178024748035256,0.00200618075418873,0,0.0002351868590715,9.786711822313e-07,5.99170734323366e-05,3.58697870066589e-05,0,2.65610556742761e-05,0.000276101714048144,0.000368734964606586,0.00019510965050146,5.94807907325073e-05,0,1.73347994608904e-05,0.000527211795624493,0.000370106712457681,0,3.02300420101895e-05,9.54986310319015e-06,8.39674246742746e-06,0,0,0,0,0,0,0,0,0,0
-0.002999985,-0.006646249255,-0.006059976,0,9.45362066274356e-05,0,6.7843624472442e-06,0,0,0,5.30198263146144e-06,9.17101319295494e-06,4.05118109163657e-07,1.4213724777212e-06,0,0,2.36744113705922e-06,0.000884172071521112,0.000118071919929392,4.17439808439914e-05,0.000332698294292147,0.000466039647762661,8.6541348894e-07,1.79745784773496e-05,0.000283914199884965,8.23786883806218e-05,0.000118313077009458,1.07031857793194e-06,2.4508966201693e-06,0,0,7.9698526036272e-05,0,4.60172475434089e-06,0,0
-0.0605697,-0.42711463125,-4.1527512,-4.97175286,0,0,0.00943998413852783,0,0.114887009786438,0.110067292382799,0.0670808540804374,1.29092286012587,0.0712811428575967,0,0,0,0,0.535165723724832,0.066999163,0,0.0255983125024994,0.176300839360971,0.121816644772918,0.0407982461607387,0.103107405360511,0.0151095778736845,0.040688490549685,0.0171485810011825,0.0715552423531054,0.0108966210087234,0.0248732892529125,0.01004987445,0,0.00158255738851491,0,0
-0.01199394,-0.033217696275,-0.06045576,0,0,0,0.000118061928204492,1.21918607666221e-05,0.000265615697808409,0,1.33697563632504e-06,0,0,0,0,0,8.70726269456161e-06,0,0,1.55426549496595e-05,0.00212581231082802,0.00179204728922178,0,0,0.000256876742123693,0,0,0.000208621772747464,0,0.00610814382257475,0.000542989232684184,0,0,0,0,0
-0.08695755,-0.006646249255,-4.6349088,-0.2328250985,-0.020533333433333,-0.0358428,0,0.0507812415407206,0,0,0.0071604886413261,0,0.0507243674183113,0.00708831828574796,0,0.0132075500608301,0.0352332272414635,0,0,0.0924899665713135,0.172040010616244,0.104547671922056,0,0,0.165596592123956,0,0,0.00395465607814208,0.0181116014070557,0.0161545979197242,0,0,0,0,0,0
-0.002999985,-0.0067817479,0,0,0,-0.000357,-0.0167927832,0,0,0,0.00496107845595936,0,0.000608275086543844,0.000849710487709095,0.00298522740060285,0.00714517513545885,0.0114948321467583,0,0,0.110910959902229,0.00910176098213165,0.00752228532995252,0,0.0038683382567011,0.0137478680299687,0.00268618846504485,0,0.00155821580692334,0,0.0193720684365225,0.000707517822123579,0,0,0,0,0
-0.04986576,-0.006646249255,-0.16742328,0,-0.07700001,-0.0248472,0,0,0,0,0.00190290176553122,0,0.00190042514651651,0,0,0.00892942736211291,0.00815325330281346,0,0,0.0207910514718035,0.00454984024976114,0.00940070735531175,0,0,0.00577278408502109,0,0,0.00939795754811474,0,0.148888735303505,0.025199560974784,0.0004465657968,0.0107337303819804,0,0,0
-0.002999985,0,-0.0012119952,0,-0.12833332433333,0,0,0,0,0,0,0,0.00155427395411692,0.00260543213188009,0,0,0,0.0700152126351809,0.024348432,0.0170040845021242,0.0241872395530199,0.0384421207523458,0.0431631294545454,0.0296533103831836,0.0187353398066968,0.00823654861314313,0.0070976490984895,0.015787819338722,0.00951372252369402,0,0,0.00292181184,0,0,0,0
