0, 15, 3, 17, 2, 20
 0, 15, 3, 17, 2, 23
 0, 15, 3, 17, 2, 24
 0, 15, 3, 17, 4, 20
 0, 15, 3, 17, 4, 23
 0, 15, 3, 17, 4, 24
 0, 15, 3, 17, 7, 23
 0, 15, 3, 17, 7, 24
 0, 15, 3, 17, 8, 24
 0, 15, 3, 17, 9, 20
 0, 15, 3, 17, 9, 23
 0, 15, 3, 17, 9, 24
 0, 15, 3, 17, 10, 20
 0, 15, 3, 17, 10, 24
 0, 15, 3, 17, 12, 20
 0, 15, 3, 17, 12, 23
 0, 15, 3, 17, 12, 24
 0, 15, 3, 17, 13, 20
 0, 15, 3, 17, 13, 23
 0, 15, 3, 17, 13, 24
 0, 15, 3, 17, 14, 20
 0, 15, 3, 17, 14, 23
 0, 15, 3, 17, 14, 24
 0, 15, 3, 17, 16, 23
 0, 15, 3, 17, 22, 20
 0, 15, 3, 17, 22, 23
 0, 15, 3, 17, 22, 24
 0, 15, 3, 17, 26, 24
 0, 15, 3, 23, 1, 20
 0, 15, 3, 23, 1, 24
 0, 15, 3, 23, 2, 17
 0, 15, 3, 23, 2, 20
 0, 15, 3, 23, 2, 24
 0, 15, 3, 23, 4, 17
 0, 15, 3, 23, 4, 20
 0, 15, 3, 23, 4, 24
 0, 15, 3, 23, 7, 17
 0, 15, 3, 23, 7, 24
 0, 15, 3, 23, 9, 17
 0, 15, 3, 23, 9, 20
 0, 15, 3, 23, 9, 24
 0, 15, 3, 23, 12, 17
 0, 15, 3, 23, 12, 20
 0, 15, 3, 23, 12, 24
 0, 15, 3, 23, 13, 17
 0, 15, 3, 23, 13, 20
 0, 15, 3, 23, 13, 24
 0, 15, 3, 23, 14, 17
 0, 15, 3, 23, 14, 20
 0, 15, 3, 23, 14, 24
 0, 15, 3, 23, 16, 17
 0, 15, 3, 23, 18, 20
 0, 15, 3, 23, 19, 24
 0, 15, 3, 23, 20, 24
 0, 15, 3, 23, 21, 20
 0, 15, 3, 23, 21, 24
 0, 15, 3, 23, 22, 17
