0, 1, 2, 4
 0, 1, 2, 5
 0, 1, 2, 8
 0, 1, 2, 10
 0, 1, 2, 12
 0, 1, 2, 13
 0, 1, 2, 14
 0, 1, 2, 16
 0, 1, 2, 18
 0, 1, 3, 4
 0, 1, 3, 5
 0, 1, 3, 8
 0, 1, 3, 10
 0, 1, 3, 12
 0, 1, 3, 14
 0, 1, 3, 16
 0, 1, 3, 18
 0, 1, 3, 21
 0, 1, 4, 2
 0, 1, 4, 3
 0, 1, 4, 5
 0, 1, 4, 8
 0, 1, 4, 9
 0, 1, 4, 10
 0, 1, 4, 12
 0, 1, 4, 13
 0, 1, 4, 14
 0, 1, 4, 16
 0, 1, 4, 20
 0, 1, 4, 22
 0, 1, 5, 2
 0, 1, 5, 3
 0, 1, 5, 4
 0, 1, 5, 8
 0, 1, 5, 9
 0, 1, 5, 10
 0, 1, 5, 12
 0, 1, 5, 14
 0, 1, 5, 16
 0, 1, 5, 18
 0, 1, 5, 20
 0, 1, 5, 22
 0, 1, 6, 10
 0, 1, 6, 12
 0, 1, 6, 13
 0, 1, 6, 14
 0, 1, 6, 18
 0, 1, 7, 10
 0, 1, 7, 12
 0, 1, 7, 13
 0, 1, 7, 14
 0, 1, 7, 16
 0, 1, 7, 18
 0, 1, 7, 20
 0, 1, 7, 21
 0, 1, 7, 22
 0, 1, 8, 2
 0, 1, 8, 3
 0, 1, 8, 4
 0, 1, 8, 5
 0, 1, 8, 9
 0, 1, 8, 10
 0, 1, 8, 12
 0, 1, 8, 13
 0, 1, 8, 14
 0, 1, 8, 20
 0, 1, 8, 22
 0, 1, 9, 4
 0, 1, 9, 5
 0, 1, 9, 8
 0, 1, 9, 10
 0, 1, 9, 12
 0, 1, 9, 13
 0, 1, 9, 14
 0, 1, 9, 20
 0, 1, 9, 22
 0, 1, 10, 2
 0, 1, 10, 3
 0, 1, 10, 4
 0, 1, 10, 5
 0, 1, 10, 6
 0, 1, 10, 7
 0, 1, 10, 8
 0, 1, 10, 9
 0, 1, 10, 12
 0, 1, 10, 13
 0, 1, 10, 14
 0, 1, 10, 16
 0, 1, 10, 18
 0, 1, 10, 20
 0, 1, 10, 21
 0, 1, 10, 22
 0, 1, 11, 4
 0, 1, 11, 5
 0, 1, 11, 7
 0, 1, 11, 8
 0, 1, 11, 9
 0, 1, 11, 20
 0, 1, 11, 22
 0, 1, 12, 2
 0, 1, 12, 3
 0, 1, 12, 4
 0, 1, 12, 5
 0, 1, 12, 6
 0, 1, 12, 7
 0, 1, 12, 8
 0, 1, 12, 9
 0, 1, 12, 10
 0, 1, 12, 13
 0, 1, 12, 14
 0, 1, 12, 18
 0, 1, 12, 20
 0, 1, 12, 21
 0, 1, 12, 22
 0, 1, 13, 2
 0, 1, 13, 4
 0, 1, 13, 6
 0, 1, 13, 7
 0, 1, 13, 8
 0, 1, 13, 9
 0, 1, 13, 10
 0, 1, 13, 12
 0, 1, 13, 14
 0, 1, 13, 16
 0, 1, 13, 18
 0, 1, 13, 21
 0, 1, 14, 2
 0, 1, 14, 3
 0, 1, 14, 4
 0, 1, 14, 5
 0, 1, 14, 6
 0, 1, 14, 7
 0, 1, 14, 8
 0, 1, 14, 9
 0, 1, 14, 10
 0, 1, 14, 12
 0, 1, 14, 13
 0, 1, 14, 18
 0, 1, 14, 20
 0, 1, 14, 21
 0, 1, 14, 22
 0, 1, 16, 2
 0, 1, 16, 3
 0, 1, 16, 4
 0, 1, 16, 5
 0, 1, 16, 7
 0, 1, 16, 10
 0, 1, 16, 13
 0, 1, 16, 18
 0, 1, 16, 20
 0, 1, 16, 21
 0, 1, 19, 2
 0, 1, 19, 3
 0, 1, 19, 5
 0, 1, 19, 7
 0, 1, 19, 8
 0, 1, 19, 9
 0, 1, 19, 10
 0, 1, 19, 12
 0, 1, 19, 14
 0, 1, 19, 16
 0, 1, 19, 18
 0, 1, 19, 21
 0, 1, 20, 4
 0, 1, 20, 5
 0, 1, 20, 7
 0, 1, 20, 8
 0, 1, 20, 9
 0, 1, 20, 10
 0, 1, 20, 12
 0, 1, 20, 14
 0, 1, 20, 16
 0, 1, 20, 21
 0, 1, 20, 22
 0, 1, 22, 4
 0, 1, 22, 5
 0, 1, 22, 7
 0, 1, 22, 8
 0, 1, 22, 9
 0, 1, 22, 10
 0, 1, 22, 12
 0, 1, 22, 14
 0, 1, 22, 20
 0, 1, 22, 21
 0, 1, 26, 5
 0, 1, 26, 7
 0, 1, 26, 8
 0, 1, 26, 9
 0, 1, 26, 12
 0, 1, 26, 14
 0, 1, 26, 20
 0, 1, 26, 22
 0, 1, 27, 5
 0, 1, 27, 8
 0, 1, 27, 9
 0, 1, 27, 20
 0, 1, 27, 22
 0, 2, 1, 3
 0, 2, 1, 4
 0, 2, 1, 5
 0, 2, 1, 6
 0, 2, 1, 7
 0, 2, 1, 8
 0, 2, 1, 9
 0, 2, 1, 10
 0, 2, 1, 12
 0, 2, 1, 13
 0, 2, 1, 14
 0, 2, 1, 16
 0, 2, 1, 20
 0, 2, 1, 22
 0, 2, 4, 1
 0, 2, 4, 3
 0, 2, 4, 5
 0, 2, 4, 8
 0, 2, 4, 9
 0, 2, 4, 10
 0, 2, 4, 12
 0, 2, 4, 13
 0, 2, 4, 14
 0, 2, 4, 16
 0, 2, 4, 20
 0, 2, 4, 22
 0, 2, 5, 1
 0, 2, 5, 3
 0, 2, 5, 4
 0, 2, 5, 8
 0, 2, 5, 9
 0, 2, 5, 10
 0, 2, 5, 12
 0, 2, 5, 14
 0, 2, 5, 16
 0, 2, 5, 18
 0, 2, 5, 20
 0, 2, 5, 22
 0, 2, 8, 1
 0, 2, 8, 3
 0, 2, 8, 4
 0, 2, 8, 5
 0, 2, 8, 9
 0, 2, 8, 10
 0, 2, 8, 12
 0, 2, 8, 13
 0, 2, 8, 14
 0, 2, 8, 20
 0, 2, 8, 22
 0, 2, 10, 1
 0, 2, 10, 3
 0, 2, 10, 4
 0, 2, 10, 5
 0, 2, 10, 6
 0, 2, 10, 7
 0, 2, 10, 8
 0, 2, 10, 9
 0, 2, 10, 12
 0, 2, 10, 13
 0, 2, 10, 14
 0, 2, 10, 16
 0, 2, 10, 18
