0,0.0015,0.00388235294117647,0,0,0.000483870967741935,1.28205128205128e-05,0,0,0,0,0,0,0
-0.9,0,0,0.0377557752,0.002265346512,0.0456723087096774,0.0246864713333333,0.000222967176377953,0,0,0.00064356435,0,0,0
-19.8,0,0,0.4409900946,0.026459405676,0.533455759596774,0.2883397115,0.00260427221220472,0,0,0.0075168766125,0,0,0
0,-0.72277227,-0.945544545,0,0,0.0235161290322581,0.383192307692308,0,0,0.00500839694656489,0.000828409090909091,0,0,0
0,-0.072277227,-0.0945544545,0,0,0,0,0,0,0.101221374045802,0.0332386363636364,0.0278104026845638,0,0
-9,-3.61386135,-4.727722725,-0.4,0,0,0.149038461538462,0,0,0.0177480916030534,0,0,0.611842105263158,0.0313742897727273
-0.3,-2.45742601,-3.214851835,-8.2,0,-0.645,0,0.0230007874015748,0,0.481647022900763,0.199165909090909,0.254861073825503,0.0219631578947368,0
0,-0.072277227,-0.0945544545,0,0,0,-0.15,0,0,0.232671755725191,0,0.255704697986577,8.40300751879699,0
0,0,0,0,0,0,0,0,0,0.000458015267175573,0,0.000503355704697987,0,0.00170454545454545
0,0,0,-0.9,-5.338,-0.645,-8.1,-1.4244,-0.35,0,0.753161558625,0.722833073733221,0.99666491968421,0.0706088961210938
0,-0.361386135,-0.4727722725,-0.1,-1.1775,0,-2.25,0,0,-2.159405919,0,0.181610738255034,0.678195488721804,0.128125
0,0,0,0,-1.3345,0,-3.9,-1.4244,-0.35,-2.807228349,-0.6306,0,3.70371428571429,0.233235795454545
0,0,0,0,0,-9.03,-0.15,-20.8912,0,-1.7275247352,-1.051,-3.306,0,8.22748579545455
0,0,0,0,0,-2.451,0,0,-2.8,-0.6478217757,-1.051,-1.102,-182,0
