"V1","V2","V3"
3,-0.00794175186713619,-5.00897589142834e-07
3,-0.00124145711695016,-1.91335329042753e-09
3,-0.00363002246525743,-4.7833035072848e-08
3,-0.0166743486586463,-4.63603424071601e-06
3,-0.00922340709640129,-7.84646664566448e-07
3,-0.00448047092000574,-8.9943749639284e-08
3,-0.00459114406402108,-9.67749067904166e-08
3,-0.00518155659905019,-1.39117171522263e-07
3,-0.00876139498573727,-6.72542570715743e-07
3,-0.00326086229842217,-3.46734757607784e-08
3,-0.0149784186907568,-3.36045356509014e-06
3,-0.00220255488794996,-1.06851400708963e-08
3,-0.00688199630622225,-3.25944236135019e-07
3,-0.00273538271622848,-2.04670049873569e-08
3,-0.00586566380173598,-2.01814098182635e-07
3,-0.00453023979123652,-9.29744399773931e-08
3,-0.0014064843311696,-2.78230473543401e-09
3,0.0223537952224785,1.11700162378852e-05
3,-0.0335639005342847,-3.78109227541939e-05
3,-0.0118564821288885,-1.66673882924362e-06
3,-0.00939141069655867,-8.28309227297053e-07
3,-0.0314351323261545,-3.10631775174571e-05
3,-0.00575411994416188,-1.90518314831951e-07
3,-0.00412180534725934,-7.00265023501259e-08
3,-0.00710054825923673,-3.57993919647064e-07
3,-0.0154597995512255,-3.69497560911661e-06
3,-0.00918089024141044,-7.73845722167687e-07
3,-0.0108916365758142,-1.29205031139493e-06
3,-0.00193246033121081,-7.21658552627419e-09
3,-0.00450539701953843,-9.14532623197315e-08
3,0.00349435220768232,4.26677783765341e-08
3,-0.000629417613924404,-2.49354193740251e-10
3,-0.00210241816070276,-9.29302911949513e-09
3,-0.00042826690553251,-7.85495219585313e-11
3,-0.000741305426592442,-4.07372340218358e-10
3,-0.00128534813249465,-2.12354912748912e-09
3,-0.000803107705136298,-5.17990002670298e-10
3,-0.0013009170139315,-2.20165254097057e-09
3,0.0102174910773965,1.06667668212451e-06
3,-0.00476199503400674,-1.07985840892168e-07
3,-0.00366910039555067,-4.93945218624319e-08
3,-0.00481836525882915,-1.11866269755894e-07
3,-0.00230897528104847,-1.23099942673713e-08
3,-0.0162410949816254,-4.28396504589362e-06
3,-0.00296794902443491,-2.61438361202082e-08
3,-0.00177817446925169,-5.62241775493131e-09
3,-0.00145698083335382,-3.09286893091869e-09
3,-0.00308317348195928,-2.93085198456625e-08
3,-0.0019264200235213,-7.14912599694258e-09
3,-0.0036330066013532,-4.79510985250986e-08
3,0.0469335962164727,0.000103383563567967
3,-0.0329567875209671,-3.5796009614824e-05
3,-0.0179099677101112,-5.74492559835713e-06
3,-0.0142162407738941,-2.87312360952032e-06
3,-0.0196462756504015,-7.58299377709728e-06
3,-0.0120252155532715,-1.73891602471453e-06
3,-0.0312511831106173,-3.05210444006149e-05
3,-0.0193696811919375,-7.26720511151598e-06
3,-0.0213901777221464,-9.78685556178743e-06
3,-0.0467322367983643,-0.00010205862336054
3,-0.00630947374390827,-2.5117673584691e-07
3,-0.0121746741406721,-1.80456295625783e-06
3,-0.00592635104473884,-2.08143148382442e-07
3,-0.031499678557193,-3.12549181548884e-05
3,-0.0090457948196574,-7.40184860684765e-07
3,-0.025980306009572,-1.75360908323278e-05
3,-0.00444811402223715,-8.80091312541218e-08
3,0.0690716788709245,0.000329533853218822
3,-0.00564602700216938,-1.79981908418408e-07
3,-0.0110513902578332,-1.34974195094681e-06
3,-0.0188005749700654,-6.64528167090527e-06
3,-0.0276204139790438,-2.10712621718251e-05
3,-0.00610577544722681,-2.27626323777542e-07
3,-0.00800954885572331,-5.1383556950504e-07
3,-0.00479485719891975,-1.10236910310317e-07
3,-0.020780046116246,-8.97303829227982e-06
3,-0.00628510385051439,-2.48277505995957e-07
3,-0.0065743565219024,-2.84157913661148e-07
3,-0.00531556400766325,-1.50192434285501e-07
3,-0.00327874209093225,-3.52469683014446e-08
3,0.0375361687626381,5.2887109184876e-05
3,-0.00814337812451102,-5.4002492224943e-07
3,-0.0131310759265118,-2.26412780178558e-06
3,-0.0108966609557038,-1.29383922898367e-06
3,-0.0110256504282883,-1.34033283451277e-06
3,-0.0295753629575386,-2.58696319118436e-05
3,-0.00343320835512323,-4.04669508851465e-08
3,-0.0113746295770028,-1.47167457626799e-06
3,-0.0177205487147249,-5.56456855064305e-06
3,-0.00311292404867843,-3.01651558707347e-08
3,-0.0047868115803664,-1.09682918796545e-07
3,-0.00386216107467291,-5.76091075361048e-08
3,0.0297947613025526,2.64496379347018e-05
