0, 5, 7
 0, 5, 13
 0, 5, 15
 0, 7, 5
 0, 7, 15
 0, 13, 5
 0, 15, 5
 0, 15, 7
 1, 2, 4
 1, 2, 5
 1, 2, 6
 1, 2, 7
 1, 2, 15
 1, 3, 4
 1, 3, 5
 1, 3, 6
 1, 3, 7
 1, 4, 2
 1, 4, 3
 1, 4, 7
 1, 4, 15
 1, 5, 2
 1, 5, 3
 1, 5, 6
 1, 5, 7
 1, 5, 15
 1, 5, 16
 1, 6, 2
 1, 6, 3
 1, 6, 5
 1, 6, 15
 1, 6, 16
 1, 7, 2
 1, 7, 3
 1, 7, 4
 1, 7, 5
 1, 7, 15
 1, 7, 16
 1, 15, 2
 1, 15, 4
 1, 15, 5
 1, 15, 6
 1, 15, 7
 1, 15, 16
 1, 16, 5
 1, 16, 6
 1, 16, 7
 1, 16, 15
 2, 4, 7
 2, 4, 15
 2, 5, 6
 2, 5, 7
 2, 5, 15
 2, 6, 5
 2, 6, 15
 2, 7, 4
 2, 7, 5
 2, 7, 15
 2, 15, 4
 2, 15, 5
 2, 15, 6
 2, 15, 7
 3, 4, 7
 3, 5, 6
 3, 5, 7
 3, 5, 13
 3, 6, 5
 3, 7, 4
 3, 7, 5
 3, 13, 5
 4, 7, 15
 4, 15, 7
 5, 6, 15
 5, 6, 16
 5, 7, 10
 5, 7, 15
 5, 7, 16
 5, 9, 10
 5, 9, 16
 5, 10, 7
 5, 10, 9
 5, 10, 16
 5, 11, 15
 5, 11, 16
 5, 13, 16
 5, 14, 15
 5, 14, 16
 5, 15, 6
 5, 15, 7
 5, 15, 11
 5, 15, 14
 5, 15, 16
 5, 16, 6
 5, 16, 7
 5, 16, 9
 5, 16, 10
 5, 16, 11
 5, 16, 13
 5, 16, 14
 5, 16, 15
 6, 15, 16
 6, 16, 15
 7, 10, 16
 7, 15, 16
 7, 16, 10
 7, 16, 15
 9, 10, 16
 9, 16, 10
 11, 15, 16
 11, 16, 15
 13, 16, 17
 13, 17, 16
 14, 15, 16
 14, 16, 15
 15, 16, 17
 15, 17, 16
