0,0,0,0,0,0,0,0,0,0,0,0,0,5.91748679678531e-06,0.000162762031578947,2.47653866790528e-06,0,0.000125032786657682,0,0.0034005199892678,0,0.000116917848204159,0,1.25455459837728e-05,1.78637256816138e-05,6.75977132458619e-05,3.29006874353019e-05,0,0,3.60743109117351e-06,1.91716965077806e-05,1.78256560953214e-07,0,0,0,0,0,0,0,0,5.01727805144283e-06,6.07448897332667e-06,3.91452987341772e-06,0,0,0.000136950377441044,0,0,2.5578136889677e-06,6.54803250641574e-08,0,2.00759226767833e-05,0,0,0,4.79922659365688e-06,0,1.3563502631579e-05,0,0,0,0,0,0,7.26650700996617e-09,2.57342410489158e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63335342955678e-08,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189437531553189,0,0,0
0,0,0,0,0,0,4.69617879857143e-06,0,0,0,5.28875656495268e-06,0,0,0,0,0,0,0,0,0,2.28100113073469e-05,0,3.37670862253776e-06,0,0,0,0,0,5.38032476193486e-06,0,0,0,3.36278607860387e-07,2.87554685006998e-06,0,1.90407843668091e-05,7.90972778962048e-07,0.000248961130086264,0,6.09811577754595e-06,2.66669983879703e-06,3.22861093203439e-06,0,0,0,0,0,0,0,3.48030088232305e-08,1.96941293156251e-07,0,7.00271210346032e-05,0,0,0,1.7921309513088e-08,2.16271392039474e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.000108766588342857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000539720783364839,0,0.000109263004624746,0,0,0,0,0,0,0,7.46073144663478e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16737890917372e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000464461247637051,0,0.00151046653144016,0.00163764066524603,0,0,0,0,0,0,0.000195008551186358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18580317802406e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.000791872239747634,0,0,8.06791618828932e-06,0,0.00333584979699049,0,0.00261912452830189,0,0,0.000500341632653061,0.00273100831758034,0.000718029003021148,0.004849238336714,0.00782527269460919,0.00174446967916806,0.00159518412286702,0,0.00220386874088478,0.00772331786103111,6.391445857302e-05,0.0038122243633012,0,0.000448757697690693,0,0,0.000776435803768522,0.0157764378670645,0.0061059284937122,0.00011232785331602,0,0,0.00912896202531645,0.00219523394087667,0,0.00378480634834314,0,0,0.0029381157818817,0.000147251014237437,3.4329331153594e-05,0.000723748286774804,0.000188486319753917,0,0.00627641846147804,0.000607995062465645,0.000112201498241192,0,0,0,5.95383745583039e-05,2.60625612428935e-06,0,4.42469309155099e-08,0,2.91827064703445e-06,2.33458166284857e-08,0.000412241357728742,2.79890041888804e-05,1.9622992030121e-06,2.19581787264963e-07,0,0,0,0,0,0,0,0,0,5.49395325073445e-05,0,0.00224217126608582,0,0,0,0,0,0,0,0,0
0,0,-0.0156,-0.796230656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258628367969229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632351762541011,0.00765597156353419,0,0,0,0,0,0,0,8.252801328037e-05,0,1.63303167609317e-05,0,0,0,0.00604869685159246,0,0,0,0,0,0,0,0.000310037711626414,3.37910774900501e-05,0,0,0,0,0,0,0,0,0,0,0,0.0351892337701441,0.0049460206614125,0,0,0,0,0,0,0,0,0,0.000460879808581253,0,0.000473656804983969,2.56468482427902e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3191724137931e-05,0,0,0,0,0,0,0,2.13495714607686e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82854278306924e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66008875710653e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89964909259817e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94522773106483e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24462858392959e-06,0,0,0,0,0,6.92479295491249e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
