0,0.13044253783863,0.143958597507357,0.306408018837129,0.14557124306262,0.000184486373165618,0.0603384438166808,0.000329588014981273,0.00586666666666667,0.000246498599439776
-0.36,0,0.0331085089019307,0.158556722478771,0.0870464278526312,0.000127288029350105,0.115641808294403,0.00113701104868914,0.0202387966666667,0.000566913071895425
-0.6,-0.2425,0,0.0399083517947066,0.0101120214827865,0.00019222857442348,0.0698562467050029,0.00343419588014981,0.0611286866666667,0.000856144070961718
-1.6,-1.455,-0.25,0,0.0380071627668461,0,0.341331262627648,0.0709929494382023,0.459518,0.00160895658263305
-0.6,-0.6305,-0.05,-0.08,0,0,0.143691341433312,0.0217353707865169,0.3385284,0.000677327731092437
-0.04,-0.0485,-0.05,0,0,0,0,0.125056179775281,1.113,0
-0.36,-1.2125,-0.5,-1.04,-1.508,0,0,0.0393287191011236,0.1750128,0.00931440672268907
-0.04,-0.2425,-0.5,-4.4,-4.64,-0.5,-7.2,0,7.12,0
-0.04,-0.2425,-0.5,-1.6,-4.06,-0.25,-1.8,-1.2,0,0
-0.12,-0.485,-0.5,-0.4,-0.58,0,-6.84,0,0,0
