0,0,0.000833333333333333,0.000284090909090909,0.00134054582736344,0,0.00113580605884384,0,0,0,0.000460921139220062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00933333333333334,0.0190909090909091,0.00225211698997057,0,0.00293562181362716,0,0,0,0.00206492670370588,0,0.00518518518518519,0,0,0,0,0,0.000775550225186548,0.000711215874338315,0,0,0,0.000308773807747135,2.54545454545455e-05,0,0,0
-0.9,-1.05,0,0,0,0.0658536585365854,0,0,0,0,0.0265490576190756,0,0.133333333333333,0.15,0,0,0.113089005235602,0,0.0299140801143383,0.0274326122959064,0,0,0,0,0,0,0.00374566473988439,0
-0.3,-2.1,0,0,0,0.0630487804878049,0,0,0,0,0.0127091322120945,0.0590857142857143,0.127654320987654,0.143611111111111,0,0.344666666666667,0.108272251308901,0,0,0,0.168130081300813,0,0.089427027027027,0.0152034341528827,0,0,0.00119537572254335,0
-12,-2.1,0,0,0,0.136456975609756,0,0.479999897046102,0.479999897046102,0.479999897046102,0.093522017158066,0,0.0828849777777778,0,0,0,0,0,0.10330949439665,0.0947396441888583,0,0,0,0,0.000678149818181818,0,0.00129358057803468,0
0,0,-1.2,-1.175,-0.3,0,0,0,0,0,0,0.0496685714285714,0.160962962962963,0,0,0,0,0,0,0,0.0706666666666667,0,0.156612612612613,0.127802949378005,0.00632145454545455,0,0.0200971098265896,0
-7.8,-2.1,0,0,0,0,0,0,0,0,0.084408421852726,0.04905264,0,0,0,0,0.0898870366492147,0,0.0634046433299911,0.0726812838462555,0,0,0,0.0252436173880824,0,0,0.00297718335260116,0
0,0,0,0,-0.3,0,0,0,0,0,0.0171915509590724,0,0,0,0,0,0,0,0.0387410687082103,0.0355273741909919,0,0,0,0,0,0,0.00242546410404624,0
0,0,0,0,-0.3,0,0,0,0,0,0.0171915509590724,0,0,0,0,0,0,0,0.0387410687082103,0.0355273741909919,0,0,0,0,0,0,0.00242546410404624,0
0,0,0,0,-0.3,0,0,0,0,0,0.0257873264386086,0,0,0,0,0,0,0,0.0193705343541052,0.017763687095496,0.0568570853658537,0,0.0756045567567567,0,0,0,0.00161697606936416,0
-9,-4.2,-2.4,-1.175,-1.02,0,-1.2,-1.2,-1.2,-1.8,0,0,0,0,0,0,0,0,0.450698936942227,0.413312030724526,0,0,0.219888702702703,0.179439090322955,0.00739625636363636,0,0.0493796306358381,0
0,0,0,-2.35,0,-0.53,-0.3,0,0,0,0,0,0,0,0,0,0,0,0.104699280400184,0.0960141430356726,0.153658536585366,0,0.0681081081081081,0.416844640458632,0.00744545454545455,0,0.0436994219653179,0
0,-2.1,-2.4,-2.35,-0.18,-0.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963243243243243,0.235814968030883,0.00972,0,0.0216312138728324,0
0,0,-1.2,-1.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351219512195122,0.102857142857143,0.00778378378378378,0.031759591653991,0.0104727272727273,0.0017114468857213,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216141665422994,0.000712727272727273,0,0,0
0,0,0,-0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247019046197708,0.000712727272727273,0.000266225071112203,0,0
0,0,-2.4,-2.35,0,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912720672185876,0.0150484848484848,0,0.0287052023121387,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289017341040462,0
0,-2.1,-3.6,0,-1.5,0,-1.2,-3.6,-3.6,-1.8,-2.4,-1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253558560693642,0.0267066246575342
0,-2.1,-3.6,0,-1.5,0,-1.5,-3.6,-3.6,-1.8,-2.4,-1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276494670520231,0.0291224219178082
0,0,0,-2.35,0,-0.265,0,0,0,-0.6,0,-0.27,0,-0.3,0,0,0,0,0,0,0,0,0,0,0.00721227272727273,0,0.0137575144508671,0.0173884931506849
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,0,0,0,0,0.00470909090909091,0,0,0
0,0,0,-5.64,0,-2.65,0,0,0,-3.6,-0.6,-0.54,-1.32,-0.3,0,0,0,0,0,0,0,0,0,0,0.0298522727272727,0,0.0569436416184971,0.0539794520547945
0,-1.05,0,-2.35,0,-5.3,-0.6,0,0,0,-1.2,-8.1,-7.92,-3,-2.1,-2.24,-2.6,0,0,0,0,0,0,0,0.0502868842424242,0,0.0479614791907514,0
0,-2.1,0,0,-0.3,-6.36,0,0,0,0,-1.2,-3.51,-7.92,-24,-16.8,-15.68,-10.4,0,0,0,-7.74,-14.8,-7.1,-4.88,0,0.653677629962998,3.8150289017341,1.80821917808219
0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,-2.24,0,0,0,0,0,0,0,0,-1,0,0.437719075144509,1.65973479452055
0,0,-7.2,-2.35,-0.3,-10.6,-0.9,-3.6,-3.6,-2.4,-4.2,-10.8,-9.24,0,0,0,-10.4,-20,-16.2,-16.2,-7.74,0,-7.1,-2.44,-8,-2.4,0,32.2301369863014
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8,-1.8,-10.32,0,-7.1,0,-4,-9.6,-163.2,0
