0,0.0172379057532493,0,0.216049032693705,0,0,0.123455166221952,0.0442782628876447,0,0,0.0034406270526559,0
-0.126,0,0.403576939714618,0.100266951582784,0.592704019523816,0,0.189072642286908,0.0308238809434017,0,0.029652,0.0119757948624612,0
0,-0.189,0,0,0,0.247369245696439,0.0572412269625478,0,0,0,0,0
-0.315,-0.054,0,0,0.0350981062091741,0,0.107484474597353,0,0,0,0.0332836969941238,0
0,-0.864,0,-0.25,0,0.295461978740801,0.0918720291830944,0,0,0.0528299302325581,0,0
0,0,-4.988,0,-2.09,0,0.0360694646081285,0,0.304973079027356,0.0414826431007752,0.0837696654740955,6.2710089375
-1.05,-0.594,-3.712,-1.65,-2.09,-0.484,0,0,0,0,1.21232088839,0
-0.315,-0.081,0,0,0,0,0,0,0.390391933130699,0,0,0
0,0,0,0,0,-6.05,0,-1.95,0,0,0,0
0,-0.162,0,0,-2.09,-0.968,0,0,0,0,0.123586713473396,14.80275
-0.063,-0.081,0,-1.1,0,-2.42,-29.7,0,0,-3.5,0,673.741265625
0,0,0,0,0,-2.42,0,0,0,-5.6,-46.5,0
