0,0,0,0.000268461538461538,0.000245774647887324,0.000698,0.000204841057425929,0.000672207660933063,8.18096577590248e-05,0.000130609079913297,0,0.000356744770412422,5.18514919783959e-05,0,0.000103608669165941,0.000777860326894502,6.32190860173787e-05,0,0.000290833333333333,0
0,0,0,0,0,0,0,0,0,0,0,7.72322330087384e-07,3.53600432402815e-07,0,0,2.44390787518574e-05,4.35297072290999e-06,9.80095867212461e-07,4.36333333333333e-07,0
0,0,0,0.00145467692307692,0,0,0,0,0.00177316455696203,0.00212314228231321,0,0.00268478549996627,0.000842882402153337,0,0.0022456422015625,0.00280992570579495,0.000290302435981119,0,0.000409734,0
-0.1,0,-0.07,0,0.0325305164319249,0.013325,0.0168932243978025,0.00821287526137129,0.0129939052977028,0.0159575105086045,0,0.00514559752420719,0.00411781074978,0,0.0351277919419174,0.0534583952451709,0.00360015056403178,0.00307288880720142,0.00364216666666667,0
-0.015,0,0,-0.0403,0,0.0073059,0.000343048316664319,0,0.000685035161744023,0.000109365831167742,0,0.00431486036753002,2.17089865469893e-05,0,0,0.0157407949479941,0.000717785251060611,0.000168481938735706,0.0016754864,0
-0.04,0,0,-0.0155,-0.033,0,0.00131145231722778,0,0.000224472573839663,0,0,0.000235649172127251,0,0,0.00331666490522033,0.00592867756315007,0.00521369101092203,0,0.0016492,0
-0.05,0,0,-0.0837,-0.0066,-0.0266,0,0,0.00718886075949367,0.00191283546698921,0,0.00580522894018977,0,0,0.00500742301193073,0.00351258098068351,0.00784640012575658,0,0.000340752,0
-0.25,0,0,-0.062,0,0,0,0,0.00564601421407595,0.011267323777499,0.0244410267444841,0.0136779969214142,0,0,0.0117982441681667,0.00827617046246545,0.0169343667358006,0,0.0008028630265473,0
-0.05,0,-0.14,-0.1612,-0.033,-0.0114,-0.216,-0.06185568,0,0.00279387417218543,0,0.0033916307972161,0.00221832271269177,0,0.0057623935561939,0.00831965081723625,0.00687623845363616,0,0.01846467,0
-0.05,0,-0.105,-0.124,-0.0033,0,-0.036,-0.0773196,-0.0225,0,0,0.00371772981757065,0,0,0.0416468375309193,0,0.0117726635403548,0,0.0042085512,0.000287468755186977
0,0,0,0,0,0,0,-0.09278349,0,0,0,0.00251834617622079,0,0,0,0,0.00317689824585534,0,0.0014782044,0
-0.9,-1.4,-0.875,-0.2635,-0.858,-0.0494,-0.72,-0.6185568,-0.18,-0.217,-0.9,0,0.0784869407783162,0,0,0.00196239539375929,0.0110291300628844,0.091369755463775,0.149678438,0
-0.1,-0.49,-0.21,-0.1612,-0.0033,0,0,0,-0.09,0,0,-0.35,0,0,0,0,0,0,0.1049998716,0.00484117268407237
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86068098908042e-05,0,8.01666666666667e-05,1.47848057688406e-06
-0.05,0,-0.14,-0.3441,0,-0.133,-0.1188,-0.10206186,-0.0585,-0.465,0,0,0,0,0,0,0.0316461973678312,0,0.0314949514,0.000528043930237848
-0.6,-13.545,-0.28,-0.837,-0.957,-0.38,-0.1332,-0.11443299,-0.135,0,0,-0.0035,0,0,0,0,0,0,0.157482,0.0032270835510583
-0.295,-14.595,-0.175,-0.341,-0.264000033,-2.0216,-1.8,-1.4164947,-0.675,-1.271,-2.1,-0.119,0,-0.6,-1.8,0,0,0,0,0.0600690859240043
0,-0.175,0,-0.0155,-0.0033,0,0,0,0,0,0,-0.0525,0,0,0,0,0,0,0.0181916898096,0.000372779764992285
-2.5,-2.695,-0.455,-0.6355,-1.1352,-1.178,-0.144,-0.12371133,-3.339,-0.837,-1.8,-2.975,-3.6,-1,-3.3,-4.5,0,-4.14,0,0.922129257931849
0,0,0,0,0,0,0,0,0,-0.31,0,0,-0.9,-0.1,-0.3,-0.5,-2,-0.46,-20,0
