0,0.0713,0.0755625,0,0,0.0670157303370787,0,0,0,0,0,0,0,0,0.0575714285714286,0
-1.38,0,0.04801875,0.0615896932515337,0.0372509090909091,0,0.0135613034623218,0.0116541524459613,0,0,0,0.000365857142857143,0,0,0,0
-1.8,-0.1752,0,0.00202601226993865,0.00300218181818182,0.00927640449438202,0,0,0,0,0,0.0191657142857143,0.00656976127320955,0,0,0
0,-2.8616,-0.135,0,0,0,0,0,0.0940384615384615,0,0,0.112790178571429,0.0405338196286472,0,0,0
0,-1.168,-0.135,0,0,0,0,0,0.00308846153846154,0.0293065693430657,0,0.0172071428571429,0.00425994694960212,0,0,0
-2.22,0,-0.0675,0,0,0,0,0,0,0,0,0.000336928571428571,0.00225214854111406,0.0357144285714286,0,0.00491957055214724
0,-0.7592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994049079754601
0,-0.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1.56,-0.07,0,0,0,0,0,0,0.241428571428571,0.151724137931034,0.557142857142857,0,0
0,0,0,0,-0.28,0,0,0,0,0,0,0.0266171428571429,0.0370663129973475,0.153048571428571,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.0584,-4.3875,-4.03,-0.84,-0.12,0,0,-2.6,-0.3216,0,0,27.2944297082228,0,0,0
0,0,-2.025,-1.95,-0.28,-1.08,0,0,-2.2,-0.603,0,-96,0,84.825,0,0
0,0,0,0,0,-6.36,0,0,-3,-0.9246,0,0,-84,0,0,0
-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215153374233129
0,0,0,0,0,-2.04,-1.41,0,0,0,0,0,0,0,-1.95,0
