0,0.0198453608247423,0.0038659793814433,0,0.00507518796992481,0.0121621621621622,0.000858778625954198,0,6.1042756788565e-05,0,0,0.00157913908144638,0.000156672362577448,0,0,0,0,0,0.000347651421508035,0,0,0,0,0,0,0,0,0,0,0,0
-3.85,0,0,0,0,0,0,0,0.0355268844509448,0.0192008797653959,0.010607530836566,0,0.0030394438340025,0,0.0128067898193179,0,0,0,0.0053955500618047,0,0,0,0.00125158132210571,0,0,0,0,0,0,0,0
-0.5,0,0,0,0,0,0.0222137404580153,0.0185114409610987,0.00789486321132107,0.0426686217008798,0.0141433744487547,0.00204235321200398,0.010131479446675,0,0,0,0.0102464788732394,0.015989010989011,0.0161866501854141,0.00286773531689953,0,0.00256687668766877,0.0104298443508809,0,0.000917576991331262,0,0,0,0,0,0
0,0,0,0,2.77443609022556e-05,0,0,0,0,9.46847507331378e-05,0,2.58978809357206e-05,1.28471337313508e-06,0.000146881309751386,0,0.000185465992488569,1.94894366197183e-05,0.000304120879120879,0,9.0910165973877e-05,3.79476589688109e-05,6.64266426642664e-06,2.7244473831198e-05,0,0.000116352546323449,1.44740847200736e-05,2.17616376598868e-06,0,0,0,0
-0.15,0,0,-0.246,0,0,0.00025381679389313,0.000761449994173031,0.000757744087602053,0.00563104838709677,0.000888821169180761,0,0.00113448198546359,0.00661761998541138,3.63306728610582e-05,0.00257108369824679,0.00152200704225352,0.000274038461538462,0.000452101359703337,0.000983012363782573,0.000683880574912175,1.7956795679568e-05,4.76690480641635e-05,0,0.00131054273890741,0,0,0,0,0,0
-0.2,0,0,0,0,0,0,0.000127099171959709,0,0.00125322580645161,0.000134872385207197,0,0,0.000220919043122004,0,0.0001459138327396,0,0.00060989010989011,0.00185228677379481,0.000765714893893793,0,5.99459945994599e-05,6.36543077909432e-05,0,0.000525005391947269,3.48319437165998e-05,4.36412245753827e-05,0,0,0,0
-0.025,0,-0.04545,0,-0.019306,0,0,0,0,0.00667610190615836,0,0,0.00386746632240526,0.00128537068125661,3.92037401066954e-05,0.00169793748825614,0.00704955281690141,0.0058550521978022,0,0.00954674999852179,0.0067744962936758,0.000348783078307831,0.000185179556759571,0,0.00254552726937916,0.000420524252133064,0,0,0,0,0
0,0,-0.22725,0,-0.347508,-0.09,0,0,0.016035858978752,0.0479437194134897,0,0.00441316959883551,0.0131354175631807,0,0,0.0705026305472581,0,0.00345494681318681,0,6.19667658055577e-05,0,0.00316947055985599,0.0328139844041211,0,0.000188358787108264,0.0103592136139554,0,0,0,0,0
-0.05,-1.5,-0.4545,0,-1.621704,0,0,-0.441799718,0,0.0378322390029325,0.00627012897445225,0,0.0359324052758896,0.0051351909108731,0.0408264110819175,0.0159610321141886,0,0,0,0,0,0.0116118753375338,0.018495294599018,0,0.00203392977414363,0.010120714258817,0.00338141997798281,0,0,0,0
0,-0.3,-0.909,-8.61,-4.459686,-1.54,-0.69513,-0.488799688,-0.07,0,0,0,0,0.20903320054971,0.0366108368802363,0.287939722972498,0,0,0,0.00470466268140151,0,0.042970297029703,0.0684427174310727,0,0.0376332693867306,0.101120898224826,0,0,0,0,0
0,-0.1,-0.1818,0,-0.424732,-0.1,0,0,-0.007,0,0,0.00924182599010266,0.000458458260393644,0.124486915920401,0,0.0763670038330412,0.0463662084507042,0.0180879164835165,0.0642937115451174,0.000648837591575362,0.0406256011978708,0.0103115776633663,0.00471959531917188,0,0.0310370650401274,0.00237597846067913,0,0,0,0,0
-0.05,0,-0.004545,-0.246,0,0,0,-0.004699997,0,0,-0.008799998,0,0.00545675807976782,0.00283577853562519,0,0.00330527771956861,0.000250849823943662,0.000195717994505495,4.4030500618047e-05,0.00210619933421238,0.00146528046302314,0.000769483528352835,0.000510677795083594,0,0.00535759708815928,0.000950114184446125,0,0,0,0,0
-0.05,-0.05,-0.22725,-0.123,-0.945994,0,-0.42398,-0.14099991,-0.07,0,-0.004399999,-0.55,0,0.00800310162375497,0,0.0124374891067243,0,0,0,9.9068192971979e-05,0,0.0199065861386139,0.0216184351477296,0,0.000237738191635482,0.0511043549971287,0.00131747038163137,0,0,0,0
0,0,0,-4.92,-1.9306,-0.1,-0.0493,0,-0.0035,-0.22,-0.417999905,-0.1,-0.014,0,0,0.0173377453355129,0,0,0,0.0105219161251476,0,0.00595835520927093,0.013470268778881,0,0.0302998720831457,0.0515969715429296,0,0,0,0,0
0,-7.25,0,0,-1.042524,0,-0.1479,0,-2.737,-3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456000069201292,0.531055863912752
0,0,0,-15.99,-1.9306,-0.17,-0.16762,-0.681499565,-0.028,-0.78,-0.65999985,-0.3,-0.056,-0.32934993,0,0,0,0.00888206730769231,0,0.0159305776466438,0,0.0291005625562556,0.0375444107073427,0,0.0428168052807029,0.195045764192448,0,0,0,0,0
0,0,-0.04545,-0.369,-0.250978,0,-0.15283,0,0,0,-0.08799998,-0.005,0,0,0,0,0,0,0,0.00223900159450026,0,0.000409000900090009,0.00488589821962915,0,0.000716403754056573,0.0142591308331738,0.000297756343048857,0,0,0,0
0,0,-0.0909,-7.38,-0.057918,-0.2,-0.16269,-0.009399994,0,0,-0.04399999,-0.005,0,0,0,-0.01829156,0,0,0,0,0,0,0,0.0024026402640264,0,0.00456894685147471,0.038640176137555,0,0,0,0
-0.125,-0.1,-0.40905,0,-0.424732,-2.7,0,0,0,0,-0.695199842,-0.005,0,0,0,0,0,0,0,0.0239175038285745,0,0.0244666066606661,0,0,0.00918333755860195,0.0990074465047243,0.124047232124135,0,0,0,0
