0,0,0,0,0,0,0,0,0,0,0.00852129534329897,0,0.0190745918838462,0,0,0,0,0,0,0,0,0.0486215087235294,0,0,0,0.0034584336748954,0,0.0114166526008287,0,0,0,0,0,0,0.00954253864540957,0,0.00232991648268456,0.000600265511498427,0.000346119198325025,0,0,0,0
0,0,0,9.77517272727273e-06,1.08067236180905e-06,0,0,2.90613243243243e-06,7.39016494845361e-07,1.25762456140351e-06,2.21704948453608e-06,7.54574736842105e-07,0,1.120071875e-06,3.46860967741935e-06,0,0,1.11813032928943e-06,4.64479049676026e-07,0,1.22189659090909e-06,3.79506666666667e-05,3.70782413793103e-07,0,5.5142e-06,8.09825941422594e-06,6.10774779892076e-08,1.78221325966851e-06,1.70677619047619e-06,0,0,1.47297123287671e-06,1.19474333333333e-06,5.20291397849462e-06,1.3004903793293e-06,1.16560325203252e-07,2.88662818791946e-08,7.43693329183525e-09,4.28821136590229e-09,1.80703812316716e-09,1.792115e-08,4.07916919575114e-08,0
0,0,0,0.000442977716363636,4.89724108542714e-05,0,0,0.000131696077837838,3.34897242611684e-05,5.69912851461988e-05,0,0,0,5.07578633333333e-05,0.000157185641290323,0,0.000102584313263158,5.06698947660312e-05,2.10486171922246e-05,0.00121818872,5.53722145454546e-05,0.00095544232,1.68026030344828e-05,0,0.000249884865641026,0.000203880997154812,2.76782441351889e-06,2.6921297679558e-05,7.73453155555556e-05,0,0.00487275488,6.67500668493151e-05,5.41417208888889e-05,0.00013098806,0.000123225278504673,1.58463573333333e-05,6.54061185503356e-06,1.01104987654321e-06,5.82981640677966e-07,2.45666540177634e-07,4.06062986e-06,9.24270833080425e-06,0
0,-0.05901076272,-0.14562985488,0,0,0,4.93209748428571e-07,0.00186619885962162,0,0.000807594828140351,0,0.00678379822035088,0,0,0,1.3809872956e-06,0,0.00311140960970537,0.00119307757719222,0,0,0.0189547275866667,0,0,0,0.00462255161707113,0,0,0.0175363443968254,0,0,0,0,0.00445479622795699,0.000151840274392523,0,0.000333661434899329,0,0,0,1.15082274633333e-09,0,0
0,-0.05901076272,-0.14562985488,0,0,0,1.11280693392857e-07,4.21062083108108e-07,0.00535371033505155,0,0.00321222620103093,0.00546642002631579,2.39681493461538e-07,0.0081142172265625,0,0,0,0.00540010297227036,0,0,0.00141630278693182,0.00610952826470588,0.00268608570258621,0,0.0319575324615385,0.00130370686820084,0.000442467965776768,0.00430367322513812,0,0,0,0,0.00865516504166667,0.000837596616935484,0.000856475924958769,0,0.000836472326174497,0,0.000105622335194417,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44344086393089e-07,0,6.42791545454546e-07,0,0,0,0,0,0,0,0,0,0,0,6.28507288888889e-07,0,0,1.4716265799458e-06,0,9.38946308399903e-08,5.4140599002991e-08,2.2814669814888e-08,0,0,0
0,0,0,-7.1286984e-06,-1.1482229e-07,0,0,0,0.00116041237113402,0,0,0,0,0,0,0,0,0.00390155979202773,0,0,0.00191863636363636,0,0.000582206896551724,0,0,0,0.000575427435387674,0,0,0,0,0,0,0,0.000185640461792194,0,0,0,0,0,0,0,0
0,-0.05901076272,-0.14562985488,-0.0712869768,-1.1482229e-06,0,0,0,0.00366185567010309,0,0,0.00467368421052632,0,0,0,0,0,0.00230849220103986,0,0,0.00756818181818182,0,0,0,0,0,0.000378301618858279,0.00367955801104972,0,0,0,0,0,0.000716129032258064,0.000732270478284772,0,0.000178791946308725,4.60628695922813e-05,2.65603190428714e-05,0,0,0,0
0,-0.05901076272,-0.14562985488,0,-0.057411145,0,-0.04773,-0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107470007568235,0,0,0,0.0022932930485272,0,0.00302815981044199,0,0,0,0,0,1.47337913601613e-08,0.000602635432314458,0.00148535798117073,0.00176568182601342,0.000360128767299512,0.000262299692997009,0.000110532225325816,0,0,0
0,-0.05901076272,-0.14562985488,-0.0712869768,0,0,0,0,0,0,0,0,0,0.01378391990625,0.0334655798225806,0,0,0,0,0,0,0.0518924043529412,0.012776265,0,0,0.0110732745690377,0.00150327357852883,0.0350918783701657,0.0210040684285714,0,0,0.0181267987808219,0,0.00426856819354839,0,0,0.000710473324832215,0,5.27719366301097e-05,0,0,0,0
