0,0.00509090981818182,0.000888888888888889,0.0026666672,0.0028000005,0.004,0.00128571428571429,0.0048,0.0066,0.00316167664670659,0,0.000590769415384615,0.00545454545454545,0.0008592,7.6800016e-05,0,0
-0.371000053,0,0.0333333333666667,0.0466666733866667,0.0312500062875,0.03750001255,0.01714286145,0,0.012750002265,0.145508980383234,0,0,0.0826704571875,0.009000003012,0,0.00176470602734499,0
-0.053,-0.263736264,0,0.00324,0.00945,0.0405,0.0295071428571428,0.02268,0.0362475,0.000582035928143713,0,0.0188169230769231,0.0317556818181818,0.0110808,0.0003132,0,0
-0.265000053,-0.615384704,-0.054,0,0,0.0700875,0.0286071428571429,0.02937,0.09111375,0.0484437125748503,0,0.0801,0.0705426136363636,0.0201051,0.0007209,0,0
-0.296800053,-0.439560528,-0.168,0,0,0,0,0,0.00624,0,0.0652075471698113,0.0629169230769231,0.00218181818181818,0.0228096,0.0085504,0,0
-0.106,-0.131868176,-0.18,-0.14679,0,0,0,0,0.0423806244,0.0263133237844311,0,0.00539091576,0.0430478720454545,0.004583735472,0.003649310832,0,0
-0.0795,-0.140659376,-0.306,-0.1398,0,0,0,0,0,0.00790035928143713,0.0401509393811321,0.00343753846153846,0.0238795454545455,0.02749376,0.00156053333333333,0,0
-0.159,0,-0.126,-0.07689,0,0,0,0,0.003375,0,0,0,0,0.00486,0.00344,0,0
-1.166,-0.298901152,-1.074,-1.27218,-0.09607,-2.73596436,0,-0.081,0,0,1.73411494339623,0.182402172307692,0.449096431818182,0.181978024,0.00490176490666667,0.0113971881717011,0
-0.583,-3.56043952,-0.018,-0.70599,0,-1.77302673,-0.36735,0,0,0,0,0,0,0.056279,0,0.178947535771065,0.139580853174603
0,0,0,0,-0.06651,0,-0.11849998815,0,-0.4270729275,0,0,0,0,0,0,0,0
-0.169600053,0,-0.906,-1.8174,-1.57407,-0.565534359,-0.24885,0,-1.101847905,0,0,0,0.701704545454546,0.1976,0.0658666666666667,0,0
-0.848,-1.70549456,-0.828,-0.86676,-0.02956,-2.44555506,-0.93615,0,-1.46913111,0,0,-1.416,0,0.1598784,0.0355285333333333,0.211815580286169,0
-0.9487,-1.31868176,-2.052,-1.75449,-2.19483,-1.84945023,-7.6551,-0.729,-4.228022025,-1.898,0,-2.832,-4.2,0,0.583333333333333,0.397456279809221,0.124007936507937
-0.254400053,0,-0.174,-0.18873,-2.46826,-4.41728289,-1.3035,-1.548,-0.341658342,0,0,-2.832,-2.8,-6.65,0,0.834658187599364,1.04166666666667
0,-0.325274752,0,0,0,0,0,0,-0.333116892,-7.592,0,0,-7,-1.9,-1.35,0,9.91860615079365
0,0,0,0,0,0,0,0,0,-9.49,0,0,0,-0.95,-2.7,-106.5985,0
