0,0,0,0.0850991355345644,0,0,0.0387096751612903,0.0206830211346017,0.0519232111911834,0.0668251311512885,0.00557393502417114,0.00421052607017544,0.0327324455202509,0.00120603008040201,0.00190476179365079,0.0319933093987817,0.0131989307765536,0.0086621861265697,0.0243481404867498,0.0341076799414712,0,0,0,0,0,0,0,0
0,0,0,0.047277295549315,0,0,0,0,0.0288462272376201,0.0185625356574744,0.00774157609989421,0,0.0181846911979994,0,0,0.0355481200730301,0,0,0,0,0.00790828438270007,0.00403036078873234,0.0042551933971057,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085269204827715,0.0130486693619418,0.0133001907358186,0.031594811289458,0.00483623208352334,0.000593086509179793,0,0,0
-0.95,-1.293333204,0,0,0,0,0,0,0.0063150492946015,0.0406373168817276,0.0508438427174793,0.0512096210526316,0.0398101354386843,0.0146680824120603,0.0231662571428571,0.0389111769699348,0.160529167163918,0.105351982539919,0.0592258082188168,0,0.126961308520564,0.0161760710283386,0,0.00117639265851909,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00146546337801615,0.00366706245478435,0.000923360964912281,0,0.00026448027638191,0.000417710912698413,0,0.0028945023150376,0.00189960218907893,0.00533950440371654,0.00747975424846707,0.00686772020173243,0.00116668331037757,0.000739059857774202,4.24230852702275e-05,2.0810051392923e-05,0,0,0
0,0,0,0,0,0,0,0,0,0.00146546330005349,0.00244470817313108,0.00184672183157895,0,0.000264480262311558,0.000835421780952381,0.00140321522646999,0.00578900432210013,0.00189960208802009,0.0106790082393098,0,0.00457847989091312,0.000583341624155008,0,0.000106057707533298,0,0,0,0
-0.95,0,0,0,0,0,0,0,0.00757077220636882,0,0.020317980818695,0,0,0,0,0.0279891076105689,0,0,0,0,0.152207069334105,0.0581778589064783,0.245693181383354,0.0211547062281198,0.0034590484638664,0.011164180328235,0,0
-0.19,0,0,0,0,0,0,0,0,0,0.0171801960399512,0.00865189649122807,0.0134518929856275,0.00247818140703518,0.00391395317460317,0,0,0.0177992812550642,0,0,0,0,0.0346249713452614,0.00496880630306127,0.00292485416002739,0,0,0
-1.9,-2.586666408,0,-0.087,0,0,-0.087,0,0,0.111968930210335,0.121412377387938,0.0705495210526316,0.109689778229486,0.020207651758794,0.0319152595238095,0.214425714730574,0.088461938406086,0.145139365559796,0.0815931131280616,0,0.0699638804132948,0.133710897300693,0.141169924267237,0.0324134164332345,0.00158999482828564,0,0,0
-1.9,-1.293333204,0,-0.435,-0.435,-0.435,0,0,-0.435,0,0.00906805066397655,0.0136999313988317,0,0.0392410095343421,0.0061975880137572,0,0,0.0281844486223481,0,0,0.135862072484009,0.0432752789096219,0.137068136621126,0.0157358113461109,0,0.249132415621375,0,0.0147968977229079
-0.38,-1.293333204,0,-1.305,-2.61,-1.74,-0.435,-1.305,-1.131,-0.0724770648,0,0.0324820114035088,0,0.00930389271356784,0.0146942432539683,0,0.101822863189225,0.0668242456769372,0,0,0,0,0.974949869566087,0.0932725115016682,0.109808463700338,0.2362733572779,0,0
-0.19,0,0,-0.87,-0.435,-0.87,0,-0.435,-0.435,-0.0724770648,-0.1075,0,0.0329783471314445,0,0,0,0,0,0,0,0,0.0402003218313906,0.318321751020165,0.0548163494766673,0.0059754202067379,0.0771433756096427,0,0
