0,0,2.67265193370166e-05,0.0003375,1.00961538461538e-05,1.71428571428571e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.000184839779005525,0.000233142857142857,0.000214461538461538,0.0001904,0.000148363636363636,0,0,0,0,0,0.000126042857142857,0,0,0,0,0,0,0,0,0,0,0
-15.953,-11.5784,0,0.0565611063,0.00101519934384615,0.1794871296,0.0288811210227273,0,0.0918229121318473,0,0.115664259168539,0,0.005656107915,0.0329939645972222,0.032334087065,0.0162382846537998,0.0037613118585,0.00100504697030769,0,0.00131332077834146,0.009502260537,0.000626118045488372,0.00918092989130435,0
-15.582,-1.1296,-0.03124923,0,0,0.0398534808,0.0853782700909091,0,0.0249771546597107,0,0.0801445746067416,0,0,0.0137593915277778,0.0128787888833333,0.00544931575392039,0.005527971855,9.14470237692308e-06,0,0.000115981579512195,0.000475524476,0.000199056724186047,0.0168845650724638,0
-2.597,-5.7892,-0.003124923,0,0,0.00222857142857143,0,0,0.0549347877638131,0,0.00219101123595506,0,0.00278571428571429,0.00361111111111111,0.003575,0.000235223160434258,9.75e-05,0.00141,0,0.00204512195121951,0,0.000507906976744186,0,0
-2.968,-3.4594,-0.3718656,-0.52747254,-0.009,0,0,0,0.128255869101257,0,0.180505617977528,0,0,0.0165277777777778,0.0163625,0.0166872738238842,0.00133875,0.00315807692307692,0,0.00198091463414634,0,0.00201331395348837,0,0
0,-1.1296,-0.025074375,-0.47352654,0,0,0,0,0.0260848944747451,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0.0318840579710145,0
0,0,0,0,0,0,0,0,0.0776855584538772,0.702,0,0.1872,0,0,0,0,0,0,0,0,0,0,0.0678260869565217,0
0,0,-1.5280869,-2.6553444,-1.782,-4.0602,-3,-1.2131,0,0,0,0.04217,0,0,0,0,0,0,0,0,0,0,0,0.316275
0,0,0,0,0,0,0,-0.5199,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.08124798,-0.35964036,-0.003,-0.2412,0,0,0,0,0,0.00267,0,0,0,0,0.00356,0.00109538461538462,0,0,0,0.00165581395348837,0.0515942028985507,0.00356
0,0,0,0,0,0,-2.4,-13.864,-1.336,-19,-1.995,0,0,0,0,0,0,0,0,0,0,0,0,5.525
0,-12.2138,-0.06249843,0,-0.06,0,0,0,0,0,0,0,0,0.00259000259259259,0.00326340326666667,0.00236193240048251,0.0030769228,0.00307692215384615,0.00307736737678855,0.00308374517073171,0.0030769228,0.00308342772093023,0,0
0,0,-0.05624859,-0.14985018,-0.012,-0.0536,0,0,0,0,0,0,-0.005994006,0,0.00125874126,0.00169191445114596,0.00086313708,0.00173457304615385,0.000432254461049285,0.00086840007804878,0.00172627416,0.00173129173953488,0,0
0,0,-0.15312117,-0.38961042,-0.033,-0.1474,0,0,0,0,0,0,-0.020979021,-0.02328671331,0,0.0079534451145959,0.010189809,0.0100975938461538,0,0.010087472195122,0.010189812,0.0100922344186047,0,0
0,0,-0.10624734,-0.22777224,-0.003,-0.2077,0,0,0,0,0,0,-0.020979021,-0.0432467433,-0.05494505,0,0.0062175,0.00223192307692308,0.00263593004769475,0.00343731707317073,0.00829,0.00578372093023256,0,0
0,0,-0.05937351,-0.55744254,-0.003,-0.0402,0,0,0,0,-0.532,0,-0.06593406,-0.0532267866,-0.16983015,-0.0999,0,0,0,0.00048780487804878,0,0.0013953488372093,0.144927536231884,0.01
0,0,-0.10312242,-0.0059940066,-0.282,-0.6164,0,0,0,0,-1.064,0,-0.4285713,-0.695274696,-1.093906,-0.2331,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1.0369629,-0.419160753,0,-0.666,0,0,0,0,0,0,0,0.179265
0,0,-0.21249468,-0.11988012,-0.645,-0.6097,0,0,0,0,0,0,-0.6773226,-0.548901216,-1.7232765,-0.5661,-0.0333,0,0,0,0,0,0,0
0,0,-0.07499811,-0.023976024,0,0,0,0,0,0,0,0,-0.03296703,-0.0532267866,-0.0849151,-0.0666,0,0,0,0,0,0,0,0
0,0,-0.10624734,-0.21578418,-0.168,-0.6499,0,0,0,0,-2.66,0,-0.7102896,-1.147702149,-1.808192,-0.999,-0.0999,0,0,0,0,0,0,0.1591
0,0,-0.024999375,-0.2937063,0,0,-0.6,-0.1733,0,0,-1.33,0,0,0,0,0,-0.1665,0,0,0,0,0,0,0.0138
0,0,0,0,0,0,0,0,-10.02,0,-2.66,-22.1,0,0,0,0,-0.333,0,-0.633,0,0,-0.493,-2.66,0
