0, 1, 2, 17
 0, 1, 2, 19
 0, 1, 2, 20
 0, 1, 2, 25
 0, 1, 2, 27
 0, 1, 2, 28
 0, 1, 2, 31
 0, 1, 2, 32
 0, 1, 2, 33
 0, 1, 2, 35
 0, 1, 2, 37
 0, 1, 2, 39
 0, 1, 4, 27
 0, 1, 4, 28
 0, 1, 4, 29
 0, 1, 4, 33
 0, 1, 4, 35
 0, 1, 4, 37
 0, 1, 4, 40
 0, 1, 5, 10
 0, 1, 5, 27
 0, 1, 5, 28
 0, 1, 5, 29
 0, 1, 5, 30
 0, 1, 5, 31
 0, 1, 5, 33
 0, 1, 5, 35
 0, 1, 5, 37
 0, 1, 5, 38
 0, 1, 5, 39
 0, 1, 5, 40
 0, 1, 6, 7
 0, 1, 6, 13
 0, 1, 6, 15
 0, 1, 6, 16
 0, 1, 6, 17
 0, 1, 6, 18
 0, 1, 6, 19
 0, 1, 6, 24
 0, 1, 6, 28
 0, 1, 6, 31
 0, 1, 6, 35
 0, 1, 6, 37
 0, 1, 6, 38
 0, 1, 6, 39
 0, 1, 6, 40
 0, 1, 9, 3
 0, 1, 9, 7
 0, 1, 9, 8
 0, 1, 9, 11
 0, 1, 9, 12
 0, 1, 9, 13
 0, 1, 9, 16
 0, 1, 9, 17
 0, 1, 9, 25
 0, 1, 9, 28
 0, 1, 9, 30
 0, 1, 9, 31
 0, 1, 9, 32
 0, 1, 9, 33
 0, 1, 9, 35
 0, 1, 9, 37
 0, 1, 9, 38
 0, 1, 9, 39
 0, 1, 10, 5
 0, 1, 10, 13
 0, 1, 10, 27
 0, 1, 10, 28
 0, 1, 10, 29
 0, 1, 10, 35
 0, 1, 10, 37
 0, 1, 10, 38
 0, 1, 10, 39
 0, 1, 10, 40
 0, 1, 13, 6
 0, 1, 13, 7
 0, 1, 13, 8
 0, 1, 13, 9
 0, 1, 13, 10
 0, 1, 13, 12
 0, 1, 13, 14
 0, 1, 13, 16
 0, 1, 13, 17
 0, 1, 13, 19
 0, 1, 13, 20
 0, 1, 13, 23
 0, 1, 13, 25
 0, 1, 13, 27
 0, 1, 13, 28
 0, 1, 13, 29
 0, 1, 13, 30
 0, 1, 13, 31
 0, 1, 13, 33
 0, 1, 13, 35
 0, 1, 13, 37
 0, 1, 13, 38
 0, 1, 13, 39
 0, 1, 13, 40
 0, 1, 13, 42
 0, 1, 17, 2
 0, 1, 17, 3
 0, 1, 17, 6
 0, 1, 17, 7
 0, 1, 17, 8
 0, 1, 17, 9
 0, 1, 17, 12
 0, 1, 17, 13
 0, 1, 17, 15
 0, 1, 17, 16
 0, 1, 17, 19
 0, 1, 17, 28
 0, 1, 17, 31
 0, 1, 17, 35
 0, 1, 17, 37
 0, 1, 17, 38
 0, 1, 17, 39
 0, 1, 17, 40
 0, 1, 17, 42
 0, 1, 26, 5
 0, 1, 26, 6
 0, 1, 26, 8
 0, 1, 26, 28
 0, 1, 26, 29
 0, 1, 26, 37
 0, 1, 26, 38
 0, 1, 26, 40
 0, 1, 27, 2
 0, 1, 27, 4
 0, 1, 27, 5
 0, 1, 27, 10
 0, 1, 27, 13
 0, 1, 27, 28
 0, 1, 27, 38
 0, 1, 27, 39
 0, 1, 27, 40
 0, 1, 28, 2
 0, 1, 28, 3
 0, 1, 28, 4
 0, 1, 28, 5
 0, 1, 28, 6
 0, 1, 28, 7
 0, 1, 28, 8
 0, 1, 28, 9
 0, 1, 28, 10
 0, 1, 28, 11
 0, 1, 28, 12
 0, 1, 28, 13
 0, 1, 28, 15
 0, 1, 28, 16
 0, 1, 28, 17
 0, 1, 28, 19
 0, 1, 28, 27
 0, 1, 28, 30
 0, 1, 28, 31
 0, 1, 28, 33
 0, 1, 28, 35
 0, 1, 28, 37
 0, 1, 28, 38
 0, 1, 28, 39
 0, 1, 28, 40
 0, 1, 30, 5
 0, 1, 30, 9
