0, 1, 3
 0, 1, 4
 0, 1, 7
 0, 1, 9
 0, 1, 10
 0, 1, 13
 0, 1, 14
 0, 1, 15
 0, 2, 3
 0, 2, 4
 0, 2, 7
 0, 2, 10
 0, 2, 13
 0, 2, 14
 0, 2, 15
 0, 2, 20
 0, 3, 1
 0, 3, 2
 0, 3, 4
 0, 3, 7
 0, 3, 8
 0, 3, 9
 0, 3, 10
 0, 3, 11
 0, 3, 13
 0, 3, 14
 0, 3, 15
 0, 3, 19
 0, 3, 21
 0, 4, 1
 0, 4, 2
 0, 4, 3
 0, 4, 7
 0, 4, 8
 0, 4, 9
 0, 4, 10
 0, 4, 13
 0, 4, 14
 0, 4, 19
 0, 4, 21
 0, 5, 9
 0, 5, 10
 0, 5, 13
 0, 5, 14
 0, 6, 9
 0, 6, 10
 0, 6, 13
 0, 6, 14
 0, 6, 15
 0, 6, 19
 0, 6, 20
 0, 6, 21
 0, 7, 1
 0, 7, 2
 0, 7, 3
 0, 7, 4
 0, 7, 8
 0, 7, 9
 0, 7, 10
 0, 7, 11
 0, 7, 13
 0, 7, 14
 0, 7, 15
 0, 7, 19
 0, 7, 21
 0, 8, 3
 0, 8, 4
 0, 8, 7
 0, 8, 9
 0, 8, 10
 0, 8, 13
 0, 8, 14
 0, 8, 19
 0, 8, 21
 0, 9, 1
 0, 9, 3
 0, 9, 4
 0, 9, 5
 0, 9, 6
 0, 9, 7
 0, 9, 8
 0, 9, 10
 0, 9, 13
 0, 9, 14
 0, 9, 15
 0, 9, 20
 0, 10, 1
 0, 10, 2
 0, 10, 3
 0, 10, 4
 0, 10, 5
 0, 10, 6
 0, 10, 7
 0, 10, 8
 0, 10, 9
 0, 10, 13
 0, 10, 14
 0, 10, 15
 0, 10, 19
 0, 10, 20
 0, 10, 21
 0, 11, 3
 0, 11, 7
 0, 11, 20
 0, 13, 1
 0, 13, 2
 0, 13, 3
 0, 13, 4
 0, 13, 5
 0, 13, 6
 0, 13, 7
 0, 13, 8
 0, 13, 9
 0, 13, 10
 0, 13, 19
 0, 13, 20
 0, 13, 21
 0, 14, 1
 0, 14, 2
 0, 14, 3
 0, 14, 4
 0, 14, 5
 0, 14, 6
 0, 14, 7
 0, 14, 8
 0, 14, 9
 0, 14, 10
 0, 14, 19
 0, 14, 20
 0, 14, 21
 0, 15, 1
 0, 15, 2
 0, 15, 3
 0, 15, 6
 0, 15, 7
 0, 15, 9
 0, 15, 10
 0, 15, 19
 0, 15, 20
 0, 19, 3
 0, 19, 4
 0, 19, 6
 0, 19, 7
 0, 19, 8
 0, 19, 10
