0, 4, 1, 2, 5
 0, 4, 1, 2, 6
 0, 4, 1, 2, 10
 0, 4, 1, 2, 14
 0, 4, 1, 2, 18
 0, 4, 1, 2, 23
 0, 4, 1, 5, 6
 0, 4, 1, 5, 12
 0, 4, 1, 5, 18
 0, 4, 1, 6, 5
 0, 4, 1, 6, 12
 0, 4, 1, 6, 14
 0, 4, 1, 6, 18
 0, 4, 1, 6, 22
 0, 4, 1, 6, 23
 0, 4, 1, 6, 25
 0, 4, 1, 9, 22
 0, 4, 1, 9, 25
 0, 4, 1, 11, 22
 0, 4, 1, 11, 25
 0, 4, 1, 12, 5
 0, 4, 1, 12, 6
 0, 4, 1, 12, 22
 0, 4, 1, 12, 25
 0, 4, 1, 14, 6
 0, 4, 1, 14, 18
 0, 4, 1, 16, 5
 0, 4, 1, 16, 6
 0, 4, 1, 16, 12
 0, 4, 1, 17, 6
 0, 4, 1, 17, 12
 0, 4, 1, 17, 18
 0, 4, 1, 18, 5
 0, 4, 1, 18, 6
 0, 4, 1, 18, 10
 0, 4, 1, 18, 14
 0, 4, 1, 19, 5
 0, 4, 1, 19, 6
 0, 4, 1, 19, 14
 0, 4, 1, 19, 25
 0, 4, 1, 20, 5
 0, 4, 1, 20, 6
 0, 4, 1, 20, 14
 0, 4, 1, 21, 5
 0, 4, 1, 22, 6
 0, 4, 1, 22, 10
 0, 4, 1, 22, 12
 0, 4, 1, 23, 6
 0, 4, 1, 23, 10
 0, 4, 1, 24, 5
 0, 4, 1, 24, 6
 0, 4, 1, 24, 10
 0, 4, 1, 24, 12
 0, 4, 1, 24, 14
 0, 4, 1, 24, 25
 0, 4, 1, 25, 6
 0, 4, 1, 25, 10
 0, 4, 1, 25, 12
 0, 4, 1, 28, 5
 0, 4, 1, 28, 6
 0, 4, 1, 28, 14
 0, 4, 2, 1, 5
 0, 4, 2, 1, 6
 0, 4, 2, 1, 12
 0, 4, 2, 1, 14
 0, 4, 2, 1, 18
 0, 4, 2, 1, 22
 0, 4, 2, 1, 23
 0, 4, 2, 1, 25
 0, 4, 2, 5, 6
 0, 4, 2, 5, 12
 0, 4, 2, 5, 18
 0, 4, 2, 6, 5
 0, 4, 2, 6, 12
 0, 4, 2, 6, 14
 0, 4, 2, 6, 18
 0, 4, 2, 6, 22
 0, 4, 2, 6, 23
 0, 4, 2, 6, 25
 0, 4, 2, 9, 22
 0, 4, 2, 9, 25
 0, 4, 2, 10, 18
 0, 4, 2, 10, 22
 0, 4, 2, 10, 23
 0, 4, 2, 10, 25
 0, 4, 2, 11, 22
 0, 4, 2, 11, 25
 0, 4, 2, 14, 6
 0, 4, 2, 14, 18
 0, 4, 2, 15, 5
 0, 4, 2, 15, 6
 0, 4, 2, 15, 12
 0, 4, 2, 15, 18
 0, 4, 2, 15, 22
 0, 4, 2, 15, 25
 0, 4, 2, 16, 5
 0, 4, 2, 16, 6
 0, 4, 2, 16, 12
 0, 4, 2, 17, 6
 0, 4, 2, 17, 12
 0, 4, 2, 17, 18
 0, 4, 2, 18, 5
 0, 4, 2, 18, 6
 0, 4, 2, 18, 10
 0, 4, 2, 18, 14
 0, 4, 2, 20, 5
 0, 4, 2, 20, 6
 0, 4, 2, 20, 14
 0, 4, 2, 23, 6
 0, 4, 2, 23, 10
 0, 4, 2, 24, 5
 0, 4, 2, 24, 6
 0, 4, 2, 24, 10
 0, 4, 2, 24, 12
 0, 4, 2, 24, 14
 0, 4, 2, 24, 25
 0, 4, 2, 27, 5
 0, 4, 2, 27, 6
 0, 4, 2, 27, 10
 0, 4, 2, 27, 12
 0, 4, 2, 27, 14
 0, 4, 2, 27, 18
 0, 4, 2, 27, 22
 0, 4, 2, 27, 23
 0, 4, 2, 27, 25
 0, 4, 3, 5, 6
 0, 4, 3, 5, 12
 0, 4, 3, 5, 18
 0, 4, 3, 6, 5
 0, 4, 3, 6, 12
 0, 4, 3, 6, 14
 0, 4, 3, 6, 18
 0, 4, 3, 6, 22
 0, 4, 3, 6, 23
 0, 4, 3, 6, 25
 0, 4, 3, 11, 22
 0, 4, 3, 11, 25
 0, 4, 3, 14, 6
 0, 4, 3, 14, 18
 0, 4, 3, 15, 5
 0, 4, 3, 15, 6
