0,0,0,0,0,0,0,0.0004999999,0,0,0,0,2.99999740000173e-05,0,0,0.000223741965797305,0,5.99999640000144e-05,0,0.014999997,0,0,2.4999995e-05,0,0,0,0,0,6.00000060000018e-07,0,2.24999955e-05,0,1.76235765434379e-06,4.25624320065013e-05,0,6.52173782608696e-05,3.46235621697344e-05,0,4.33636276909091e-05,0.00029999994,4.19999916e-06,0,0,0,0,0.000136184183289474,0,0,7.3430217872093e-06,0,0,0,0,0
0,0,0,0,0,9e-05,0,0,0,3.6e-05,0,0.000105882352941176,0,0,0,0,0,7.19999712000115e-05,0.00018,0,9e-05,0,0,9e-04,2.61e-05,9e-04,0.000109090909090909,5.78726961442316e-05,1.0800003240001e-05,7.51788944442379e-05,4.05e-05,2.25e-05,0,0,0,0,0,0,1.63636363636364e-05,0.00036,1.08e-05,0,2.8e-05,0.000319354323622059,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00042,0,0,0,0,0,0,0.000839999440000373,0,0,0,0,0.000638399744640102,0.00084,0,0.00042,0,0.00028,0.00084,8.4e-06,0.00042,0.000763636363636364,0.000540145164012828,5.88000176400053e-05,0.000789378391664498,0.0002226,1.05e-05,0,0.000476699333812681,0,9.13043478260869e-05,0.00019389198692891,0,0.000106909090909091,0,7.28e-05,0,0,0.000270967304891444,0,0,0,0,7.42325581395349e-06,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0174999883333411,0,0,0,0,0,0,0,0,0,0,0,0.001575,0,0,0,0.00315000094500028,0,0.003675,0.0065625,0.0130766964105702,0.0595874167265851,0,0,0,0,0.0372272727272727,0,0.0399,0,0,0,0,0,0,0,0.00251511627906977,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.231012e-07,0,0,1.615506e-05,0,0,0,0,9.69303890791167e-08,0,2.423259e-06,4.038765e-06,7.59226649108881e-08,0,0,0,0,0,5.87456727272727e-06,0,0,0,7.18002666666667e-07,5.21130127209472e-06,0.00019386072,1.615506e-05,0,0,2.5848096e-06,0,0,0,0,0
0,-0.0655,-0.0635,0,0,0,0,0.002,0,0,0,0,0,0,0,0.00119329072291044,0,0.000239999904000038,0,0,0,0,0,0,0,0,0,0,8.00000240000072e-06,0,0,0,1.40988640545231e-05,0.00113499841383972,0,0,0.000461647587925977,0,0.000514545454545455,0.02,2.66666666666667e-05,0.000208,4.44444444444444e-05,0,0.0032,0.000210526315789474,0,0,7.26976744186047e-05,5.33333333333333e-05,2e-05,0,0,0
0,0,0,0,0,0,0,0,0,5.28e-05,0,0,0,0,0,0,0,5.27999788800085e-05,0.00174,0,0.000668,0,0,0.002,0,0.03,0.000157575757575758,0,0,0,9e-05,0,0,0,0,0,0,0.04,0,0.008,1.25333333333333e-05,0,2.93333333333333e-05,0.000432257367326827,0,0,0,0,0,0,0,0,0,0
-0.01,0,0,0,0,-0.0066,0,0,0,0,0,0,0,0,0,0.00134245206327424,0,0.000107999956800017,0,0,9e-05,0,0.00015,0.0045,0,0.0045,0,0,1.35000040500012e-05,0,4.5e-05,0.0001125,2.11482960817847e-05,0.000817198857964596,0,0,0.000207741414566689,0,0.000163636363636364,0,7.8e-05,0,2e-05,0.000406450957337166,0.00198,0,0,0,6.5406976744186e-05,4.68e-05,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30187041338788e-05,8.02800240840072e-06,5.58829782035502e-05,0,0,0.000188642801049519,0,0,0,6.17684472644957e-05,0,2.91927272727273e-05,0.0005352,6.4224e-05,0,7.136e-05,0.000172644882830834,0,0,0,0,1.74251162790698e-06,8.92e-07,0,0,0,0
0,-0.655,0,0,0,0,-0.0396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143411552510064,0.00672916666666667,0,0.012825,0,0.00143939393939394,0,0.00282625084787525,0.000495971873069625,0.0019,0.00059375,0.00312524819875263,0.00539124246573866,0,0.00309782608695652,0.0274103255331049,0,0.00423181818181818,0,0.00158333333333333,0.001406,0,0,0.0076,0.00375,0,0.000246753246753247,0.000607558139534884,0.004275,0.00220875,0,0,0
