0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92e-06,3.19519952064762e-06,0,0,0,0,0,0,0,0,0,3.11456349763362e-06,0,1.68084e-05,3.528e-06,2.2508222391445e-06,0,7.84e-07,3.04955022554931e-06,4.68318584070796e-07,0,0,0,3.19981395348837e-07,3.528e-07,7.056e-08,0,0,0
0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74636e-05,0,0,5.49272e-05,0,0,0.000122060444444444,3.97966809774412e-05,0,0,0.0001098544,0,0.000253510153846154,0,0,0,0,0,0,0.000156934857142857,0,0,0,2.44120888888889e-05,4.04070186589453e-05,0.000583297699115044,0.000549272,0,0,8.73725693023256e-05,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101538461538462,0,0,0.000133333333333333,4.03879692806658e-05,0.00167,0.001392,0,0.002,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0.000380952380952381,0,8e-04,2.3988354929658e-05,0,2.93333333333333e-05,9.85766705803076e-05,0,0,0,0,0,0,0,0,0,0
0,-0.00131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06666666666667e-05,5.61514654989094e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53773725503807e-05,0,0,3.42075759849575e-05,5.48672566371681e-07,9.78947368421053e-06,1.0472972972973e-05,3.62337662337662e-05,3.57581395348837e-05,2.75555555555556e-05,1.612e-06,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.653e-06,8.9784e-07,0,0,0
0,-0.655,0,0,0,0,0,0,0,0,0,0,-0.0396,0,0,0,0,0.00279569892473118,0.000333333333333333,0.00274454609429979,0,0.00052,0.00264670658682635,0,0,0,0.00144444444444444,0.00941895550304287,0,0,0.00013,0.000922186276662268,0.0016,0,0,0.000681818181818182,0,0.00459062647043504,0,0.00182,0,0.00341706460115022,0.0003848,0,0,0.000184070796460177,0.00249736842105263,0,6.75324675324675e-05,0.00058953488372093,0.00100388888888889,0.0005148,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38461538461538e-05,0,0.000315,8.4e-05,0,0.00042,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,6e-05,0.00462,1.6077301708175e-05,0,2.8e-05,7.72429135144202e-05,2.23008849557522e-05,3.31578947368421e-05,0,0,0,1.16666666666667e-05,0,0,0,0
0,0,-0.0127,0,-0.0048,0,0,0,0,-0.1595,0,0,0,0,0,-0.0054,0,0,0,0.000142275800875073,0,0,0,0,0,0,0.00031,0.00842271982483641,0,0,0,0,0.000214615384615385,0,0,0,0,0.00205253971995413,0,0.000112928571428571,0,4.15330294127855e-05,0,0,0,8.23008849557522e-06,0,0,0,5.08255813953488e-05,0.00181091666666667,0.00018786,9.3e-05,0,0
0,-0.0655,-0.635,0,0,0,0,0,0,-1.595,0,0,-0.0156,0,0,-0.0027,-0.005,0,0,0,0,0,0,0,0.00111,0,0.00320666666666667,0.0104550406083776,0,0,0.001443,0,0,0,0,0,0,0,0,4.12285714285714e-05,0,0.0123362667178418,0,0.0128266666666667,0.0238846123288518,0,0.00334168421052632,0,0,0,0.00272566666666667,0,0,0,0
-0.1,-1.048,-2.54,-0.066,-0.0288,-0.06,0,-0.054,0,-1.595,0,0,-0.0396,0,0,-0.1863,0,-0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463689447386967,0,0,0,0,0,0.0230823761435736,0,0.0130732,0,0.00333621874113196,0,0.000290515555555556,0,0.034707610619469,0.00688063157894737,0.00176664864864865,0,0.00440840465116279,0.0321019688888889,0.00522928,0.001045856,0,0
0,-0.262,-0.635,0,0,-0.02,0,0,0,-2.3925,0,-0.002550468,-0.2004,0,0,0,-0.03,0,0,0,0,0,0,0,0,0,0,0.00724535038695605,0,0,0,0,0,0,0,0,0,0,0,0.00428571428571429,0,0.00637988163022819,0.003488,0.000444444444444444,0.00294258718150172,0.000849557522123894,0.00126315789473684,0,0.00025974025974026,0.00128372093023256,0.00122222222222222,0.004784,0.00224,0,0
0,-0.0655,-0.635,0,0,0,0,0,0,-1.595,0,0,-0.1044,0,0,-0.0027,-0.005,0,0,0,0,0,0,0,0,0,0.00305555555555556,0.00996235678206457,0,0,0,0,0,0,0,0,0,0,0,0.000196428571428571,0,0.00828108635603618,0,0.0155833333333333,0.034897244855622,0,0,0,0,0,0.00189444444444444,0.00022,0,0,0
-0.02,0,-0.254,0,0,-0.04,0,0,0,0,0,0,0,0,0,-0.0459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000357857142857143,0,0,0,0,0,0.000443362831858407,0.00856973684210526,0.00304662162162162,0.00553051948051948,0.00291279069767442,0,0,0,0,0
0,-0.131,-0.635,0,0,-0.02,0,0,0,-1.595,0,-0.002550468,-0.12,0,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256,0,0.00366205205575098,0.0001232,0.00186666666666667,0.0105050362379611,0.000693805309734513,0.00103157894736842,0,1.81818181818182e-05,0.000569767441860465,0.00139222222222222,0.0043792,0.0011144,0,0
-0.01,-0.131,-0.0127,0,-0.012,0,0,0,0,-0.01595,0,0,0,0,0,0,0,0,-0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.00229531323521752,0,0.000371428571428571,0,0,0,0,0,0.0043716814159292,0,0,0,0.000235813953488372,0.00483888888888889,0,0,0,0
0,-0.524,-0.4064,0,0,-0.02,0,0,0,-1.595,0,0,-0.36,0,0,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000943428571428572,0,0.000972293960446776,6.096e-05,0.00169333333333333,0.0373708572050718,4.49557522123894e-05,0,0,0,8.86046511627907e-05,0.000620888888888889,0.00373888,0.00084328,0,0
-0.005,-0.262,-0.0635,-0.0154,-0.024,-0.04,0,-0.018,-3.4,-0.1595,-1.48,-0.01275234,0,-0.04011,0,-0.0135,0,-0.0072,-0.025,0,0,-0.0385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060125,0.002691,0.00468,0,0
-0.005,-0.131,-0.0635,-0.0066,-0.024,-0.02,0,0,-8.5,-0.1595,-0.74,-0.002550468,0,-0.06685,0,-0.054,0,-0.12,-0.05,0,-0.035,-0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000390851823008849,0,0,0,0.000616273339534884,0.00161942938666667,0.0026853083648,0.0038336310208,0,0
-0.01,-0.262,-0.254,0,0,0,0,-0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284971966280083,0,0.000922285714285714,0,0,0.00245328,0,0,0,0,0,0.000419220779220779,0.000593051162790698,0.001345,0.00142032,0.00142032,0,0
0,-0.0655,-0.0127,0,0,0,0,0,0,-0.01595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10232558139535e-05,0.0012245,4.74e-05,0,0,0
0,-0.131,-0.0127,0,-0.024,-0.02,0,0,0,-0.01595,0,-0.02550468,0,0,0,-0.0027,0,0,-0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257142857142857,0,0,0,0,0.00662082115837887,0.00414159292035398,0.00236842105263158,0,0,0.00175813953488372,0.002,0,0,0,0
-0.01,0,-0.0127,-0.022,-0.036,-0.032,0,-0.018,0,-0.01595,0,0,0,0,0,-0.0054,0,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000966646971428571,0,0.000863393055830599,0,0,0.000829629204589259,0.0022355493380531,0.00332390888421053,0,0,0.000917939953488372,0.00144102002222222,0.0037802340896,0.0009834021856,0,0
-0.06,0,-0.508,0,-0.012,-0.04,0,0,0,0,0,-0.07651404,0,0,0,-0.0432,0,-0.0144,0,0,0,0,0,0,-0.096,0,0,0,0,0,0,0,0,0,0,0,0,0.00688593970565256,0,0.00445714285714286,0,0,0,0,0,0.0138053097345133,0.0102631578947368,0.0105405405405405,0,0.011046976744186,0,0,0,0,0
-0.002,0,0,-0.0088,-0.0072,-0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253120714285714,0,0.000346660948591424,0,0,0,0.000313600884955752,0,0,0,6.86761627906977e-05,0.000144372555555556,0,0,0,0
0,-0.131,0,0,-0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507164285714286,0,3.67289785452237e-05,0,0,0.000176463275040681,0.000373610619469026,0.001313,0.000525131756756757,0.00195638311688312,0.0012116476744186,3.73138888888889e-05,0.000356934,0,0,0
-0.02,-0.131,-0.3175,0,-0.048,0,0,0,0,0,0,0,0,0,0,-0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294825142857143,0,6.42275443478332e-05,0,0,0,2.22725663716814e-05,0.000496736842105263,2.55081081081081e-05,0.000326857142857143,0.00214513302325581,0,0.000302016,0,0,0
0,-0.262,-0.381,0,-0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523863636363636,0.00147412790697674,0,0.000461,0,0,0
-0.002,-0.262,-0.0635,-0.0044,-0.0072,-0.004,0,-0.0018,-3.4,-0.14355,-0.296,0,0,0,0,-0.0108,0,-0.012,0,-0.004,0,0,0,0,-0.0048,0,0,0,-0.006,0,0,0,-0.003,0,0,0,0,0,0,0.00102270510857143,0,0.000913463254944153,5.07468864e-05,0,0.00033331950317358,0.000272660261946903,0.000405402757894737,0,0,3.16114325581395e-05,0.00092129764,0.0011128067232,0.0010366863936,0,0
0,-0.524,-0.127,0,0,0,0,0,0,-0.1595,0,0,-0.024,0,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301449407028282,0,0.0021,0.0208555866488934,0.000334513274336283,0,0,0,0,0.000105,3.78e-05,0,0,0
-0.15,-0.655,-0.635,-0.3036,-0.492,-0.2,-0.6619224,-0.27,-10.2,-0.319,-98.716,-0.2550468,0,0,0,-0.2646,-0.1,-0.0408,-0.005,-0.14,-0.525,-0.0385,-0.0131976,-0.5696,-0.048,-0.2184,0,0,-0.12,0,-0.26,-0.10265289,-0.12,-0.6865191,-0.0888,-0.3772,0,-0.530473387,0,0,0,0.352092907409033,0,0,0.0405988753431792,0.0586067256637168,0.116185263157895,0.0298313513513513,0.0143345454545455,0.146312372093023,0.006132,0.00441504,0,0,0
-0.01,-2.74838,-0.254,-0.11,0,0,0,0,-1.7,-0.1595,-1.48,0,-0.12,0,0,0,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165876922385933,0,0.0144444444444444,0.239085208497015,0,0,0,0,0,0.00722222222222222,0.0078,0.0052,0,0
-0.042,-1.5589,-2.9464,-0.044,-1.32,-0.278,-0.8825632,-0.09,-27.2,-3.6685,-14.8,0,-0.0564,-1.8718,0,-0.5562,-0.03,-0.0168,-1.675,-0.04,-0.875,-1.8172,0,-0.91225,0,-0.252,0,0,0,0,0,-0.10265289,0,-1.05266262,-0.0072,-0.0092,0,-0.530473387,-1.65,-1.314,-0.64,0,0,0,0,0.095710156460177,0.0474352968421053,0,0,0.0670713034418605,0.200282364444444,0.23072528384,0.12978297216,0,0
0,0,0,-0.286,0,0,0,0,0,0,0,0,0,0,0,-0.0999,0,0,0,0,-0.763,0,0,-0.04895,0,-0.0252,0,0,-0.57,0,0,0,0,0,0,0,0,-0.047003971,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.584,1.44,1.09090909090909,0
0,-1.31,0,-0.022,0,-0.02,0,0,-102.34,0,-2.96,-0.02550468,-0.0396,0,0,0,-0.03,0,-1,-0.002,-0.035,-1.9635,0,-0.267,0,-0.252,0,0,0,0,0,0,0,0,0,0,0,0,-0.66,0,-0.32,0,0,0,0,0.00398230088495575,0,0,0,0.0167441860465116,0.02875,0.0198,0.0198,0,0
0,-1.441,-0.254,0,0,-0.056,-0.04412816,0,-6.8,-0.1595,-6.956,-0.02550468,-0.0804,-0.4011,0,0,-0.05,0,-1.125,0,-0.14,-2.6565,0,-0.9078,0,-3.36,0,0,0,0,-0.26,-0.03421763,0,0,-0.012,0,0,-0.06714853,-3.96,-0.05256,-3.2,0,0,0,0,0,0,0,0,0,0.113279,0.146809584,0.08156088,0,0
0,0,0,-0.176,0,-0.22,0,-0.09,0,0,-2.22,-0.7651404,0,-0.01337,0,-0.0216,-0.03,-0.0024,0,-0.3,-0.084,0,-0.0131976,-0.1246,-0.456,-0.0084,0,-0.07299071,0,0,-0.338,-0.191618728,-0.3,-0.6865191,-0.0528,-0.0023,0,-0.114152501,-0.132,-0.15768,0,-0.22999998,0,-0.068,0,0,0,0,0,0,0.0941666666666667,0.0678,0.0678,0,0
-0.33,0,0,-0.088,0,0,0,-0.396,0,0,0,-0.48458892,0,-0.16044,0,-0.1971,-0.03,0,-0.22,-0.04,-0.084,0,-0.1715688,-0.1246,0,0,0,0,0,0,-0.13,-0.191618728,-0.15,0,-0.1248,-0.0345,0,-0.114152501,0,-0.21024,0,-0.07666666,0,0,0,0,0,0.00385135135135135,0.074025974025974,0.0729069767441861,0,0,0,0,0.0633333333333333
0,0,0,0,0,0,0,-0.036,0,0,0,0,0,-0.6685,0,0,0,0,0,-0.04,0,0,-0.2375568,0,0,0,0,0,0,0,0,0,-0.6,0,-0.1944,-0.0069,0,0,0,-0.21024,0,0,0,0,0,0,-0.035,0,0,0.0722790697674419,0,0,0,0,0.123333333333333
0,0,0,0,0,0,0,-0.018,0,0,0,0,0,-1.2033,0,-0.0108,0,0,0,0,-0.035,0,-0.2243592,-0.00445,0,0,0,0,-0.06,0,0,0,0,0,-0.3768,-0.046,-0.7,0,0,-0.05256,0,0,0,0,0,0,-0.35,0,0,0,0,0.02772,0.01386,0.17325,0
-0.198,0,-0.4826,-0.33,-0.24,-0.598,-1.103204,-0.7002,-4.76,-0.43065,-11.544,-0.872260056,0,-6.63152,0,-0.5265,0,-0.1128,0,-0.29,-0.966,0,-0.65988,-0.77875,-0.1872,-0.126,0,-0.87588852,-0.474,-0.052,-1.092,-0.598808525,-1.827,-1.1441985,-1.3032,-1.6859,-1.1,-0.100722795,0,-2.99592,0,-1.22666656,0,-2.176,0,0,-1.925,-0.84,0,0,0,0.0387,0.0774,3.51818181818182,2.15
0,0,0,-0.176,0,-0.3,-0.8825632,-0.09,-1.7,0,-5.328,0,0,-2.1392,-143.07,-0.3753,-0.05,-1.6824,-0.85,-0.884,-0.385,-0.9548,0,-0.79655,-1.608,-0.3696,-1.628,-0.963477372,-0.45,-2.418,-0.52,-0.393502745,0,-1.00689468,-0.0168,0,0,-1.228818099,-0.132,-0.05256,-0.64,-1.5333332,-1.56,-1.564,-3.75,-2.41675,0,0,0,0,0,0.108,0.324,4.41818181818182,0
0,0,0,-0.044,0,0,-0.83843504,0,0,0,-1.48,0,0,-0.17381,-107.93,-0.2673,0,-0.2424,0,-0.2,-2.093,-0.154,0,-3.4799,0,-3.0912,-1.012,-2.218917584,-0.66,-0.13,0,-1.433718697,0,0,-0.2232,-0.138,-0.2,-2.061459871,-0.066,-0.05256,-0.96,-2.45333312,-4.29,-1.496,-6.75,-2.41675,0,0,-0.45,-0.075,-0.62,0,5.95,0.397727272727273,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12,0,-0.04,-0.98,0,0,-0.88555,0,-0.6972,-1.76,-3.167796814,-0.66,0,0,-0.372972167,0,0,0,0,0,-1.920447958,0,0,-0.64,-1.37999988,-3.9,-1.496,-3.75,-2.41675,0,0,-0.225,-0.15,-1.86,-17,0,30.6818181818182,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6,0,0,0,0,0,-2.475,-6,-22.32,-1,-80,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35,-0.3,0,-1.5,0,0,0,0,0
