0,0,0,0,0,0.00364285714285714,0,0.0006375,0,0,0,0,0,0,0,0,0,0,0,0.00156044426766209,0,0,0.00122155688622755,0,0.000392307692307692,0,0.000566666666666667,0.000923782174336897,0.00189591078066914,0,0,0.00180890385037599,0.00235384615384615,0.00431753341855523,0,0.00178321678321678,0,0.000900469038431489,0,0.00109285714285714,0.00102,0.000273314129038976,0,0,0,0,0.00442894736842105,0,0,0.000234837209302326,0,0,0,0,0
0,0,0.000124137931034483,2.66272189349112e-05,0,0,3.21570598442884e-05,0,0,0.000108,0,0,0,6.96774193548387e-07,0,4.15384615384615e-05,0,0,1.38461538461538e-05,2.64357617109812e-05,5.4e-05,2.16e-05,0,5.4e-05,8.30769230769231e-06,0.000216,4.8e-05,3.91248920895627e-05,8.02973977695167e-05,3.41772151898734e-05,1.08e-05,0,0,0,2.13861386138614e-05,1.88811188811189e-05,4.68546637744035e-05,0.000190687561079609,0.000205714285714286,7.71428571428571e-06,0.000453168,1.63988477423385e-05,0,2.4e-05,4.36974196453005e-05,0,0,0,0,0,0,0,0,0,0
0,-0.262,0,0.000154437869822485,0,0,0.000310851578494788,0.00084825,0,0,0,0,0,0,0,0,0,0.000112258064516129,0.00133846153846154,0.000638864241348713,0.001305,0.002088,0.000250059880239521,0.00261,8.03076923076923e-06,0.0016704,0.000116,0.000189103645099553,0.000776208178438662,6.60759493670886e-05,1.044e-05,3.70293258782849e-05,0.000321230769230769,0,0,0.000456293706293706,0.00067939262472885,0.000460828272609056,0.000497142857142857,7.45714285714286e-05,0.0004176,0.000309051673978862,0,0,7.68015254371949e-05,0,0,0,0,9.22604651162791e-06,0,0,0,0,0
0,-0.0655,-0.0381,0,0,0.000869142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000372303644096319,0,0,0,0,0,0,0.000630933333333333,0.000440807117542406,0,0,0,0.00143861059159314,0,0.00686741786104315,0,0,0,0.000716137729387867,0,0.000799611428571429,0.004056,0.000103507199568822,0.000421824,9.01333333333333e-05,0,0.000574300884955752,0.000426947368421053,0,0,0.000141488372093023,0.000180266666666667,3.2448e-05,0,0,0
0,0,0,0,0,0.00155571428571429,0,0.0009075,0,0,0,0,0,0,0,0,0,0.00187354838709677,0,0.000319872716702873,0,0,0,0,0.000335076923076923,0,0.001936,0.00315607462855806,0,0,0.0008712,0.00463505010131635,0.000335076923076923,0.0110630444536627,0.00517544554455446,0.00304615384615385,0.00188980477223427,0.00230731948906327,0,0.00255137142857143,0,0.00611396816388027,0,0,0,0,0,0,0,0.000202604651162791,0,0,0,0,0
-0.02,0,0,-0.0132,-0.012,0,0.00208425387879647,0,0,0,0,0.00318603533404215,0,0,0,0,0,0,0,0.000642535874919683,0.00175,0,0.00167664670658683,0.0035,0,0.0035,0.00311111111111111,0.00253587263543462,0,0,7e-04,0.00397249473023746,0.00107692307692308,0.0118520525215242,0,0,0,0.00123593789588636,0,0.001,0,0.00124152496524241,0,0.000155555555555556,0.000720933859467922,0.00136283185840708,0,0,0,0.000486744186046512,0.000583333333333333,0,0,0,0
0,-0.0131,-0.0127,0,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002159046,0,0.000257123214398729,0,0,3.70602229892566e-05,0,0,0,0,5.85787674418605e-05,0.000111950533333333,7.65741648e-05,0,0,0
-0.006,0,-0.4953,0,-0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290793378820794,0,0,0,0,0,0,0.00704,0,0.0117769516728625,0,0,0.0112364850941002,0,0,0,0,0,0.00279675089583427,0,0.00678857142857143,0,0.00202114650045629,0,0,0,0.00280353982300885,0.0183410526315789,0.000428108108108108,0.000411428571428571,0.00286593488372093,0.00088,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67111111111111e-06,2.31126677343898e-05,0,0,0,0,0,0,0,0,0,2.25293822164427e-05,0,1.09371428571429e-06,2.552e-06,2.60503326725477e-06,0,1.70700444444444e-05,1.8773706217981e-06,0,0,0,0,8.30883720930233e-08,7.08888888888889e-08,0,0,0,0
0,-0.00131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72043010752688e-05,4.1025641025641e-05,4.89551142795949e-06,6e-05,6.4e-05,0,8e-05,1.23076923076923e-07,8e-05,3.55555555555556e-06,5.79628030956484e-06,0,1.0126582278481e-06,1.6e-07,5.6749924717678e-07,0,0,0,0,0,1.2712504071974e-05,7.61904761904762e-06,4.57142857142857e-07,3.2e-06,4.69559287984794e-06,0,0,5.88517436300344e-07,0,0,0,0,1.0046511627907e-07,0,0,0,0,0
