0, 1, 10, 2, 9, 11, 3
 0, 1, 10, 2, 9, 11, 5
 0, 1, 10, 2, 11, 3, 9
 0, 1, 10, 2, 11, 9, 3
 0, 1, 10, 2, 11, 9, 4
 0, 1, 10, 2, 11, 9, 6
 0, 1, 10, 2, 11, 12, 3
 0, 1, 10, 2, 11, 12, 5
 0, 1, 10, 4, 9, 11, 2
 0, 1, 10, 4, 9, 11, 3
 0, 1, 10, 4, 9, 11, 5
 0, 1, 10, 5, 11, 2, 9
 0, 1, 10, 5, 11, 3, 9
 0, 1, 10, 5, 11, 9, 2
 0, 1, 10, 5, 11, 9, 3
 0, 1, 10, 5, 11, 9, 4
 0, 1, 10, 5, 11, 9, 6
 0, 1, 10, 5, 11, 12, 3
 0, 1, 10, 5, 12, 3, 9
 0, 1, 10, 5, 12, 11, 2
 0, 1, 10, 5, 12, 11, 3
 0, 1, 10, 5, 12, 11, 9
 0, 1, 10, 6, 9, 11, 2
 0, 1, 10, 6, 9, 11, 3
 0, 1, 10, 6, 9, 11, 5
 0, 1, 10, 7, 11, 2, 9
 0, 1, 10, 7, 11, 3, 9
 0, 1, 10, 7, 11, 9, 2
 0, 1, 10, 7, 11, 9, 3
 0, 1, 10, 7, 11, 9, 4
 0, 1, 10, 7, 11, 9, 6
 0, 1, 10, 7, 11, 12, 3
 0, 1, 10, 7, 11, 12, 5
 0, 1, 10, 8, 9, 11, 2
 0, 1, 10, 8, 9, 11, 3
 0, 1, 10, 8, 9, 11, 5
 0, 1, 10, 9, 2, 11, 3
 0, 1, 10, 9, 2, 11, 5
 0, 1, 10, 9, 3, 11, 2
 0, 1, 10, 9, 3, 11, 5
 0, 1, 10, 9, 3, 12, 5
 0, 1, 10, 9, 11, 12, 3
 0, 1, 10, 9, 11, 12, 5
 0, 1, 10, 11, 2, 9, 3
 0, 1, 10, 11, 2, 9, 4
 0, 1, 10, 11, 2, 9, 6
 0, 1, 10, 11, 3, 9, 2
 0, 1, 10, 11, 3, 9, 4
 0, 1, 10, 11, 3, 9, 6
 0, 1, 10, 11, 3, 12, 5
 0, 1, 10, 11, 5, 12, 3
 0, 1, 10, 11, 12, 3, 9
 0, 1, 10, 12, 3, 9, 2
 0, 1, 10, 12, 3, 9, 4
 0, 1, 10, 12, 3, 9, 6
 0, 1, 10, 12, 3, 11, 2
 0, 1, 10, 12, 3, 11, 5
 0, 1, 10, 12, 3, 11, 9
 0, 1, 10, 12, 5, 11, 2
 0, 1, 10, 12, 5, 11, 3
 0, 1, 10, 12, 5, 11, 9
 0, 1, 10, 12, 11, 2, 9
 0, 1, 10, 12, 11, 3, 9
 0, 1, 10, 12, 11, 9, 2
 0, 1, 10, 12, 11, 9, 3
 0, 1, 10, 12, 11, 9, 4
 0, 1, 10, 12, 11, 9, 6
 0, 1, 11, 2, 9, 4, 10
 0, 1, 11, 2, 9, 6, 10
 0, 1, 11, 2, 9, 8, 10
 0, 1, 11, 2, 9, 10, 4
 0, 1, 11, 2, 9, 10, 5
 0, 1, 11, 2, 9, 10, 6
 0, 1, 11, 2, 10, 4, 9
 0, 1, 11, 2, 10, 6, 9
 0, 1, 11, 2, 10, 8, 9
 0, 1, 11, 2, 10, 9, 3
 0, 1, 11, 2, 10, 9, 4
 0, 1, 11, 2, 10, 9, 6
 0, 1, 11, 2, 10, 12, 3
 0, 1, 11, 2, 10, 12, 5
 0, 1, 11, 3, 9, 2, 10
 0, 1, 11, 3, 9, 4, 10
 0, 1, 11, 3, 9, 6, 10
 0, 1, 11, 3, 9, 8, 10
 0, 1, 11, 3, 9, 10, 2
 0, 1, 11, 3, 9, 10, 4
 0, 1, 11, 3, 9, 10, 5
 0, 1, 11, 3, 9, 10, 6
 0, 1, 11, 3, 12, 5, 10
 0, 1, 11, 3, 12, 10, 2
 0, 1, 11, 3, 12, 10, 4
 0, 1, 11, 3, 12, 10, 5
 0, 1, 11, 3, 12, 10, 6
 0, 1, 11, 3, 12, 10, 9
 0, 1, 11, 5, 10, 2, 9
 0, 1, 11, 5, 10, 4, 9
 0, 1, 11, 5, 10, 6, 9
 0, 1, 11, 5, 10, 8, 9
 0, 1, 11, 5, 10, 9, 2
 0, 1, 11, 5, 10, 9, 3
 0, 1, 11, 5, 10, 9, 4
 0, 1, 11, 5, 10, 9, 6
 0, 1, 11, 5, 10, 12, 3
 0, 1, 11, 5, 12, 3, 9
 0, 1, 11, 5, 12, 10, 2
 0, 1, 11, 5, 12, 10, 4
 0, 1, 11, 5, 12, 10, 6
 0, 1, 11, 5, 12, 10, 9
 0, 1, 11, 7, 10, 2, 9
 0, 1, 11, 7, 10, 4, 9
 0, 1, 11, 7, 10, 6, 9
 0, 1, 11, 7, 10, 8, 9
 0, 1, 11, 7, 10, 9, 2
 0, 1, 11, 7, 10, 9, 3
 0, 1, 11, 7, 10, 9, 4
 0, 1, 11, 7, 10, 9, 6
 0, 1, 11, 7, 10, 12, 3
 0, 1, 11, 7, 10, 12, 5
 0, 1, 11, 9, 2, 10, 4
 0, 1, 11, 9, 2, 10, 5
 0, 1, 11, 9, 2, 10, 6
 0, 1, 11, 9, 3, 12, 5
 0, 1, 11, 9, 3, 12, 10
 0, 1, 11, 9, 4, 10, 2
 0, 1, 11, 9, 4, 10, 5
 0, 1, 11, 9, 4, 10, 6
 0, 1, 11, 9, 6, 10, 2
 0, 1, 11, 9, 6, 10, 4
 0, 1, 11, 9, 6, 10, 5
 0, 1, 11, 9, 8, 10, 2
 0, 1, 11, 9, 8, 10, 4
 0, 1, 11, 9, 8, 10, 5
 0, 1, 11, 9, 8, 10, 6
 0, 1, 11, 9, 10, 12, 3
 0, 1, 11, 9, 10, 12, 5
 0, 1, 11, 10, 2, 9, 3
 0, 1, 11, 10, 2, 9, 4
 0, 1, 11, 10, 2, 9, 6
 0, 1, 11, 10, 4, 9, 2
 0, 1, 11, 10, 4, 9, 3
 0, 1, 11, 10, 4, 9, 6
 0, 1, 11, 10, 5, 12, 3
 0, 1, 11, 10, 6, 9, 2
 0, 1, 11, 10, 6, 9, 3
 0, 1, 11, 10, 6, 9, 4
 0, 1, 11, 10, 8, 9, 2
 0, 1, 11, 10, 8, 9, 3
 0, 1, 11, 10, 8, 9, 4
 0, 1, 11, 10, 8, 9, 6
 0, 1, 11, 10, 12, 3, 9
 0, 1, 11, 12, 3, 9, 2
 0, 1, 11, 12, 3, 9, 4
 0, 1, 11, 12, 3, 9, 6
 0, 1, 11, 12, 3, 9, 10
 0, 1, 11, 12, 5, 10, 2
 0, 1, 11, 12, 5, 10, 4
 0, 1, 11, 12, 5, 10, 6
 0, 1, 11, 12, 5, 10, 9
 0, 1, 11, 12, 10, 2, 9
 0, 1, 11, 12, 10, 4, 9
 0, 1, 11, 12, 10, 6, 9
 0, 1, 11, 12, 10, 8, 9
 0, 1, 11, 12, 10, 9, 2
 0, 1, 11, 12, 10, 9, 3
 0, 1, 11, 12, 10, 9, 4
 0, 1, 11, 12, 10, 9, 6
 0, 1, 12, 3, 9, 2, 10
 0, 1, 12, 3, 9, 4, 10
 0, 1, 12, 3, 9, 6, 10
 0, 1, 12, 3, 9, 8, 10
 0, 1, 12, 3, 9, 10, 2
 0, 1, 12, 3, 9, 10, 4
 0, 1, 12, 3, 9, 10, 5
 0, 1, 12, 3, 9, 10, 6
 0, 1, 12, 3, 9, 11, 2
 0, 1, 12, 3, 9, 11, 5
 0, 1, 12, 3, 9, 11, 10
 0, 1, 12, 3, 11, 2, 9
 0, 1, 12, 3, 11, 2, 10
 0, 1, 12, 3, 11, 5, 10
 0, 1, 12, 3, 11, 7, 10
 0, 1, 12, 3, 11, 9, 2
 0, 1, 12, 3, 11, 9, 4
 0, 1, 12, 3, 11, 9, 6
 0, 1, 12, 3, 11, 9, 10
 0, 1, 12, 3, 11, 10, 2
 0, 1, 12, 3, 11, 10, 4
 0, 1, 12, 3, 11, 10, 5
 0, 1, 12, 3, 11, 10, 6
 0, 1, 12, 3, 11, 10, 9
 0, 1, 12, 5, 10, 2, 9
 0, 1, 12, 5, 10, 4, 9
 0, 1, 12, 5, 10, 6, 9
 0, 1, 12, 5, 10, 8, 9
 0, 1, 12, 5, 10, 9, 2
 0, 1, 12, 5, 10, 9, 3
 0, 1, 12, 5, 10, 9, 4
 0, 1, 12, 5, 10, 9, 6
 0, 1, 12, 5, 10, 11, 2
 0, 1, 12, 5, 10, 11, 3
 0, 1, 12, 5, 10, 11, 9
 0, 1, 12, 5, 11, 2, 9
 0, 1, 12, 5, 11, 2, 10
 0, 1, 12, 5, 11, 3, 9
 0, 1, 12, 5, 11, 7, 10
 0, 1, 12, 5, 11, 9, 2
 0, 1, 12, 5, 11, 9, 3
 0, 1, 12, 5, 11, 9, 4
 0, 1, 12, 5, 11, 9, 6
 0, 1, 12, 5, 11, 9, 10
 0, 1, 12, 5, 11, 10, 2
 0, 1, 12, 5, 11, 10, 4
 0, 1, 12, 5, 11, 10, 6
