0,0,0,0.00138787223742486,0.0156877615431935,0,0.00179424433210063,0,0.0247829183652255,0,0.00115578206307363,0.0390871531263624,0.143139436333714,0.013671328206169,0.020227391596908,0.00160528826235612,0.0003193798673196,0.0163501497225698,0.000281138903802181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000347908481054993,0,0.000229025917988293,0,0,0,0
0,0,0,0,0,0,0,0,0.00802127743489362,0.00288200065743244,0,0,0,0,2.38333358266667e-05,0,0,4.32372550776053e-05,7.58700442111312e-05,0,0,0,0,0,4.71171086915472e-06,0,0,0,2.3027377610306e-06,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00171282843243243,0.0193608916496945,0,0.00301956603773585,0,0.0165485049697877,0,0.00145776906132169,0.0260999910597322,0.0411523714285714,0.0172434232394366,0.0917492121,0.00381124498346196,0.00047530989,0.00634736429573198,0.00161653986835733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00400092568163933,0,0.00294983830353294,0,0,0,0
-0.063842166,0,-0.0146740088,0,0,0.0605319802135902,0.0110405310971349,0,0.0230502185285106,0.037268163329458,0.0464926771184759,0,0,0.0540408450704225,0.054168,0.0130642227122381,0.01665666,0.00638065410199556,0.00658610377748979,0,0,0.00485376344086021,0.00113570097512729,0,0.00147244573650013,0,0.000601599289204798,0.000932258969085791,0.00283487966318841,0,0.0124133474192713,0.00562569382570548,0.000355176709723953,0,0,0,0,0,0,0
-0.063842166,0,-0.0146740088,0,0,0,0,0,0,0,0,0,0,0,0.000423078333333333,0,0.0086054133,0.00429175914634146,0.00322889032215585,0.000362638571428571,0.000366180583905174,0.000727876702508961,7.09630004019933e-05,7.97529519570624e-05,2.76012356279242e-05,0,0,8.15516170766822e-05,1.63508534621578e-05,0,0.00255959245500941,0,0,0,0,0,0,1.80085698678339e-06,0,0
0,0,0,-0.02684,0,0,0.0102633544258637,0,0.0592922887928213,0,0.00650188445996487,0.0935146836665302,0.125528719516333,0.0592283394901009,0,0.0116255925461654,0.00227834625922145,0.0252588277075549,0.000591719640726871,0,0,0,0,0,0,0,0.00125472953759107,0,0,0,0,0,0,0,0,0.0125788498780969,0,0,0,0
-0.063842166,0,-0.020010012,-0.0854,0,-0.514362888,0,0,0,0,0,0,0,0,0,0,0.02918660445,0.0270834994456763,0.097742571320827,0,0,0,0,0,0.00512608301381292,0,0,0.00708111199177934,0.00157354695652174,0,0.0789657235046486,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154666666666667,0,2.32e-05,0,0,0,0,0,0,0,0,0,0,0,7.47181964573269e-06,0,0.00212664052671019,0,0,0,0,0,0,0,0,0
-0.048270906,-0.5771,-0.0060030029329996,-0.00976000244,0,-0.162661768,0,0,0,0,0,0,0,0.000462828638497653,0.0156417566666667,0,0,0.000327879711751663,0.00318651458739869,0,0,0,0,0,0.000100044471297166,0,0,0.00340235926276595,0.000253996779388084,0,0.00551233703585727,0,0,0,0,0,0,0,0,0
0,-0.5771,0,-0.04392,0,0,0,0,0,0,0,0,0,0,0.0199052138266667,0,0,0.00534142630654102,0.00288393921328608,0,0.0211437715906288,0,0,0,0.00444671290309135,0,0,7.47444883452713e-05,0.000288481359806763,0.00022960746932393,0,0,0,0,5.65957476886598e-05,0,0,0,0,0
-0.048270906,0,-0.0113390068,-0.42212,0,-0.382474968,0,0,0,0,0,0,0,0,0.02655553,0,0,0.00956823420177384,0.0262277624474746,0,0.0114921028981765,0.0637713444444444,0.0307337284124284,0.00444967644979709,0.00866228997097949,0,0,0.00207188858052752,0.00290785191626409,0.000534842948028522,0.00243422699595984,0.00910127432849304,0,0,0.00110739701840711,0,0,1.88391872814081e-05,0,0
-0.048270906,0,-0.0060030029329996,0,0,-0.162661768,0,0,0,0,0,0,0,0,0,0,0,0.0115047987804878,0.000648979720103914,0,0,0,9.89675089889393e-06,9.26885718025919e-05,0.000198883904543647,0,0,1.62478240177043e-05,9.12139130434782e-05,0.000588244606159624,0,8.27272359998708e-05,0,0,0,0,0,2.6999042274704e-05,0,0
-0.024914016,0,-0.0013340008,0,0,-0.030773848,0,0,0,0,0,0,0,0,0,0,0,0,0.00113158520489399,0,4.17134886163158e-05,0,0,0,1.88651809314906e-05,0,0,0.000127405145988735,5.58782608695652e-06,0,0.00169644314788631,0.000339363374768231,0,0,0,0,0,0,0,0
-0.048270906,0,-0.0113390068,-0.04148,0,-0.294549688,0,0,-0.005647,0,0,0,0,0,0,0,0,0.00488849168514412,0.00770416851228885,0,0.00206292870032846,0.00495488387096774,0.00181233547861748,0.000162246943317188,0.00328267978890088,0,0,0.00194711787120847,0.000951852753623188,1.9201757544851e-05,0.0131089238694774,0.00990154516522983,0,0,0,0,0,8.11630048453806e-05,0,0
-0.502951698,-0.02189,-0.4248792548,-0.2928,-0.02241,0,0,-0.2928,-1.343986,-0.913,-0.1581,0,0,0,0,0.0386990077177508,0.01755,0.0972838137472284,0.0798386227867498,0,0,0.0805161290322581,0.0965521945535777,0,0.0178102652221771,0,0.077965348733896,0,0,0,0.772190508491666,0.0218721592027318,0,0,0,0.0855781965284997,0,0,0,0
