"V1","V2","V3"
3,-0.00802615607579675,-5.17038403814627e-07
3,-0.00185041624761525,-6.33589978406625e-09
3,-0.0147229746355486,-3.19144005658792e-06
3,-0.00900042368105745,-7.29102959343688e-07
3,-0.00539773750942826,-1.57266160238792e-07
3,-0.0123982136650475,-1.90580011811232e-06
3,-0.015486721244267,-3.71431253359298e-06
3,-0.000934715882931823,-8.1665545467192e-10
3,-0.0112648571240164,-1.42947664233147e-06
3,-0.00867185235804253,-6.52132171402045e-07
3,-0.0141407281280585,-2.82758271138849e-06
3,-0.00685181247952363,-3.21674330725732e-07
3,-0.0112945467873873,-1.44080904578449e-06
3,-0.00320555026026152,-3.29387998979458e-08
3,-0.0230505373367307,-1.2247379110011e-05
3,-0.00131772462590373,-2.28809465495962e-09
3,-0.00671293218375085,-3.02507940900192e-07
3,-0.00507052007027776,-1.30363952177485e-07
3,-0.00417463782843551,-7.2753922387656e-08
3,-0.00630050712847875,-2.50107388648783e-07
3,0.0172918290773067,5.17038403814627e-06
3,-0.00484316076119268,-1.13602177274535e-07
3,-0.00157230492116509,-3.88696223542081e-09
3,-0.00445592167750873,-8.84733853988823e-08
3,-0.00551933258801343,-1.68135606445582e-07
3,-0.00776262213372396,-4.67762431880862e-07
3,-0.00478579818971185,-1.09613272364882e-07
3,-0.00116775515798616,-1.5924117839873e-09
3,-0.00814222487751139,-5.39795523373826e-07
3,-0.000492688483509674,-1.19596159181291e-10
3,-0.00349667214074461,-4.27528174193053e-08
3,-0.00133455256108886,-2.37687886627754e-09
3,0.00398660095486093,6.33589978406624e-08
3,-0.004043551849381,-6.61133325408637e-08
3,-0.0118113845851539,-1.64779215853679e-06
3,-0.00316908378284251,-3.18274000586556e-08
3,-0.0013882513600953,-2.6754961039556e-09
3,-0.00337941042701598,-3.85942689716256e-08
3,-0.00256460168964963,-1.68678516255125e-08
3,0.0317196872952854,3.19144005658792e-05
3,-0.00378569014434404,-5.42544285231719e-08
3,-0.0170105789459493,-4.9221776549409e-06
3,-0.00498931747266242,-1.24200520976485e-07
3,-0.00261971272643388,-1.79788127666297e-08
3,-0.0041560513633277,-7.17864899428554e-08
3,-0.00579816459561336,-1.94926829598658e-07
3,-0.00263424028044753,-1.82795777257514e-08
3,-0.00165870430513067,-4.56359310802844e-09
3,-0.00127663957902433,-2.08067818380093e-09
3,-0.00270576578578093,-1.98093672054222e-08
3,-0.00615158715474471,-2.32788511961654e-07
3,-0.00501457380058765,-1.26096224074439e-07
3,-0.00165500451562806,-4.53312348035567e-09
3,-0.00258052421711583,-1.71839823235531e-08
3,-0.0043516743192227,-8.24079585048187e-08
3,-0.00483151073529188,-1.12784351451933e-07
3,-0.00231846160846092,-1.24623437523731e-08
3,-0.00642248973862988,-2.64917261594085e-07
3,-0.00316312397526708,-3.16481728501881e-08
3,-0.00329403940513072,-3.57426188878914e-08
3,-0.00624722861783037,-2.43815997641194e-07
3,-0.0120130348428538,-1.73363717098415e-06
3,-0.00550172724975246,-1.66531797146152e-07
3,-0.00818762786891303,-5.48876057336179e-07
3,-0.000808885557999437,-5.2925046043994e-10
3,-0.000740245812517617,-4.05627954959616e-10
3,-0.00137885515339833,-2.62153668708409e-09
3,0.0132531927649365,2.32788511961653e-06
3,-0.00858777566844257,-6.33347518891778e-07
3,-0.00535461804855139,-1.5352725767075e-07
3,-0.00587636077659878,-2.02920233678337e-07
3,-0.0129616834145552,-2.17763069319267e-06
3,-0.0117243962361741,-1.61165270751918e-06
3,-0.00863099783209803,-6.42958619103005e-07
3,-0.00522308964437074,-1.42489361115339e-07
3,-0.00532727050325408,-1.51186930107288e-07
3,-0.00460783963050549,-9.78345083716396e-08
3,-0.00719623003413976,-3.72662001848914e-07
3,0.0193908250034547,7.29102959343691e-06
3,0.0108035717517111,1.26096224074439e-06
3,0.0129553976572341,2.17446410887742e-06
3,-0.00809234556358475,-5.29935800578553e-07
3,-0.00384029001598177,-5.66359343479453e-08
3,-0.00535514214264666,-1.53572342457856e-07
3,-0.0049876975708215,-1.24079586196098e-07
3,-0.00225936838535336,-1.15335005996337e-08
3,-0.00517999986099983,-1.38991820810875e-07
3,0.0116290729379985,1.57266160238792e-06
3,0.0136272659190786,2.53061566540662e-06
3,0.0110760434056502,1.35879502176452e-06
3,0.0035655991406285,4.53312348035566e-08
3,-0.00120400627820422,-1.74536496709824e-09
3,-0.0050781021892385,-1.30949639891948e-07
3,-0.011183043331939,-1.39855652276044e-06
3,-0.00514802764781213,-1.36433999962794e-07
3,-0.0112282074915519,-1.41556979992712e-06
3,-0.00294377592890084,-2.55102226633542e-08
3,-0.0020266703540764,-8.32433106646674e-09
3,-0.00235774922592038,-1.31066841218224e-08
3,-0.00175262368638428,-5.38351627630014e-09
3,-0.00669470630214678,-3.00050660828823e-07
3,0.0267111416144056,1.90580011811233e-05
3,-0.00413701022647216,-7.08043244254242e-08
3,-0.0146460819772564,-3.14169761210316e-06
3,-0.00037096534971082,-5.10505044349142e-11
3,-0.00288234390446013,-2.39462433235327e-08
3,-0.00276640598513872,-2.11713107434838e-08
3,-0.00349284846035514,-4.26127175697418e-08
3,0.0333651294835025,3.71431253359298e-05
3,-0.012547208489651,-1.97533765879076e-06
3,-0.00455539355323627,-9.45317523487077e-08
3,-0.00250697862568199,-1.5756214830528e-08
3,-0.00187452986545241,-6.58683966786345e-09
3,-0.003391867389087,-3.90226351371261e-08
3,0.0020137843235121,8.1665545467192e-09
3,0.00442401529147592,8.65864348711275e-08
3,0.0055595708918217,1.71839823235531e-07
3,0.00807790151954062,5.27103212030524e-07
3,0.00259395289277935,1.74536496709824e-08
3,-0.00500863592247026,-1.25648813516683e-07
3,-0.00674579656146035,-3.06972675215477e-07
3,-0.00526479185926963,-1.45929676185638e-07
3,-0.0051863186076751,-1.39501082909451e-07
3,-0.000320066200809606,-3.27883410962464e-11
3,-0.000835269715821858,-5.82747215091599e-10
3,0.0242693989662337,1.42947664233147e-05
3,0.00937539811305427,8.24079585048188e-07
3,-0.00869363909199414,-6.57059684397771e-07
3,-0.00413323688599422,-7.06107605714281e-08
3,-0.00259546087769106,-1.74841072143767e-08
3,0.00949845587556855,8.56956996259629e-07
3,0.0168642644373253,4.79625439764134e-06
3,-0.0243438800149477,-1.44267795802898e-05
3,-0.00979963583210346,-9.41087079844576e-07
3,-0.00546600689118914,-1.63309152364177e-07
3,-0.0066783987287858,-2.97863325685961e-07
3,-0.00498791122535754,-1.24095532212266e-07
3,-0.0153785520018274,-3.6370254211618e-06
3,-0.00314886615516587,-3.12221354214011e-08
3,-0.00271639297081418,-2.00436953858668e-08
3,-0.0013716750500135,-2.58079624061823e-09
3,-0.0050276012765688,-1.27081544227176e-07
3,0.0186829395470016,6.52132171402047e-06
3,0.0104091743333743,1.12784351451933e-06
3,0.0088649952650681,6.96683498295914e-07
3,-0.00721767053893175,-3.76002872287892e-07
3,-0.00220849478547688,-1.07718211632297e-08
3,-0.00186943511033183,-6.53327870193078e-09
3,-0.000764093728558268,-4.46107891089781e-10
3,-0.00385303342184821,-5.72016199929835e-08
3,-0.00423661122349878,-7.60424038298136e-08
3,-0.00310801778712793,-3.00227511679879e-08
3,-0.00142214008483591,-2.87625332163371e-09
3,-0.00538490641931352,-1.56147300745067e-07
3,0.0426802583875947,7.7746548863433e-05
3,0.0524472995941772,0.000144267795802898
3,0.0157896278067074,3.93654915528887e-06
3,-0.00982425996895852,-9.48199099789596e-07
3,-0.00655712866569744,-2.81929886673753e-07
3,-0.0103710270357649,-1.11548901854303e-06
3,-0.00879489258010303,-6.80286132739787e-07
3,-0.00294403992801983,-2.55170865828147e-08
3,-0.00933939190332269,-8.14621371325545e-07
3,0.0304652752213988,2.82758271138849e-05
3,0.0125376861533386,1.97084369713182e-06
3,0.00499497411677532,1.24623437523731e-07
3,0.010053108445816,1.01601729874804e-06
3,-0.00632888242575489,-2.53501820804576e-07
3,-0.0102799852590621,-1.0863692786105e-06
3,-0.00556427798004604,-1.72276664632715e-07
3,-0.000857003670709477,-6.29430880881355e-10
3,-0.00159633990203885,-4.06795470094858e-09
3,0.0147617824954791,3.21674330725732e-06
3,0.01552981959124,3.74540884507508e-06
3,0.0125184074914559,1.96176622419738e-06
3,0.013836834689278,2.64917261594085e-06
3,0.0195538134001109,7.47643220111264e-06
3,0.0080030772087849,5.12591051376972e-07
3,0.0109404395160223,1.30949639891947e-06
3,0.0211126753863631,9.41087079844574e-06
3,0.0211657264810158,9.48199099789599e-06
3,0.0157235113271953,3.88730497017378e-06
3,-0.0336856310800299,-3.82238179545695e-05
3,-0.026643289633138,-1.89131356641823e-05
3,-0.0372191500027509,-5.15583905526861e-05
3,-0.0181653354192527,-5.99418668033608e-06
3,-0.0136497049926144,-2.54313722902301e-06
3,-0.0266438321914713,-1.89142911170338e-05
3,0.0243333634069354,1.44080904578449e-05
3,0.0218417932547693,1.04199317848087e-05
3,0.0176872593550363,5.53326706735609e-06
3,0.0117761548623312,1.63309152364177e-06
3,-0.0173488727835048,-5.22172248855195e-06
3,-0.00410503831475206,-6.91753945716129e-08
3,-0.0134414058859747,-2.42847751443027e-06
3,-0.00446119064920017,-8.87876067226751e-08
3,-0.00526606038861468,-1.46035185019429e-07
3,-0.00128239875644021,-2.10896447694206e-09
3,-0.00306560604620554,-2.88103830057183e-08
3,-0.00209354290439544,-9.175835028656e-09
3,0.00690614868134815,3.29387998979458e-07
3,0.0134658640879366,2.44175834335205e-06
3,0.00681474402118696,3.16481728501881e-07
3,0.0130206020057618,2.20746177892862e-06
3,0.0240931364944591,1.39855652276044e-05
3,0.00483138021992552,1.12775211644042e-07
3,0.035100739154921,4.32462829962936e-05
3,-0.0123135917685121,-1.86704271525022e-06
3,-0.0226607532482533,-1.16365174583675e-05
3,-0.0121444477392438,-1.79115558265438e-06
3,-0.00511420425199337,-1.33762447588756e-07
3,-0.00595621338996485,-2.11305472975502e-07
3,-0.0102157860910391,-1.06614278420954e-06
3,0.00709679276474562,3.57426188878914e-07
3,0.0110910893496897,1.36433999962793e-06
3,0.00408964144895693,6.83999369442601e-08
3,0.0523203572891691,0.000143222781299286
3,-0.0180187876973871,-5.85028070928081e-06
3,-0.0115735994645224,-1.55026286862947e-06
3,0.00657296946921925,2.83978097349692e-07
3,0.0134592460508137,2.43815997641193e-06
3,0.00787947961785502,4.89206939950323e-07
3,0.0133799822573998,2.39533694293757e-06
3,0.014388173895161,2.97863325685961e-06
3,0.00830543176523074,5.72910317731926e-07
3,0.0210559457413519,9.33521357625108e-06
3,-0.0142065071973024,-2.86722613790575e-06
3,-0.00312489933531816,-3.05146290593987e-08
3,-0.00454829158674943,-9.40903095589788e-08
3,0.00328572823635411,3.54727550388215e-08
3,0.010427707758952,1.13387858775763e-06
3,0.0107461289747097,1.24095532212266e-06
3,0.00167155809042511,4.67051124144759e-09
3,0.014126905464381,2.81929886673752e-06
3,0.0413822270288711,7.08665967417077e-05
3,-0.00853285410687642,-6.21273687632569e-07
3,-0.0102949368372663,-1.0911163392075e-06
3,-0.00639042038647535,-2.60968618175689e-07
3,-0.00943032721761685,-8.38649103410652e-07
3,0.0496608772621278,0.00012247379110011
3,0.0229098865492667,1.20245495318722e-05
3,0.0323535874446669,3.38662671487404e-05
3,0.0145478389595618,3.07889908584946e-06
3,0.0258812989980059,1.73363717098415e-05
3,0.00803664539712261,5.19068194701225e-07
3,0.0111599946496912,1.3899268969287e-06
3,0.0241904397266752,1.41556979992712e-05
3,0.0355905937774845,4.50822622380119e-05
3,0.0305682008884134,2.85633825461145e-05
3,0.0180206027552214,5.85204880839071e-06
3,0.0214297981735937,9.84134014637549e-06
3,0.0331320859151961,3.6370254211618e-05
