0,3.8049318434897e-05,0,0,0,0.000482194524289655,0,0,0,0,0,0,0,0,3.753351993059e-05,0,0,0,0,7.13624092622981e-06,0,0,0,0,0,2.45327110763527e-05,0,1.30085430582306e-06,0,0,0,0,0,0,0,0,0
-0.05353934263906,0,0.000247196036219172,0.000190746449338879,3.9526150091477e-05,0.01739996166513,0.000118420180714198,0,0.00129704555012699,0.00117359897570811,3.60622344769375e-05,0,0.000316735153913379,0.0025964808823395,0.000845912025836431,0,0,0.00433204237904552,0,0.000365729078470648,0,0,0,0,0,0.00588543501353897,0,0.000370697987551156,2.11220615075648e-05,0,0,1.2990286595832e-05,0,0,0,0,0
0,-0.05014116,0,7.73801411465093e-05,3.17526864561658e-05,0,0,0,0,0,0,1.47361498772599e-05,0,0,0,0.00752332885706945,0,0,0,1.48367507418398e-05,0,0.000950705689361919,0,0.000699210904050973,0.000447740474238058,0.00116786577942765,3.63033883118984e-05,3.51455338169663e-05,3.52089229357798e-05,0,0,0,0,0,0,0,0
0,-0.0001000014,-6.6889654744022e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22811016063174e-05,0,2.16539792447741e-06,0,0,0,7.24632248295397e-07,0,0,2.12314372908008e-08,0,0
0,-0.005000048,-0.0066229267570301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68481688377685e-05,2.29400447487701e-05,9.77549076834185e-05,0,0,0,9.51040660276466e-05,0,0,8.57806781142044e-07,0,0
-1.5079315887657,-0.9915552,0,0,0,0,7.76409053749916e-05,0,0.0254897009834228,0.000326421048826547,0,0,0,0.00127625233510599,0.00784237310021151,0,0,0,0,0,0,0,0,0,0,0.00466066203582624,0,0.00474396400594533,4.01605508422497e-05,0,0,0.000563869437068975,0,0,1.21597291446213e-06,0,0
0,-0.03000015,0,0,0,-0.004470911107083,0,0,0,0,0,0,0,0,0.00601694344313337,0,0,0,0,0,0,0,0.0103297325128706,0,0,0.00628444798884773,0.00114438392122985,0.0101631328292028,0,0,0,0.000267487510414315,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381779874,0.00249256958874438,0,0.00562499989392822,0,0,0,0,0,0,0,0,0.00775251795405954,0.000885696402568128,0.000743912336537297,0,0,0,0.000124213240667305,0,0,0,0,0
0,-0.000100047,0,0,0,-0.00044691128432514,0,0,0,0,0,0,0,0.000562132911573333,1.10091109517365e-05,0,0,0,0,0,0,0,0,0,0,8.6961540727746e-06,3.91192078892627e-06,0,0,0,0,6.09579687522713e-07,0,0,4.75879639324444e-10,0,0
0,-0.2435699,0,0,0,-0.015398903210481,0,0,0,0,0,0,0,0,0.0158303697584731,0,0,0,0.00282996412303056,2.16149576317853e-05,0.0187378069823373,0.0159696947214214,0.000354714962187851,0,0,0.0139329191726981,0.00561440190100982,0.00112485715294261,0,0,0,0.000879601914277941,9.85926958906702e-05,0,0,0,0
0,-0.0001000005,0,0,0,0,0,0,0,0,0,0,0,0,0.000230779891384176,0,0,0,0,0.0014988544491605,0,0,0.000315687122758743,0,0,0.000404190340441862,0,0,0,0,0,0,0,0,0,0,0
